Model,RMSE,MAE,MAPE_%,R2,Accuracy_%,CV_R2_Mean,CV_R2_Std,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma
XGBoost (Tuned),0.01224268728473082,0.010077631253116535,4.785165391196214,-0.013622255628288782,95.2148346088038,-2.2813732276486913,2.391844172688623,695,10,0.007214327338557657,0.6325956132129973,0.7758535347083313,5,0.0019839521830085135,0.0003750694568935274,5.2171758642905165e-06
