SV_Train_Index,X_Acc_Filtered_Median,Y_Acc_Filtered_Median,X_Acc_Filtered_Mean,X_Displacement_Median,Y_Acc_Raw_Mean,Wave_Raw_Mean,Y_Acc_Filtered_Mean,Hs_m,X_Displacement_Mean,Z_Acc_Raw_Max,SV_Weight
421,-0.6809316540000001,0.07069388500000001,-0.075693096,0.38462977,-12.52068095,22.396849419999995,0.004904725000000001,1.069340386,0.11138696400000002,3896.8479,0.10010786737563784
0,-0.024821559999999965,0.33334867,0.040726001,-0.071890998,-20.93401675,21.92183172,-0.009085339,0.342502173,-0.065391168,3857.7539,0.10010786737563784
1,0.07312356599999992,0.19663014600000006,0.004313953,-0.00043391900000000483,-20.88297662,1.9007604039999997,-0.038752777,0.342502173,0.023218074,3854.1826,0.10010786737563784
2,0.03577898600000001,0.18039958,0.044285514,-0.05611617099999999,-21.02694393,21.88014471,-0.030093183,0.333376596,-0.036066375,3855.9683,0.10010786737563784
404,0.22225232700000003,1.1470111850000002,0.0007847190000000003,-0.234643221,-7.529551821,1.9246777319999993,0.013809944000000001,1.494794649,0.011939029,3929.177,0.10010786737563784
397,-1.686411292,1.411705054,-0.0046419140000000005,0.727117734,-19.60639319,21.97984427,0.015624744,1.386146746,0.037867531,3909.5356,-0.10010786737563784
393,-1.896239732,1.2575027250000002,0.05346216100000001,0.7089763119999999,-16.5223452,22.10748692,0.031913698,1.381419187,-0.049916401,3910.4285,0.10010786737563784
35,0.303322828,-0.11796532700000006,0.04162216,-0.04527590200000001,-6.759084938,22.92936524,0.06352153700000002,0.388699711,-0.04440178699999999,3869.1277,0.10010786737563784
34,0.252916306,-0.450780933,0.009787082,-0.130605825,-3.0177606830000006,1.9596537190000003,-0.007735832,0.374421422,-0.033146666,3875.5208,-0.10010786737563784
33,-0.06985607499999996,-0.15515133800000003,0.040105073,-0.105272367,0.5412852949999998,23.026542319999997,-0.040664786,0.405457324,-0.062228171,3884.0815,0.10010786737563784
32,0.484453203,-0.179372688,0.012064739,-0.272764448,4.953397661,1.9720906770000006,0.0016069450000000002,0.357567673,-0.00397517,3888.708,-0.10010786737563784
31,0.324732817,-0.11359409100000001,-0.020444303,-0.353477273,10.010742909999998,23.05084926,-0.035252095,0.394333885,0.007380346000000003,3903.5415,-0.10010786737563784
30,0.381811958,-0.227654431,0.046996578,-0.013342884999999999,17.33688768,1.9680836330000009,-0.002339996,0.33893481,-0.062542484,3918.7078,0.10010786737563784
29,0.09503235999999998,-0.02126421400000006,0.003461809,0.20546429400000002,25.332238070000002,23.026686149999996,0.020701564,0.365513025,0.025250574000000005,3931.2351,0.10010786737563784
28,0.303819229,-0.14900142699999996,-0.004706987000000001,-0.100158236,28.306773579999998,1.9670115240000001,-0.010400051,0.325288542,-0.002650659,3935.0256,-0.10010786737563784
27,0.10765166199999998,-0.08657755699999997,-0.009278504,0.044210041000000005,33.11083447,22.93003944,0.017417857,0.355310862,-0.007449309,3943.7209,-0.10010786737563784
26,0.046551290999999995,-0.04412244100000001,0.039318488,-0.23338716,32.81093767,1.958644124000001,0.01703096,0.309366481,-0.038388081,3940.2424,-0.10010786737563784
25,-0.09790188299999997,0.039754238,0.046236625,0.115685332,30.027561300000002,22.81518208,-0.014891070999999999,0.351492014,-0.078977333,3932.939,-0.10010786737563784
24,-0.008385488999999968,-0.042026754,-0.020328214,0.06988056000000001,26.546568370000003,1.9433689219999994,0.00030132699999999967,0.29885121499999995,0.041995284,3929.6133,-0.10010786737563784
23,0.274705808,0.05699901099999999,0.002705521,-0.1379886,20.571538709999995,22.66043727,0.008596507,0.32118857900000003,-0.017161626,3923.3252,-0.10010786737563784
22,0.12704189100000002,0.034776307000000006,0.011853312,0.025821557999999967,16.87439256,1.9396792630000004,0.009409544000000002,0.293266874,-0.008654852,3920.1643,-0.10010786737563784
21,0.328297369,-0.022890556999999978,0.007820735,-0.0066371420000000125,13.16001276,22.49765861,-0.025881063,0.301169569,-0.014082676,3915.6843,-0.10010786737563784
51,-0.09845581600000003,0.13558782400000002,-0.042079242,-0.010587179000000002,-21.26788382,21.83509568,0.027936219000000005,0.372012146,0.024913952000000003,3847.0403,-0.10010786737563784
50,-0.411897616,-0.023081850999999987,0.040669657,0.12730575599999996,-22.02085801,1.8982955389999994,0.015699638,0.412100011,-0.045181811,3845.2593,0.10010786737563784
47,-0.049675508000000035,0.016582401000000024,-0.016783692,-0.261056507,-24.21780846,21.96829539,0.018613878,0.454617074,0.017214461,3839.9194,0.10010786737563784
46,-0.3269384189999999,0.01942571999999998,-0.04376479,-0.095986283,-24.90863194,1.907444816,-0.067934578,0.382883248,0.050234433,3839.0469,0.10010786737563784
45,0.10285054100000002,0.072836491,0.039319979,0.09510918799999998,-25.33948984,22.09130379,0.013506148999999999,0.362288472,-0.025647067999999995,3835.5061,-0.10010786737563784
44,-0.04513527300000003,-0.15490032200000003,-0.024101188,-0.137253872,-26.05665088,1.9164928410000002,-0.06238962499999999,0.388165495,-0.003297208,3833.2056,-0.10010786737563784
43,-0.11344094099999996,0.10543057,0.007718536999999999,-0.050230014,-26.80169797,22.26326502,-0.03820355,0.391222171,0.034792247,3833.3933,-0.10010786737563784
41,0.09931576800000003,0.13359324399999994,0.0392023,-0.18993314,-25.93385423,22.45300409,-0.013049909999999998,0.38517237,-0.068680732,3835.186,-0.10010786737563784
40,0.195768226,0.07805584799999998,0.037070904,-0.04243227199999999,-23.21915904,1.9440174270000004,0.005030598999999999,0.392844829,-0.012242735,3838.7593,-0.10010786737563784
39,0.20999068000000004,0.05709535800000004,-0.021520641999999996,-0.0007464779999999949,-21.7980728,22.64244483,-0.042106342,0.377492071,0.025923209000000003,3845.9456,-0.10010786737563784
38,0.201405467,-0.16944610599999999,-0.057224186,-0.148025452,-16.69566465,1.955085200000001,-0.010005188,0.39044902,0.078530888,3857.5291,-0.10010786737563784
37,0.471844513,-0.217115615,-0.063269634,-0.095934582,-12.17913105,22.79218221,-0.030577999,0.398241155,0.09189100300000001,3864.7456,-0.10010786737563784
36,0.260522298,-0.284206866,-0.017646225,-0.23778302,-9.656143264,1.9481017289999993,0.001148264999999999,0.381862961,0.008569303,3865.9146,0.10010786737563784
386,1.413230761,0.524048902,-0.020122375999999997,-0.647350574,-12.41702095,1.9480560150000006,-0.015947841,1.416880277,0.083557609,3919.3564,-0.10010786737563784
363,-0.306790694,-0.040434054,-0.10199575,-0.036971981,-0.9275876369999994,22.40021768,-0.043257333,1.368613959,0.170531604,3940.8008,-0.10010786737563784
67,0.20700374,-0.03603175400000003,0.037629834,-0.04307796999999999,14.26070841,22.23456177,0.042629047,0.443856462,0.001360534,3922.6968,0.10010786737563784
