Model,RMSE,MAE,MAPE_%,R2,Accuracy_%,CV_R2_Mean,CV_R2_Std,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features
Random Forest (Tuned),0.014187135419465416,0.011483224454473903,5.745778145866678,0.18930060804303916,94.25422185413332,-2.136156877128896,1.7915857557942212,215,24,2,2,0.6565921300446734
