Event_No,Datetime,X Frequency_observed,X Frequency_trend,X Frequency_seasonal,X Frequency_resid
629,2021-09-29 05:08:00,0.225,0.19243093179119466,0.01549587997410671,0.01707318823469864
630,2021-09-29 05:38:00,0.225,0.19234089198316917,0.015882517124533358,0.016776590892297466
631,2021-09-29 06:08:00,0.225,0.19225211893875283,0.005008308529449925,0.027739572531797263
632,2021-09-29 06:38:00,0.188,0.19216441425297215,0.018501523099147144,-0.022665937352119303
633,2021-09-29 07:08:00,0.188,0.19207771739739954,0.0019511085570248117,-0.0060288259544243605
634,2021-09-29 07:38:00,0.188,0.19199214471170048,0.002584636342513724,-0.0065767810542141925
635,2021-09-29 08:08:00,0.188,0.1919078404114875,-0.0031256443143687345,-0.0007821960971187703
636,2021-09-29 08:38:00,0.188,0.191824800574124,-0.0033522512652449715,-0.00047254930887902225
637,2021-09-29 09:08:00,0.188,0.19174300366394684,0.0032856039209512105,-0.007028607584898039
638,2021-09-29 09:38:00,0.188,0.19166247638831624,-0.0020952860230248746,-0.0015671903652913766
639,2021-09-29 10:08:00,0.225,0.19158340397582066,0.00584668898401516,0.027569907040164182
640,2021-09-29 10:38:00,0.225,0.19150604693023762,0.019265973560725614,0.014227979509036759
641,2021-09-29 11:08:00,0.225,0.19143065346706814,-0.007429769372028943,0.0409991159049608
642,2021-09-29 11:38:00,0.225,0.19135745107299323,-0.009300807302769826,0.0429433562297766
643,2021-09-29 12:08:00,0.188,0.1912866137685044,-0.005809443223495338,0.002522829454990938
644,2021-09-29 12:38:00,0.225,0.19121837178502793,-0.007045684168788824,0.04082731238376089
645,2021-09-29 13:08:00,0.188,0.19115300626248943,-0.005603508926632138,0.0024505026641427063
646,2021-09-29 13:38:00,0.188,0.19109085687790095,-0.005533987935800935,0.0024431310578999776
647,2021-09-29 14:08:00,0.188,0.19103220819501324,-0.005470364221674854,0.0024381560266616142
648,2021-09-29 14:38:00,0.188,0.19097727661523928,-0.00541022061512087,0.002432943999881587
649,2021-09-29 15:08:00,0.188,0.19092619551329926,-0.0053512385341718096,0.0024250430208725415
650,2021-09-29 15:38:00,0.188,0.19087898301450157,-0.004203821294948134,0.0013248382804465775
651,2021-09-29 16:08:00,0.188,0.19083549411884113,-0.0028301208756970377,-5.3732431440911554e-06
652,2021-09-29 16:38:00,0.188,0.19079548193976503,-0.0037245971895055272,0.0009291152497404864
653,2021-09-29 17:08:00,0.188,0.19075865113444612,-0.005078372660464906,0.002319721526018781
654,2021-09-29 17:38:00,0.188,0.19072468627636233,-0.005787941264832129,0.0030632549884697935
655,2021-09-29 18:08:00,0.188,0.19069332480183196,-0.00369590816853657,0.0010025833667046125
656,2021-09-29 18:38:00,0.188,0.19066425172935214,-0.003596196353122968,0.0009319446237708306
657,2021-09-29 19:08:00,0.188,0.19063713693743534,-0.0034966083453765633,0.0008594714079412369
658,2021-09-29 19:38:00,0.188,0.19061167959187925,-0.003397025868720729,0.0007853462768414865
659,2021-09-29 20:08:00,0.188,0.19058757654237718,-0.003297380778751314,0.000709804236374123
660,2021-09-29 20:38:00,0.188,0.19056452105531954,-0.003197733143411804,0.0006332120880922498
661,2021-09-29 21:08:00,0.188,0.19054221056716714,-0.0030981991422658526,0.0005559885750987259
662,2021-09-29 21:38:00,0.188,0.19052035209445226,-0.002999131032818515,0.00047877893836625884
663,2021-09-29 22:08:00,0.188,0.19049869704889433,-0.002900977810661738,0.000402280761767404
664,2021-09-29 22:38:00,0.188,0.19047712984500428,0.0028824150896109295,-0.005359544934615212
665,2021-09-29 23:08:00,0.2,0.19045557002607827,0.007212973626455071,0.002331456347466676
666,2021-09-29 23:38:00,0.188,0.19043397746845675,-0.0049400819064493754,0.0025061044379926234
667,2021-09-30 00:08:00,0.188,0.19041228382238928,-0.0010176034367841524,-0.0013946803856051404
668,2021-09-30 00:38:00,0.188,0.1903905135555204,0.001705254906722077,-0.004095768462242466
669,2021-09-30 01:08:00,0.188,0.19036867885364583,-0.001177213002450044,-0.0011914658511957832
670,2021-09-30 01:38:00,0.188,0.19034686537191128,-0.0010765491361237373,-0.0012703162357875497
671,2021-09-30 02:08:00,0.188,0.190325576532446,-3.470003008270979e-06,-0.002322106529437734
672,2021-09-30 02:38:00,0.188,0.19030571789430695,-0.0024948134316726727,0.00018909553736573548
673,2021-09-30 03:08:00,0.188,0.19028834302863562,0.0024202145840106636,-0.004708557612646297
674,2021-09-30 03:38:00,0.188,0.19027487089522224,0.009821883948723213,-0.012096754843945456
675,2021-09-30 04:08:00,0.188,0.19026673469996447,0.009916456604862475,-0.012183191304826951
676,2021-09-30 04:38:00,0.188,0.19026535002397527,0.003989516954990957,-0.0062548669789662115
677,2021-09-30 05:08:00,0.188,0.1902723827132816,0.010899185545723397,-0.013171568259004979
678,2021-09-30 05:38:00,0.188,0.19028957005557234,0.011220492460503922,-0.013510062516076254
679,2021-09-30 06:08:00,0.188,0.19031914551659002,0.0028155718837708024,-0.005134717400360811
680,2021-09-30 06:38:00,0.188,0.19036298473921007,0.014681006174985566,-0.017043990914195645
681,2021-09-30 07:08:00,0.188,0.19042235217277625,-0.00032465528403793534,-0.002097696888738315
682,2021-09-30 07:38:00,0.188,0.19049794550562818,-0.00012654185790116952,-0.002371403647727005
683,2021-09-30 08:08:00,0.188,0.1905903140209001,-0.0035502433374580743,0.0009599293165579725
684,2021-09-30 08:38:00,0.188,0.19070072095642943,-0.0018027618185231535,-0.0008979591379062735
685,2021-09-30 09:08:00,0.188,0.1908301798721042,0.0011442722607156034,-0.0039744521328198
686,2021-09-30 09:38:00,0.188,0.19097912136923814,-0.0017799040239957467,-0.0011992173452423927
687,2021-09-30 10:08:00,0.188,0.19114793929260104,0.001583797645818206,-0.004731736938419245
688,2021-09-30 10:38:00,0.188,0.19133785069120285,0.0141434982225598,-0.017481348913762657
