Event_No,Datetime,X Acc Filtered_Mean_observed,X Acc Filtered_Mean_trend,X Acc Filtered_Mean_seasonal,X Acc Filtered_Mean_resid
625,2021-09-29 03:08:00,0.049143129,0.0033558113382114803,-0.018746771647550748,0.06453408930933927
626,2021-09-29 03:38:00,-0.019802723,0.00333823495277146,0.0036277361562718235,-0.026768694109043287
627,2021-09-29 04:08:00,0.024127085,0.0033151876973109254,0.0010648725060276893,0.019747024796661385
628,2021-09-29 04:38:00,-0.001830707,0.0032877128149552937,0.010415383125900868,-0.015533802940856161
629,2021-09-29 05:08:00,0.004131273,0.0032566218227677007,-0.008168071508993596,0.009042722686225897
630,2021-09-29 05:38:00,-0.007187629,0.003223091469372642,-0.0011893536464678137,-0.009221366822904828
631,2021-09-29 06:08:00,-0.012993946,0.003188403634356613,-0.0009108862688280304,-0.015271463365528582
632,2021-09-29 06:38:00,0.027363848,0.0031538364438339654,-0.002071488369463992,0.026281499925630027
633,2021-09-29 07:08:00,0.000772183,0.0031195457279634456,-0.024779198710710403,0.022431835982746957
634,2021-09-29 07:38:00,0.000784664,0.0030850679145734278,-0.015858128666865062,0.013557724752291635
635,2021-09-29 08:08:00,0.011738288,0.0030495492956956567,0.02933688567105226,-0.020648146966747917
636,2021-09-29 08:38:00,-0.023745639,0.00301261270581551,-0.0062979858130143415,-0.020460265892801165
637,2021-09-29 09:08:00,0.009744166,0.0029746936478055193,-0.009748475370904595,0.01651794772309908
638,2021-09-29 09:38:00,0.037629834,0.002935891107724861,0.03020341441233446,0.00449052847994068
639,2021-09-29 10:08:00,-0.007861764,0.002895933063344351,-0.009319005058625308,-0.0014386920047190434
640,2021-09-29 10:38:00,-0.033066049,0.002854485107149552,-0.013722792453095297,-0.02219774165405426
641,2021-09-29 11:08:00,0.038319847,0.002811357092110431,0.012588927811128994,0.022919562096760573
642,2021-09-29 11:38:00,0.0633988,0.00276680993883308,0.02055180490655008,0.040080185154616844
643,2021-09-29 12:08:00,0.01928582,0.0027211575170797055,-0.008175857409415172,0.024740519892335465
644,2021-09-29 12:38:00,-0.029707252,0.002674869693771352,0.01046591626016657,-0.04284803795393792
645,2021-09-29 13:08:00,0.011654585,0.0026278240401332448,0.02089130087010414,-0.011864539910237384
646,2021-09-29 13:38:00,0.010229187,0.002579152881126417,-0.01290974289704801,0.020559777015921595
647,2021-09-29 14:08:00,0.012043428,0.002527679332589076,0.009428553030455394,8.719563695552953e-05
648,2021-09-29 14:38:00,-0.01705862,0.002472883619625825,-0.007337261433823822,-0.012194242185802003
649,2021-09-29 15:08:00,0.011934393,0.0024141998235166847,0.013561698397931275,-0.00404150522144796
650,2021-09-29 15:38:00,0.002506188,0.0023506455997694626,-0.0038679450223015905,0.004023487422532127
651,2021-09-29 16:08:00,0.046925813,0.0022811997238829165,0.016170083230529174,0.028474530045587906
652,2021-09-29 16:38:00,-0.003826061,0.0022052866694092094,0.011365918656225557,-0.017397266325634767
653,2021-09-29 17:08:00,-0.014631804,0.002122851147552224,-0.006189722662361658,-0.010564932485190566
654,2021-09-29 17:38:00,0.038172197,0.002033830819623491,0.01798137747502644,0.018156988705350065
655,2021-09-29 18:08:00,0.001104076,0.0019377846028137493,-0.01569262440101734,0.014858915798203589
656,2021-09-29 18:38:00,-0.01763753,0.0018338457742534194,-0.032978087864005884,0.013506712089752466
657,2021-09-29 19:08:00,0.026159682,0.0017199348236274722,-0.026806033378739016,0.051245780555111545
658,2021-09-29 19:38:00,-0.005905896,0.0015928041833556674,0.009066415224030882,-0.01656511540738655
659,2021-09-29 20:08:00,-0.056934689,0.0014490751386817338,-0.02258210372693358,-0.035801660411748155
660,2021-09-29 20:38:00,-0.010646764,0.0012860519925514571,0.013595983450383905,-0.025528799442935363
661,2021-09-29 21:08:00,-0.001886261,0.0011020888443809016,0.000613636648224332,-0.0036019864926052332
662,2021-09-29 21:38:00,-0.041767076,0.0008970534406155025,-0.010872802875193177,-0.03179132656542233
663,2021-09-29 22:08:00,0.010643076,0.0006712298616588547,0.011454260368946435,-0.0014824142306052901
664,2021-09-29 22:38:00,-0.024827595,0.0004250936349317074,-0.00620677284804328,-0.019045915786888426
665,2021-09-29 23:08:00,-0.005937027,0.0001595891381936339,-0.04482389560689263,0.038727279468699
666,2021-09-29 23:38:00,-0.01281224,-0.00012320580414445728,-0.01808068326463259,0.005391649068777047
667,2021-09-30 00:08:00,-0.011679648,-0.00042048931687351226,-0.004474954322635083,-0.006784204360491405
668,2021-09-30 00:38:00,0.031362217,-0.0007297251883724548,0.013197170432008081,0.018894771756364368
669,2021-09-30 01:08:00,0.006442652,-0.0010488244556862217,0.01597019859110206,-0.00847872213541584
670,2021-09-30 01:38:00,0.046321335,-0.0013764786662486116,0.03476383731594955,0.01293397635029906
671,2021-09-30 02:08:00,0.076183098,-0.0017120865190058314,0.041266486974383,0.036628697544622835
672,2021-09-30 02:38:00,-0.02744359,-0.0020548693800755435,-0.02685446896066626,0.0014657483407418044
673,2021-09-30 03:08:00,-0.0171983,-0.002402852089972918,-0.011209555879698485,-0.0035858920303285962
674,2021-09-30 03:38:00,0.01639329,-0.0027539186426864593,-0.004801110186882704,0.023948318829569167
675,2021-09-30 04:08:00,-0.031644383,-0.003106026579190791,-0.010910824827399539,-0.01762753159340967
676,2021-09-30 04:38:00,0.030160369,-0.0034579347926511667,0.002431712635871123,0.031186591156780043
677,2021-09-30 05:08:00,-0.009540115,-0.0038089897217361795,0.01050796047361908,-0.0162390857518829
678,2021-09-30 05:38:00,0.015882419,-0.004159138204857694,0.014469555811320181,0.005572001393537511
679,2021-09-30 06:08:00,-0.010312229,-0.004508905982765394,0.014257593657650594,-0.020060916674885198
680,2021-09-30 06:38:00,-0.004794868,-0.004859027404529691,0.0048601655017808994,-0.004796006097251207
681,2021-09-30 07:08:00,0.013247194,-0.0052093975802740165,-0.02901559827549459,0.04747218985576861
682,2021-09-30 07:38:00,-0.034350577,-0.005559441855639441,-0.012955858419311284,-0.015835276725049273
683,2021-09-30 08:08:00,0.031553608,-0.005908794373288588,0.040502274854128356,-0.0030398724808397715
684,2021-09-30 08:38:00,-0.026896346,-0.006257057081649617,-0.003069408819894459,-0.017569880098455923
685,2021-09-30 09:08:00,-0.03685071,-0.006603517328600162,-0.028701521403770917,-0.0015456712676289227
686,2021-09-30 09:38:00,0.051143655,-0.006947382425191156,0.030285324847895687,0.02780571257729547
687,2021-09-30 10:08:00,0.004547705,-0.0072871149576027115,-0.012064787320219629,0.023899607277822338
688,2021-09-30 10:38:00,-0.004912983,-0.007621760890103436,-0.016622156045055087,0.019330933935158525
689,2021-09-30 11:08:00,-0.016574404,-0.0079517042208341,0.012037276530962985,-0.020659976310128884
690,2021-09-30 11:38:00,-0.008627828,-0.00827813139708746,0.031701821934755396,-0.03205151853766793
691,2021-09-30 12:08:00,-0.032283798,-0.00860242968337668,-0.01084182167087182,-0.012839546645751505
692,2021-09-30 12:38:00,0.020817932,-0.008927025661294616,-0.005652495483228503,0.03539745314452312
693,2021-09-30 13:08:00,-0.003993892,-0.009254450194031635,0.009879716410932299,-0.004619158216900662
694,2021-09-30 13:38:00,-0.036096403,-0.009586414396432845,-0.01612619669177975,-0.010383791911787404
695,2021-09-30 14:08:00,0.015761323,-0.009922974174811196,0.013416798965583234,0.012267498209227963
696,2021-09-30 14:38:00,-0.003522395,-0.010264102702488275,-0.003762774564897583,0.010504482267385857
697,2021-09-30 15:08:00,-0.004724061,-0.010609124154435753,-0.014992160523104491,0.020877223677540246
698,2021-09-30 15:38:00,-0.001904033,-0.01095782142466481,0.005579202502812834,0.0034745859218519755
699,2021-09-30 16:08:00,-0.01188918,-0.011308958109775264,0.015614187665326506,-0.016194409555551237
700,2021-09-30 16:38:00,-0.010600338,-0.011662561562676086,-0.0009835775229260066,0.002045801085602093
701,2021-09-30 17:08:00,-0.028456416,-0.012019450247012751,-0.004224739810401864,-0.012212225942585385
702,2021-09-30 17:38:00,-0.053328363,-0.012379253217128046,-0.002104738512551645,-0.03884437127032031
703,2021-09-30 18:08:00,-0.046389062,-0.01274147961878282,-0.007545325911852093,-0.02610225646936509
704,2021-09-30 18:38:00,-0.080601299,-0.013104805034913918,-0.0005487678522887783,-0.06694772611279731
705,2021-09-30 19:08:00,-0.0353294,-0.013466780942435549,-0.01986159543129326,-0.002001023626271187
706,2021-09-30 19:38:00,0.050854136,-0.013823624520254048,0.03405846999622583,0.030619290524028217
707,2021-09-30 20:08:00,0.072134429,-0.014171523171382025,-0.05089351853966129,0.13719947071104333
708,2021-09-30 20:38:00,-0.036317805,-0.014506226450567643,0.033385231283636164,-0.05519680983306852
709,2021-09-30 21:08:00,-0.014310985,-0.014824014617894897,0.005593157805868781,-0.0050801281879738844
710,2021-09-30 21:38:00,-0.007840028,-0.015120949791279337,-0.018870568032181387,0.026151489823460723
711,2021-09-30 22:08:00,0.043984899,-0.015393649999294295,0.029740046013077608,0.02963850298621669
712,2021-09-30 22:38:00,-0.254067745,-0.015639630204764807,-0.028982273640124175,-0.20944584115511103
713,2021-09-30 23:08:00,-0.085748337,-0.015856142216266,-0.04735076357028542,-0.022541431213448575
714,2021-09-30 23:38:00,0.122482248,-0.016041390487425068,-0.018251851109868673,0.15677548959729373
715,2021-10-01 00:08:00,0.095192175,-0.01619363699000542,-0.021069437879281786,0.1324552498692872
716,2021-10-01 00:38:00,0.111698487,-0.016312487640153882,0.020630624933277664,0.10738034970687621
717,2021-10-01 01:08:00,0.021749717,-0.01639992486181386,-0.002077275852761382,0.04022691771457524
718,2021-10-01 01:38:00,0.1206207,-0.016458591559518797,0.05292436481985668,0.08415492673966211
719,2021-10-01 02:08:00,0.046196976,-0.016491118055664642,0.06368024715135949,-0.000992153095694847
720,2021-10-01 02:38:00,-0.079086399,-0.01650083041598047,-0.053041684145871314,-0.009543884438148218
721,2021-10-01 03:08:00,-0.045414474,-0.01649133943937907,-0.006867250271757215,-0.022055884288863722
722,2021-10-01 03:38:00,-0.033207236,-0.016464836539593082,-0.011607769202654277,-0.00513463025775264
723,2021-10-01 04:08:00,0.184385755,-0.016423398034632487,-0.02438000960132695,0.22518916263595945
724,2021-10-01 04:38:00,-0.091745649,-0.016368193024173402,-0.0001721021498217873,-0.07520535382600481
725,2021-10-01 05:08:00,0.110571974,-0.01629914951488512,0.028498510133146963,0.09837261338173817
726,2021-10-01 05:38:00,0.126026903,-0.016215698806264882,0.030374536732550805,0.11186806507371408
727,2021-10-01 06:08:00,0.018225384,-0.01611825860763337,0.03060480673072456,0.0037388358769088123
728,2021-10-01 06:38:00,-0.001590771,-0.01600779355715203,0.005322074146042736,0.009094948411109293
729,2021-10-01 07:08:00,-0.051917811,-0.01588473932550528,-0.039018644959197046,0.002985573284702326
730,2021-10-01 07:38:00,-0.042431174,-0.015749119112965684,-0.010828537115572991,-0.015853517771461323
731,2021-10-01 08:08:00,0.082206007,-0.01560055116390542,0.04695147289083301,0.050855085273072406
732,2021-10-01 08:38:00,-0.004863649,-0.01543989790176938,0.008001290040475216,0.002574958861294165
733,2021-10-01 09:08:00,-0.131709789,-0.015269432204712365,-0.045574432251325785,-0.07086592454396184
734,2021-10-01 09:38:00,-0.029172905,-0.015090110202885636,0.030071558836754553,-0.044154353633868916
735,2021-10-01 10:08:00,-0.045349198,-0.014901629300482614,-0.012764958666395198,-0.01768261003312219
736,2021-10-01 10:38:00,-0.070751272,-0.014702840542839385,-0.007235840750369727,-0.048812590706790886
737,2021-10-01 11:08:00,-0.133656057,-0.014493386291538955,0.011196254236514356,-0.1303589249449754
738,2021-10-01 11:38:00,-0.108887279,-0.014273521448807374,0.03874796798076493,-0.13336172553195758
739,2021-10-01 12:08:00,0.013306172,-0.014044853053907633,-0.017451221093984438,0.04480224614789207
740,2021-10-01 12:38:00,-0.056564369,-0.013808627138944622,-0.015218310344511666,-0.02753743151654371
741,2021-10-01 13:08:00,0.055949353,-0.013566169104126852,-0.0019349019645996622,0.07145042406872651
742,2021-10-01 13:38:00,-0.103898813,-0.013318826397847275,-0.019585423240890604,-0.07099456336126213
743,2021-10-01 14:08:00,0.036719888,-0.013068534323330338,0.014993245285583226,0.03479517703774711
744,2021-10-01 14:38:00,-0.058435734,-0.012816501548029385,0.002389544947112665,-0.04800877739908328
745,2021-10-01 15:08:00,-0.089691817,-0.012562900084472719,-0.03952303108145666,-0.03760588583407061
746,2021-10-01 15:38:00,0.022188057,-0.012306066945467996,0.012663425382080788,0.021830698563387207
747,2021-10-01 16:08:00,-0.093331414,-0.012043974632594143,0.013055300806098407,-0.09434274017350426
748,2021-10-01 16:38:00,-0.026838619,-0.011773658517990362,-0.011143185008614089,-0.003921775473395551
749,2021-10-01 17:08:00,0.141807055,-0.011493048012047213,0.00022578855836580448,0.1530743144536814
750,2021-10-01 17:38:00,-0.015457748,-0.011200937915865548,-0.02291388737837779,0.018657077294243336
751,2021-10-01 18:08:00,-0.022584688,-0.010896709630075031,-0.00013660363893284582,-0.01155137473099212
752,2021-10-01 18:38:00,0.06295518,-0.01058130094162185,0.02923981521469016,0.044296665726931694
753,2021-10-01 19:08:00,0.133009971,-0.01025551633274526,-0.016008711241914723,0.15927419857466
754,2021-10-01 19:38:00,0.07088939,-0.00992031155869549,0.05747235958280335,0.02333734197589214
755,2021-10-01 20:08:00,-0.090371027,-0.009576183971598713,-0.07954755121460327,-0.0012472918137980196
756,2021-10-01 20:38:00,0.049864573,-0.00922500606367133,0.06138081332860113,-0.0022912342649298
757,2021-10-01 21:08:00,0.043327881,-0.008869723036499716,0.009332132466673002,0.042865471569826716
758,2021-10-01 21:38:00,0.173308752,-0.008512032650291339,-0.025973269597451384,0.20779405424774275
759,2021-10-01 22:08:00,0.069276393,-0.008153407784395023,0.04375632480166963,0.033673475982725395
760,2021-10-01 22:38:00,-0.074000086,-0.007794501256895661,-0.053301638776932,-0.012903945966172344
761,2021-10-01 23:08:00,-0.104200236,-0.0074368380845669995,-0.0504738286300746,-0.0462895692853584
762,2021-10-01 23:38:00,-0.0328215,-0.007082100926851951,-0.019040714512516495,-0.0066986845606315576
763,2021-10-02 00:08:00,-0.035957782,-0.006732300975918904,-0.026910206796782826,-0.0023152742272982705
764,2021-10-02 00:38:00,-0.107576559,-0.006389962838405048,0.023248799355497795,-0.12443539551709275
765,2021-10-02 01:08:00,-0.047366481,-0.006056215827626433,-0.01722511620176224,-0.024085148970611328
766,2021-10-02 01:38:00,0.06588839,-0.005731329909895096,0.050754482848723304,0.0208652370611718
767,2021-10-02 02:08:00,0.219705237,-0.005415921659265657,0.05700566995957234,0.1681154886996933
768,2021-10-02 02:38:00,0.214071703,-0.005110997672738346,-0.04148823530085097,0.26067093597358937
769,2021-10-02 03:08:00,0.011708854,-0.004818704894467053,-0.007630775088550809,0.024158333983017862
770,2021-10-02 03:38:00,-0.023839881,-0.004541415286659513,-0.020496020749572515,0.0011975550362320281
771,2021-10-02 04:08:00,-0.044842067,-0.004280294833902745,-0.026865473806688824,-0.01369629835940843
772,2021-10-02 04:38:00,0.131111403,-0.004036639790826485,0.002182040438960039,0.13296600235186645
773,2021-10-02 05:08:00,0.029973937,-0.0038117714565914563,0.04933711418710455,-0.015551405730513094
774,2021-10-02 05:38:00,0.044865294,-0.0036072817800381594,0.038353930004132425,0.010118645775905735
775,2021-10-02 06:08:00,0.07560851,-0.0034241104486440804,0.04688348913188061,0.032149131316763474
776,2021-10-02 06:38:00,0.198899715,-0.0032618240845398005,-0.0022405497888491263,0.20440208887338893
777,2021-10-02 07:08:00,-0.136702285,-0.0031186779159047776,-0.05679631132220718,-0.07678729576188804
778,2021-10-02 07:38:00,0.041903863,-0.0029926644633413483,-0.011943755999930512,0.056840283463271864
779,2021-10-02 08:08:00,0.177593191,-0.002880622474341476,0.03075640436419135,0.14971740911015013
780,2021-10-02 08:38:00,0.210442893,-0.002778761678279018,0.016930656329852797,0.1962909983484262
781,2021-10-02 09:08:00,-0.072381938,-0.0026840076078323014,-0.03970061517881168,-0.029997315213356024
782,2021-10-02 09:38:00,0.052877471,-0.0025943494525224025,0.016121186890998892,0.03935063356152352
783,2021-10-02 10:08:00,-0.085435375,-0.0025082997361792164,-0.001727531378677012,-0.08119954388514376
784,2021-10-02 10:38:00,-0.226043555,-0.00242511450477907,0.008520626082225868,-0.23213906657744682
785,2021-10-02 11:08:00,0.129833483,-0.0023437462282659394,0.008062661916755568,0.12411456731151037
786,2021-10-02 11:38:00,0.064007828,-0.0022627411472672704,0.04061212631871782,0.02565844282854945
787,2021-10-02 12:08:00,-0.071425171,-0.0021791757015645727,-0.020436593259946727,-0.04880940203848869
788,2021-10-02 12:38:00,0.125872671,-0.0020902683707295683,-0.017119416768264617,0.14508235613899417
789,2021-10-02 13:08:00,-0.03017715,-0.001992314964284967,-0.012941328582409919,-0.015243506453305113
790,2021-10-02 13:38:00,0.040922638,-0.0018820343393872174,-0.018386682008868477,0.06119135434825569
791,2021-10-02 14:08:00,-0.012122769,-0.0017557318479073287,0.0027860342077760487,-0.013153071359868719
792,2021-10-02 14:38:00,0.057842477,-0.0016113445124559397,0.004688941543200435,0.05476487996925551
793,2021-10-02 15:08:00,-0.086717782,-0.0014492166564586118,-0.04159824626738132,-0.043670319076160063
794,2021-10-02 15:38:00,0.010201675,-0.0012703111981666876,0.00383215765109337,0.0076398285470733185
795,2021-10-02 16:08:00,0.030014152,-0.0010761239965517396,0.007943458198289307,0.023146817798262432
796,2021-10-02 16:38:00,-0.023144378,-0.0008686498478252113,-0.01428217175282195,-0.007993556399352838
797,2021-10-02 17:08:00,0.098147897,-0.0006497825944043182,0.0033096143011587973,0.09548806529324552
798,2021-10-02 17:38:00,-0.066280234,-0.00042143120570764975,-0.024615393858527165,-0.041243408935765176
799,2021-10-02 18:08:00,0.047043808,-0.000186141054752444,0.010461954246276052,0.036767994808476395
800,2021-10-02 18:38:00,0.054405081,5.4282599778935806e-05,0.05223308565053282,0.0021177127496882445
801,2021-10-02 19:08:00,-0.040779396,0.00029775044416851805,-0.008547939112715638,-0.03252920733145288
802,2021-10-02 19:38:00,0.072403734,0.0005426665556851818,0.04512191399016979,0.026739153454145022
803,2021-10-02 20:08:00,-0.116015918,0.0007874008032449432,-0.07009669170069675,-0.046706627102548186
804,2021-10-02 20:38:00,0.12505864,0.001030677035517781,0.08904199497343096,0.034985967991051255
805,2021-10-02 21:08:00,-0.008533762,0.001273065041129582,0.005072751333735211,-0.014879578374864793
806,2021-10-02 21:38:00,0.098247588,0.0015156158273132176,-0.03312874870714629,0.12986072087983308
807,2021-10-02 22:08:00,0.033186405,0.0017610799657710994,0.03045081312622251,0.0009745119080063944
808,2021-10-02 22:38:00,-0.065872096,0.0020121722761913736,-0.0479232010981128,-0.01996106717807858
809,2021-10-02 23:08:00,-0.024881944,0.0022702772850390403,-0.04129505499102117,0.014142833705982133
810,2021-10-02 23:38:00,-0.01739881,0.002536004486968867,-0.017955482324564637,-0.00197933216240423
811,2021-10-03 00:08:00,-0.056064483,0.0028091842810829414,-0.016185342693457592,-0.04268832458762535
812,2021-10-03 00:38:00,0.010596152,0.003089465269709278,0.015174152339356428,-0.007667465609065707
813,2021-10-03 01:08:00,-0.061921046,0.0033762760310153484,-0.024198203604809492,-0.04109911842620586
814,2021-10-03 01:38:00,0.007189548,0.0036697155416029487,0.03504575172621822,-0.03152591926782117
815,2021-10-03 02:08:00,0.074593371,0.003970174363445875,0.038658175255752825,0.0319650213808013
816,2021-10-03 02:38:00,0.072890069,0.004278009028954102,-0.03810160116406163,0.10671366113510754
817,2021-10-03 03:08:00,-0.00639668,0.004594015153195216,-0.006683744431279482,-0.004306950721915734
818,2021-10-03 03:38:00,-0.042970271,0.004918210011827781,-0.01807293337847996,-0.02981554763334782
819,2021-10-03 04:08:00,-0.01420021,0.005249211234827045,-0.01398655547908233,-0.005462865755744714
820,2021-10-03 04:38:00,0.021812658,0.005584788151928565,0.007961461783479638,0.008266408064591797
821,2021-10-03 05:08:00,0.103477497,0.005922202573237077,0.05986734826344199,0.03768794616332093
822,2021-10-03 05:38:00,0.048624103,0.006258775042929972,0.033619361438575725,0.008745966518494304
823,2021-10-03 06:08:00,0.043871447,0.00659268410082559,0.06001106932692017,-0.02273230642774576
824,2021-10-03 06:38:00,-0.00588882,0.006921866307498912,-0.010930905322124509,-0.0018797809853744038
825,2021-10-03 07:08:00,-0.069303403,0.007243531330116993,-0.062259507089542296,-0.014287427240574697
826,2021-10-03 07:38:00,-0.019244834,0.007555698593034402,-0.015625200741256274,-0.011175331851778127
827,2021-10-03 08:08:00,0.01185464,0.007857321967912497,0.003844696616207157,0.00015262141588034614
828,2021-10-03 08:38:00,0.059053842,0.008147667508002804,0.016294884152178342,0.034611290339818856
829,2021-10-03 09:08:00,0.026100205,0.008426662550939056,-0.015531903199375384,0.03320544564843633
830,2021-10-03 09:38:00,0.011621989,0.008694979281186625,-0.0022591972404806373,0.005186206959294011
831,2021-10-03 10:08:00,0.076452227,0.008952265582125234,0.008389065532788603,0.059110895885086154
832,2021-10-03 10:38:00,0.082714016,0.009197286560671387,0.020994019456330733,0.05252270998299788
833,2021-10-03 11:08:00,0.036823773,0.009428431979475226,0.020131538439759372,0.007263802580765399
834,2021-10-03 11:38:00,0.056978633,0.00964442096063694,0.033479797597170256,0.013854414442192804
835,2021-10-03 12:08:00,-0.021062348,0.009843096554358007,-0.018495447974117674,-0.012409996580240334
836,2021-10-03 12:38:00,-0.006327661,0.01002154516691375,-0.01934785278987573,0.0029986466229619795
837,2021-10-03 13:08:00,-0.050291167,0.010176392579315553,-0.022235306926160162,-0.038232252653155385
838,2021-10-03 13:38:00,-0.027490368,0.010305126593786029,-0.0007202181483552318,-0.037075276445430794
839,2021-10-03 14:08:00,-0.020706323,0.010406278508554015,-0.013678417139002006,-0.017434184369552005
840,2021-10-03 14:38:00,0.015861005,0.010480083531058736,0.009536665006675427,-0.004155743537734163
841,2021-10-03 15:08:00,0.030311225,0.010526583705958346,-0.033487511625547035,0.05327215291958869
842,2021-10-03 15:38:00,-0.014816472,0.01054632133280297,-0.015012660796088128,-0.010350132536714842
