Event_No,Datetime,Y Acc Filtered_Mean_observed,Y Acc Filtered_Mean_trend,Y Acc Filtered_Mean_seasonal,Y Acc Filtered_Mean_resid
742,2021-10-01 13:38:00,-0.001498573,-0.008914839693707786,0.011742002642468575,-0.004325735948760788
743,2021-10-01 14:08:00,-0.084393501,-0.008933086103326406,-0.030133501947207295,-0.045326912949466294
744,2021-10-01 14:38:00,0.060401327,-0.0089122413461175,-0.02551695866128534,0.09483052700740284
745,2021-10-01 15:08:00,-0.006008736,-0.008855366618042062,0.005519342257145637,-0.002672711639103575
746,2021-10-01 15:38:00,0.038156414,-0.008766258212777961,-1.7274450780250866e-05,0.04693994666355821
747,2021-10-01 16:08:00,-0.020691273,-0.008651030023344568,-0.017604476023197695,0.005564233046542263
748,2021-10-01 16:38:00,0.159700188,-0.008516684342339641,-0.005363571929745345,0.173580444272085
749,2021-10-01 17:08:00,-0.068124386,-0.008369174613020896,-0.0027356157165023313,-0.05701959567047677
750,2021-10-01 17:38:00,-0.029322301,-0.008215630426083444,-0.0003120728086780147,-0.02079459776523854
751,2021-10-01 18:08:00,-0.098487872,-0.00806246094651356,0.010738217617450214,-0.10116362867093666
752,2021-10-01 18:38:00,-0.037659257,-0.007914974626159916,0.01044396375291111,-0.0401882461267512
753,2021-10-01 19:08:00,-0.069801836,-0.007777016806060276,-0.038239747643226976,-0.023785071550712755
754,2021-10-01 19:38:00,-0.181136228,-0.007651472447149998,-0.00545762843443028,-0.16802712711841972
755,2021-10-01 20:08:00,0.052675945,-0.0075396662942419064,0.020068708510346953,0.04014690278389496
756,2021-10-01 20:38:00,0.138607928,-0.00744133024269851,-0.03392461070543983,0.17997386894813833
757,2021-10-01 21:08:00,0.008742275,-0.007353487851587785,0.03713827214882123,-0.021042509297233447
758,2021-10-01 21:38:00,-0.074872451,-0.007271488117282371,0.04452565011608296,-0.1121266129988006
759,2021-10-01 22:08:00,-0.142218043,-0.007190620097194101,-0.010096947367991993,-0.1249304755348139
760,2021-10-01 22:38:00,0.063020505,-0.00710678958114364,0.061073048380323174,0.00905424620082047
761,2021-10-01 23:08:00,-0.050873625,-0.007013999343733768,-0.002828021610461543,-0.041031604045804686
762,2021-10-01 23:38:00,-0.025533541,-0.006905901124853111,-0.023304500025532974,0.004676860150386085
763,2021-10-02 00:08:00,-0.151879288,-0.006777691044467304,-0.07931863140373593,-0.06578296555179676
764,2021-10-02 00:38:00,0.036625583,-0.006626066407009227,-0.0212489575520434,0.06450060695905263
765,2021-10-02 01:08:00,-0.027790186,-0.006447824151452628,0.008216846213708101,-0.029559208062255475
766,2021-10-02 01:38:00,-0.091831485,-0.006239848008627413,-0.033009389569404385,-0.05258224742196821
767,2021-10-02 02:08:00,-0.186644158,-0.005999863203447941,-0.019813671165150048,-0.16083062363140202
768,2021-10-02 02:38:00,-0.209673045,-0.005728056314175944,0.01222942056046401,-0.21617440924628806
769,2021-10-02 03:08:00,0.065565694,-0.005424995242008917,0.035272120435048335,0.035718568806960574
770,2021-10-02 03:38:00,0.161012292,-0.005091385349785877,0.10353836241454792,0.06256531493523795
771,2021-10-02 04:08:00,0.181025265,-0.004727940370294678,-0.03324862218287081,0.21900182755316547
772,2021-10-02 04:38:00,-0.004199851,-0.004335600342139924,-0.022878513883225947,0.023014263225365872
773,2021-10-02 05:08:00,0.127772394,-0.003915792624523315,-0.03559316983746552,0.16728135646198886
774,2021-10-02 05:38:00,0.06849599,-0.003470080472885153,0.025624358425450848,0.046341712047434314
775,2021-10-02 06:08:00,-0.147415341,-0.0030021394769767,-0.055687795114641635,-0.08872540640838167
776,2021-10-02 06:38:00,-0.273452514,-0.0025170822070930752,-0.006057303360460469,-0.26487812843244646
777,2021-10-02 07:08:00,0.083285573,-0.002020812927007299,0.0242112171630913,0.061095168763916005
778,2021-10-02 07:38:00,0.170160136,-0.0015179611094086746,0.024475167188501196,0.14720292992090744
779,2021-10-02 08:08:00,0.089197407,-0.0010118080177690498,0.060822069446077084,0.02938714557169197
780,2021-10-02 08:38:00,-0.035331055,-0.0005057523280554949,-0.010972598986423701,-0.023852703685520806
781,2021-10-02 09:08:00,0.015103534,-2.817573168239862e-06,9.21053541604963e-05,0.015014246219007743
782,2021-10-02 09:38:00,-0.044517582,0.0004944237097308706,-0.017799277683055368,-0.027212728026675504
783,2021-10-02 10:08:00,-0.032822823,0.0009845355675441624,-0.030331559456326332,-0.0034757991112178317
784,2021-10-02 10:38:00,0.094997814,0.0014662104432434152,0.07086276070837744,0.022668842848379146
785,2021-10-02 11:08:00,0.075450381,0.0019360234395510078,-0.0020314241729109356,0.07554578173335993
786,2021-10-02 11:38:00,-0.128590369,0.0023893817649881335,-0.08170220060674187,-0.049277550158246274
787,2021-10-02 12:08:00,0.037570041,0.002820568709270799,0.023313091906066948,0.011436380384662251
