Event_No,Datetime,Hs (m)_observed,Hs (m)_trend,Hs (m)_seasonal,Hs (m)_resid
809,2021-10-02 23:08:00,0.985022839,0.9817088906115508,-0.007373091773467818,0.010687040161917016
810,2021-10-02 23:38:00,0.87127129,0.9662155623164259,-0.0781754606531469,-0.016768811663278926
811,2021-10-03 00:08:00,0.954209273,0.9508820952771664,0.02142592693262594,-0.018098749209792264
812,2021-10-03 00:38:00,0.817282826,0.9357455291381819,-0.09711644571269584,-0.021346257425486015
813,2021-10-03 01:08:00,0.906614351,0.9208121760997107,0.05279369105509025,-0.06699151615480092
814,2021-10-03 01:38:00,0.723009761,0.9060809996064957,-0.1505533196914301,-0.03251791891506561
815,2021-10-03 02:08:00,0.846403446,0.8915511273128051,-0.019849518469021728,-0.02529816284378339
816,2021-10-03 02:38:00,0.770421157,0.8772218452423588,-0.08043584599483161,-0.02636484224752711
817,2021-10-03 03:08:00,0.820835691,0.863092431292347,-0.016143484998596056,-0.02611325529375097
818,2021-10-03 03:38:00,0.726862532,0.8491627782977618,-0.031991623015553916,-0.0903086232822079
819,2021-10-03 04:08:00,0.781769513,0.8354334463641492,-0.021152515378055646,-0.03251141798609358
820,2021-10-03 04:38:00,0.722372831,0.8219057718653323,-0.03090587028828407,-0.0686270705770482
821,2021-10-03 05:08:00,0.751989821,0.8085815822916481,0.005960408002681822,-0.06255216929432994
822,2021-10-03 05:38:00,0.687282892,0.7954632602125377,-0.0431806694716648,-0.06499969874087286
823,2021-10-03 06:08:00,0.725989835,0.7825537328030442,-0.0046509183869688255,-0.05191297941607531
824,2021-10-03 06:38:00,0.712145743,0.7698565256095095,0.009279215102808207,-0.06698999771231762
825,2021-10-03 07:08:00,0.723817031,0.7573755093890269,-0.0011762705544294191,-0.03238220783459744
826,2021-10-03 07:38:00,0.719080735,0.7451147416361369,0.04147758592174598,-0.06751159255788286
827,2021-10-03 08:08:00,0.713548947,0.7330783232385855,0.00473268679789351,-0.02426206303647893
828,2021-10-03 08:38:00,0.728082852,0.7212700088944641,0.06605727811772807,-0.05924443501219223
829,2021-10-03 09:08:00,0.713793011,0.7096931440478575,0.021446628071694823,-0.017346761119552356
830,2021-10-03 09:38:00,0.681230218,0.6983499059419627,0.04933458246939652,-0.0664542704113591
831,2021-10-03 10:08:00,0.705564488,0.6872421401805666,0.038546797870893566,-0.02022445005146012
832,2021-10-03 10:38:00,0.697383231,0.676371283641087,0.10170169415491295,-0.08068974679599994
833,2021-10-03 11:08:00,0.707584556,0.6657393333070782,0.05764531894521242,-0.01580009625229062
834,2021-10-03 11:38:00,0.663881131,0.655348174050357,0.04786543670006462,-0.039332479750421534
835,2021-10-03 12:08:00,0.697931633,0.6451994177799398,0.06571430315720933,-0.012982087937149167
836,2021-10-03 12:38:00,0.57646269,0.6352924816811625,-0.034259989810058816,-0.02456980187110358
837,2021-10-03 13:08:00,0.669408025,0.6256256116006694,0.05964192420244817,-0.01585951080311765
838,2021-10-03 13:38:00,0.581233717,0.6161964199450646,0.027122629570401523,-0.06208533251546611
839,2021-10-03 14:08:00,0.640038198,0.6070008503899575,0.05285931368602728,-0.019821966075984854
840,2021-10-03 14:38:00,0.529587238,0.5980354400202385,0.024698300119144628,-0.09314650213938314
841,2021-10-03 15:08:00,0.609709602,0.589295756328881,0.09123407772188107,-0.07082023205076204
842,2021-10-03 15:38:00,0.52197861,0.5807760857299018,-0.012605870242896142,-0.04619160548700563
843,2021-10-03 16:08:00,0.574628677,0.5724694362282031,0.07122426525627534,-0.06906502448447849
844,2021-10-03 16:38:00,0.507718486,0.564367896758255,-0.038933683814254834,-0.017715726944000143
845,2021-10-03 17:08:00,0.543396148,0.5564630911469627,0.04285392230831025,-0.05592086545527286
846,2021-10-03 17:38:00,0.466179607,0.5487476553488084,-0.03273803389438863,-0.04983001445441981
847,2021-10-03 18:08:00,0.521339532,0.541214888991444,0.002997181365388714,-0.022872538356832672
848,2021-10-03 18:38:00,0.476745524,0.5338600545473303,-0.023966889233769762,-0.03314764131356063
849,2021-10-03 19:08:00,0.500441893,0.5266796273413565,-0.023012289339727234,-0.0032254450016293568
850,2021-10-03 19:38:00,0.468518493,0.5196743979433783,0.011410614976134843,-0.06256651991951317
