Model,RMSE,MAE,MAPE_%,R2,Accuracy_%,CV_R2_Mean,CV_R2_Std
Random Forest (Tuned),0.010479039248555531,0.007320474586157938,3.4353529383094497,0.2573818512885899,96.56464706169054,0.1435389905580723,0.5210227970071167
Random Forest (baseline),0.010594273264474194,0.007278938679245253,3.4127110182729714,0.24095947005403406,96.58728898172703,0.11024287156242818,0.5946770549409774
XGBoost (Tuned),0.011038279864002593,0.008605341804477404,4.072932075157546,0.1760033869112937,95.92706792484245,0.2068763599603931,0.3554865866256336
XGBoost (baseline),0.011218688499763242,0.008223820252238579,3.947351717481209,0.1488486277331077,96.05264828251879,0.1279462962706615,0.3657275145091703
Ridge (Tuned),0.011433183091067752,0.009480541596449099,4.458111438767223,0.11599048126264588,95.54188856123278,-0.8937810232447632,1.1760847655318634
SVR (Tuned),0.012468261593735161,0.011028301886792448,5.2284461149339485,-0.05131881234362323,94.77155388506606,-1.8254992910833685,2.068694929508674
Ridge (baseline),0.012584075749169693,0.0100098152978093,4.680993767595957,-0.07094032659888683,95.31900623240405,-0.9666287910602183,1.2383263058588572
SVR (baseline),0.013612924839182151,0.010530085840245902,5.0006760094410785,-0.25321480844901223,94.99932399055892,-0.590146439433271,1.0805772225390602
