Model,RMSE,MAE,MAPE_%,R2,Accuracy_%,CV_R2_Mean,CV_R2_Std,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features
Random Forest (Tuned),0.010479039248555531,0.007320474586157938,3.4353529383094497,0.2573818512885899,96.56464706169054,0.1435389905580723,0.5210227970071167,712,12,4,2,0.8006802549611031
