Model,RMSE,MAE,MAPE_%,R2,Accuracy_%,CV_R2_Mean,CV_R2_Std,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features
Random Forest (Tuned),0.013026524785063916,0.00955664872201805,4.726995762009642,0.3165172484269988,95.27300423799035,0.12309361910864416,0.4514832597871729,112,14,13,15,0.9595889483921862
