Model,RMSE,MAE,MAPE_%,R2,Accuracy_%,CV_R2_Mean,CV_R2_Std,Fit_Time_Sec,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features
Random Forest (Tuned),0.012752057832396364,0.0095836038048322,4.722600321570164,0.3450155851946519,95.27739967842984,0.12239224005111049,0.4181580084090382,117.33228492736816,489,9,5,4,0.7595306751246166
