Feature,Composite_Score,Avg_Spearman_norm,Avg_PermImportance_norm
Y_Acc_Raw_PeakFreq1,0.18574985140536593,0.05098197068630573,0.3617954768811741
X_Acc_Raw_PeakFreq1,0.11404708850625433,0.052569055001571954,0.3580106255066336
X_Acc_Raw_SpectralBandwidth,0.003940436623732476,0.006913140863101203,0.022199693445934757
Tz (s),0.008363970436457787,0.0071495440761841205,0.039156950654565106
Wave_Raw_Skew,-0.0012086049466341012,0.004284106783813272,0.003887026658533051
Y_Acc_Raw_Kurtosis,0.002648467523852213,0.027380294836479226,0.02832003523188744
X_Acc_Filtered_PeakFreq1_Diff1,0.0009971880496169308,0.00521625158913844,0.013708861449670288
X_Acc_Raw_PeakFreq3,0.0016610639306304156,0.029754199878038533,0.0019698923893076486
Y_Acc_Filtered_PeakFreq1_RollStd3,4.453600050224752e-05,0.0009008570767249228,0.00786701047688988
SpectralCentroid_to_Peak_Ratio,0.0011762088094806993,0.0435055993521601,0.015810859366944346
