Model,RMSE,MAE,MAPE_%,R2,Accuracy_%,CV_R2_Mean,CV_R2_Std,Fit_Time_Sec
Random Forest (Tuned),0.010101482471376067,0.006918137476475138,3.2450128948549213,0.3099304664093604,96.75498710514508,0.1837320905484222,0.42113842884447383,151.11182022094727
Random Forest (baseline),0.010190822389138956,0.006906367924528342,3.240173665885787,0.29767021004760263,96.75982633411421,0.21072537004559128,0.36236635055372357,4.074880361557007
Ridge (baseline),0.010996773625043562,0.009097953098729794,4.358861112586007,0.18218853519359346,95.64113888741399,-0.9356725364562453,1.1610056439949537,0.07075834274291992
XGBoost (Tuned),0.01176789204310871,0.009066676779738011,4.2925791059617415,0.06347370450062562,95.70742089403824,0.23127297773181038,0.32784661735277243,21.008876085281372
Ridge (Tuned),0.011851431885693086,0.009877964313270864,4.636673542788766,0.05012977497438742,95.36332645721123,-0.9517593298153859,1.227139181061128,2.0254650115966797
XGBoost (baseline),0.01237557443517661,0.009355210336874116,4.449025670269759,-0.03574622241821879,95.55097432973024,0.1151757280976857,0.401770440083672,2.002406597137451
SVR (Tuned),0.012869692264905004,0.00967374379642319,4.613167337369306,-0.12010555071202234,95.3868326626307,-0.25496896396749646,0.680837810526764,4.656417608261108
SVR (baseline),0.01771890699075171,0.013566761343904386,6.480832480054769,-1.123227260978453,93.51916751994523,-1.20148340915796,1.2223196128818485,0.18852019309997559
