Model,RMSE,MAE,MAPE_%,R2,Accuracy_%,CV_R2_Mean,CV_R2_Std,Fit_Time_Sec,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features
Random Forest (Tuned),0.010101482471376067,0.006918137476475138,3.2450128948549213,0.3099304664093604,96.75498710514508,0.1837320905484222,0.42113842884447383,151.11182022094727,162,29,2,2,0.9341612962338256
