TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,2021-09-30 21:39:08,


Scan Number,Date,Time,X_Accel,Y_Accel,Z_Accel,Wave_Radar
,,,mm/s^2,mm/s^2,mm/s^2,Meters
12685960,30/9/2021,9:38:36 PM,-5.8018513E+1,4.1180759E+1,3.8346462E+3,2.2922333E+1
12685961,30/9/2021,9:38:36 PM,-4.9426136E+1,2.4918121E+1,3.8275039E+3,2.2988613E+1
12685962,30/9/2021,9:38:36 PM,-4.2217052E+1,1.4589868E+1,3.8310750E+3,2.2988613E+1
12685963,30/9/2021,9:38:36 PM,-3.9583473E+1,7.4531446E+0,3.8275039E+3,2.3076992E+1
12685964,30/9/2021,9:38:36 PM,-3.5832619E+1,2.4550159E+0,3.8364319E+3,2.3143272E+1
12685965,30/9/2021,9:38:36 PM,-3.1257111E+1,-4.6802244E+0,3.8346462E+3,2.3121178E+1
12685966,30/9/2021,9:38:37 PM,-2.4101227E+1,-1.5403520E+1,3.8328606E+3,2.3099083E+1
12685967,30/9/2021,9:38:37 PM,-1.6935883E+1,-2.6799749E+1,3.8292896E+3,2.3121178E+1
12685968,30/9/2021,9:38:37 PM,-1.2383509E+1,-3.5159554E+1,3.8292896E+3,2.3076992E+1
12685969,30/9/2021,9:38:37 PM,-6.3206944E+0,-4.1799007E+1,3.8382175E+3,2.3054897E+1
12685970,30/9/2021,9:38:37 PM,-3.2513149E+0,-5.2174839E+1,3.8292896E+3,2.3032803E+1
12685971,30/9/2021,9:38:37 PM,-3.5893533E-2,-6.3168919E+1,3.8337534E+3,2.2944427E+1
12685972,30/9/2021,9:38:37 PM,1.0356979E+0,-7.8947708E+1,3.8105405E+3,2.2922333E+1
12685973,30/9/2021,9:38:37 PM,5.4233766E+0,-8.9834267E+1,3.8203613E+3,2.2878147E+1
12685974,30/9/2021,9:38:37 PM,9.8047075E+0,-9.4108246E+1,3.8239324E+3,2.2833958E+1
12685975,30/9/2021,9:38:37 PM,1.4935996E+1,-9.9806892E+1,3.8132185E+3,2.2833958E+1
12685976,30/9/2021,9:38:38 PM,1.7162186E+1,-1.0104339E+2,3.8203613E+3,2.2811863E+1
12685977,30/9/2021,9:38:38 PM,1.9775196E+1,-1.0214548E+2,3.8167900E+3,2.2789772E+1
12685978,30/9/2021,9:38:38 PM,2.8171301E+1,-1.0440344E+2,3.8132185E+3,2.2811863E+1
12685979,30/9/2021,9:38:38 PM,3.4475929E+1,-9.7952148E+1,3.8248252E+3,2.2833958E+1
12685980,30/9/2021,9:38:38 PM,3.5593201E+1,-8.9269775E+1,3.8257180E+3,2.2811863E+1
12685981,30/9/2021,9:38:38 PM,3.9610073E+1,-8.2926003E+1,3.8257180E+3,2.2789772E+1
