TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,2021-10-05 05:39:08,


Scan Number,Date,Time,X_Accel,Y_Accel,Z_Accel,Wave_Radar
,,,mm/s^2,mm/s^2,mm/s^2,Meters
16429960,5/10/2021,5:38:36 AM,-1.0902416E+1,6.3763809E+1,3.8470879E+3,2.1972313E+1
16429961,5/10/2021,5:38:36 AM,-1.1328724E+1,6.7984261E+1,3.8470879E+3,2.1883938E+1
16429962,5/10/2021,5:38:36 AM,-1.5178649E+1,6.8495018E+1,3.8435166E+3,2.1906029E+1
16429963,5/10/2021,5:38:36 AM,-1.8952259E+1,6.3521870E+1,3.8399456E+3,2.1883938E+1
16429964,5/10/2021,5:38:36 AM,-1.9710138E+1,5.5376659E+1,3.8354817E+3,2.1861843E+1
16429965,5/10/2021,5:38:36 AM,-1.8891733E+1,4.8978775E+1,3.8399456E+3,2.1795563E+1
16429966,5/10/2021,5:38:37 AM,-1.8889101E+1,4.1236794E+1,3.8399456E+3,2.1773468E+1
16429967,5/10/2021,5:38:37 AM,-2.2213724E+1,3.0027052E+1,3.8292319E+3,2.1751373E+1
16429968,5/10/2021,5:38:37 AM,-2.4182367E+1,1.6701723E+1,3.8292319E+3,2.1662998E+1
16429969,5/10/2021,5:38:37 AM,-2.3942938E+1,5.4617634E+0,3.8256606E+3,2.1662998E+1
16429970,5/10/2021,5:38:37 AM,-2.2905411E+1,-2.4349053E+0,3.8328030E+3,2.1618809E+1
16429971,5/10/2021,5:38:37 AM,-2.5060274E+1,-9.3307343E+0,3.8310173E+3,2.1552528E+1
16429972,5/10/2021,5:38:37 AM,-2.9875463E+1,-2.0174490E+1,3.8256606E+3,2.1530434E+1
16429973,5/10/2021,5:38:37 AM,-3.5621769E+1,-3.0457163E+1,3.8211968E+3,2.1530434E+1
16429974,5/10/2021,5:38:37 AM,-3.8681145E+1,-3.8817429E+1,3.8203040E+3,2.1508343E+1
16429975,5/10/2021,5:38:37 AM,-4.0809406E+1,-4.4758320E+1,3.8238750E+3,2.1530434E+1
16429976,5/10/2021,5:38:38 AM,-4.3203701E+1,-5.1693848E+1,3.8238750E+3,2.1530434E+1
16429977,5/10/2021,5:38:38 AM,-4.5757614E+1,-6.1882072E+1,3.8185181E+3,2.1530434E+1
16429978,5/10/2021,5:38:38 AM,-4.6529106E+1,-7.3817627E+1,3.8131614E+3,2.1552528E+1
16429979,5/10/2021,5:38:38 AM,-4.4853104E+1,-8.4919838E+1,3.8095901E+3,2.1530434E+1
16429980,5/10/2021,5:38:38 AM,-4.2086361E+1,-9.2796234E+1,3.8095901E+3,2.1552528E+1
16429981,5/10/2021,5:38:38 AM,-3.7909653E+1,-9.7124207E+1,3.8140542E+3,2.1574623E+1
16429982,5/10/2021,5:38:38 AM,-3.1604677E+1,-1.0357586E+2,3.8078047E+3,2.1596718E+1
16429983,5/10/2021,5:38:38 AM,-2.4608019E+1,-1.0811890E+2,3.8078047E+3,2.1707188E+1
16429984,5/10/2021,5:38:38 AM,-1.8536476E+1,-1.0787696E+2,3.8051262E+3,2.1773468E+1
16429985,5/10/2021,5:38:38 AM,-1.2470807E+1,-1.0368339E+2,3.8113757E+3,2.1817654E+1
16429986,5/10/2021,5:38:39 AM,-5.1632376E+0,-9.6290878E+1,3.8131614E+3,2.1883938E+1
16429987,5/10/2021,5:38:39 AM,5.3149486E-1,-8.8011253E+1,3.8140542E+3,2.1928123E+1
16429988,5/10/2021,5:38:39 AM,5.4104195E+0,-7.7957436E+1,3.8185181E+3,2.2060688E+1
16429989,5/10/2021,5:38:39 AM,1.1197147E+1,-6.9032654E+1,3.8167324E+3,2.2104874E+1
16429990,5/10/2021,5:38:39 AM,1.6441782E+1,-5.6451935E+1,3.8229822E+3,2.2126968E+1
16429991,5/10/2021,5:38:39 AM,1.7549654E+1,-4.0080875E+1,3.8256606E+3,2.2171154E+1
16429992,5/10/2021,5:38:39 AM,1.7094400E+1,-2.1451736E+1,3.8292319E+3,2.2193249E+1
16429993,5/10/2021,5:38:39 AM,1.5512853E+1,-6.2772679E-1,3.8345889E+3,2.2215343E+1
16429994,5/10/2021,5:38:39 AM,1.1583982E+1,1.9451218E+1,3.8381599E+3,2.2215343E+1
16429995,5/10/2021,5:38:39 AM,9.5313911E+0,3.6908813E+1,3.8399456E+3,2.2237438E+1
16429996,5/10/2021,5:38:40 AM,7.2972250E+0,5.3252995E+1,3.8453022E+3,2.2259533E+1
16429997,5/10/2021,5:38:40 AM,4.9706864E+0,6.7742325E+1,3.8470879E+3,2.2259533E+1
16429998,5/10/2021,5:38:40 AM,2.6172767E+0,7.8280022E+1,3.8479807E+3,2.2281624E+1
16429999,5/10/2021,5:38:40 AM,6.0881758E-1,8.4892960E+1,3.8470879E+3,2.2303719E+1
16430000,5/10/2021,5:38:40 AM,-1.2519422E+0,9.0887619E+1,3.8497666E+3,2.2237438E+1
16430001,5/10/2021,5:38:40 AM,-1.9825691E+0,9.3011284E+1,3.8515518E+3,2.2126968E+1
16430002,5/10/2021,5:38:40 AM,-2.8811438E+0,8.8548897E+1,3.8497666E+3,2.2104874E+1
16430003,5/10/2021,5:38:40 AM,-4.3177538E+0,7.9247765E+1,3.8417312E+3,2.1972313E+1
16430004,5/10/2021,5:38:40 AM,-7.7708993E+0,7.0564919E+1,3.8399456E+3,2.1928123E+1
16430005,5/10/2021,5:38:40 AM,-9.9971714E+0,6.2258423E+1,3.8390527E+3,2.1839748E+1
16430006,5/10/2021,5:38:41 AM,-1.0915575E+1,5.1209972E+1,3.8408384E+3,2.1685093E+1
16430007,5/10/2021,5:38:41 AM,-1.2052394E+1,3.9435711E+1,3.8381599E+3,2.1662998E+1
16430008,5/10/2021,5:38:41 AM,-1.7141768E+1,2.7957150E+1,3.8381599E+3,2.1530434E+1
16430009,5/10/2021,5:38:41 AM,-2.5033670E+1,1.4244727E+1,3.8274463E+3,2.1464153E+1
16430010,5/10/2021,5:38:41 AM,-3.4265003E+1,1.7847433E+0,3.8274463E+3,2.1486248E+1
16430011,5/10/2021,5:38:41 AM,-4.0889217E+1,-1.1553731E+1,3.8283391E+3,2.1442059E+1
16430012,5/10/2021,5:38:41 AM,-4.6715332E+1,-2.6156065E+1,3.8238750E+3,2.1442059E+1
16430013,5/10/2021,5:38:41 AM,-5.4456879E+1,-4.0564747E+1,3.8238750E+3,2.1464153E+1
16430014,5/10/2021,5:38:41 AM,-6.2969929E+1,-5.6129353E+1,3.8158401E+3,2.1464153E+1
16430015,5/10/2021,5:38:41 AM,-6.8875854E+1,-7.3011169E+1,3.8131614E+3,2.1486248E+1
16430016,5/10/2021,5:38:42 AM,-7.5420250E+1,-8.8575775E+1,3.8069119E+3,2.1552528E+1
16430017,5/10/2021,5:38:42 AM,-7.9064903E+1,-1.0220489E+2,3.8042334E+3,2.1574623E+1
16430018,5/10/2021,5:38:42 AM,-8.0634491E+1,-1.1268882E+2,3.7970908E+3,2.1662998E+1
16430019,5/10/2021,5:38:42 AM,-7.5526665E+1,-1.1895229E+2,3.8042334E+3,2.1707188E+1
16430020,5/10/2021,5:38:42 AM,-6.7066826E+1,-1.2293081E+2,3.8078047E+3,2.1729279E+1
16430021,5/10/2021,5:38:42 AM,-5.9192265E+1,-1.2989322E+2,3.7926270E+3,2.1861843E+1
16430022,5/10/2021,5:38:42 AM,-4.6529106E+1,-1.3104913E+2,3.7988765E+3,2.1883938E+1
