TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,2021-09-28 20:09:10,


Scan Number,Date,Time,X_Accel,Y_Accel,Z_Accel,Wave_Radar
,,,mm/s^2,mm/s^2,mm/s^2,Meters
10903960,28/9/2021,8:08:36 PM,-2.1416922E+1,-2.7636238E+1,3.8262432E+3,2.2701408E+1
10903961,28/9/2021,8:08:36 PM,-2.1789391E+1,-2.6103878E+1,3.8244570E+3,2.2679314E+1
10903962,28/9/2021,8:08:36 PM,-2.0193098E+1,-2.6050110E+1,3.8244570E+3,2.2679314E+1
10903963,28/9/2021,8:08:36 PM,-1.7314362E+1,-2.5055422E+1,3.8253503E+3,2.2679314E+1
10903964,28/9/2021,8:08:36 PM,-1.5403702E+1,-2.4598402E+1,3.8262432E+3,2.2635124E+1
10903965,28/9/2021,8:08:36 PM,-1.2956163E+1,-2.4840353E+1,3.8253503E+3,2.2635124E+1
10903966,28/9/2021,8:08:37 PM,-1.1371843E+1,-2.5485558E+1,3.8244570E+3,2.2613033E+1
10903967,28/9/2021,8:08:37 PM,-1.0455990E+1,-2.4786587E+1,3.8253503E+3,2.2590939E+1
10903968,28/9/2021,8:08:37 PM,-1.1603437E+1,-2.3388643E+1,3.8253503E+3,2.2590939E+1
10903969,28/9/2021,8:08:37 PM,-1.3600945E+1,-2.2098236E+1,3.8262432E+3,2.2568844E+1
10903970,28/9/2021,8:08:37 PM,-1.4627333E+1,-2.0377691E+1,3.8262432E+3,2.2568844E+1
10903971,28/9/2021,8:08:37 PM,-1.7817028E+1,-1.8086060E+1,3.8262432E+3,2.2568844E+1
10903972,28/9/2021,8:08:37 PM,-2.0139889E+1,-1.5852228E+1,3.8280291E+3,2.2568844E+1
10903973,28/9/2021,8:08:37 PM,-2.3678337E+1,-1.3171631E+1,3.8280291E+3,2.2568844E+1
10903974,28/9/2021,8:08:37 PM,-2.7269993E+1,-1.2134494E+1,3.8262432E+3,2.2568844E+1
10903975,28/9/2021,8:08:37 PM,-2.9185543E+1,-1.1432432E+1,3.8280291E+3,2.2568844E+1
10903976,28/9/2021,8:08:38 PM,-3.1367146E+1,-1.1607948E+1,3.8253503E+3,2.2524658E+1
10903977,28/9/2021,8:08:38 PM,-3.4187260E+1,-1.2163747E+1,3.8253503E+3,2.2502563E+1
10903978,28/9/2021,8:08:38 PM,-3.5251453E+1,-1.3365762E+1,3.8262432E+3,2.2480469E+1
10903979,28/9/2021,8:08:38 PM,-3.6315651E+1,-1.5362913E+1,3.8244570E+3,2.2436283E+1
10903980,28/9/2021,8:08:38 PM,-3.7459660E+1,-1.6947870E+1,3.8244570E+3,2.2436283E+1
10903981,28/9/2021,8:08:38 PM,-3.6767933E+1,-1.9516777E+1,3.8235642E+3,2.2458374E+1
10903982,28/9/2021,8:08:38 PM,-3.6634907E+1,-2.1318615E+1,3.8226714E+3,2.2458374E+1
10903983,28/9/2021,8:08:38 PM,-3.6555092E+1,-2.1856285E+1,3.8235642E+3,2.2436283E+1
10903984,28/9/2021,8:08:38 PM,-3.5810158E+1,-2.1856285E+1,3.8244570E+3,2.2392094E+1
10903985,28/9/2021,8:08:38 PM,-3.5969788E+1,-2.1721867E+1,3.8244570E+3,2.2392094E+1
10903986,28/9/2021,8:08:39 PM,-3.5996391E+1,-2.1345497E+1,3.8226714E+3,2.2369999E+1
10903987,28/9/2021,8:08:39 PM,-3.4240471E+1,-2.0754061E+1,3.8262432E+3,2.2347908E+1
10903988,28/9/2021,8:08:39 PM,-3.4320011E+1,-2.0673244E+1,3.8244609E+3,2.2369999E+1
10903989,28/9/2021,8:08:39 PM,-3.1952198E+1,-2.1157145E+1,3.8262471E+3,2.2414188E+1
10903990,28/9/2021,8:08:39 PM,-3.0382521E+1,-2.2259359E+1,3.8262471E+3,2.2436283E+1
10903991,28/9/2021,8:08:39 PM,-2.9265127E+1,-2.4302490E+1,3.8244609E+3,2.2458374E+1
10903992,28/9/2021,8:08:39 PM,-2.6578056E+1,-2.6668221E+1,3.8244609E+3,2.2480469E+1
10903993,28/9/2021,8:08:39 PM,-2.4316658E+1,-2.9813562E+1,3.8226750E+3,2.2458374E+1
10903994,28/9/2021,8:08:39 PM,-2.1416750E+1,-3.2448124E+1,3.8226750E+3,2.2414188E+1
10903995,28/9/2021,8:08:39 PM,-1.8530249E+1,-3.4786968E+1,3.8226750E+3,2.2436283E+1
10903996,28/9/2021,8:08:40 PM,-1.5377396E+1,-3.6238667E+1,3.8226750E+3,2.2502563E+1
10903997,28/9/2021,8:08:40 PM,-1.2632466E+1,-3.6803219E+1,3.8217820E+3,2.2524658E+1
10903998,28/9/2021,8:08:40 PM,-9.9085903E+0,-3.7448414E+1,3.8226750E+3,2.2524658E+1
10903999,28/9/2021,8:08:40 PM,-5.5714440E+0,-3.6937634E+1,3.8226750E+3,2.2590939E+1
10904000,28/9/2021,8:08:40 PM,-3.9586573E+0,-3.5593472E+1,3.8244609E+3,2.2590939E+1
10904001,28/9/2021,8:08:40 PM,-1.8513360E+0,-3.4249306E+1,3.8262471E+3,2.2590939E+1
10904002,28/9/2021,8:08:40 PM,1.0500942E+0,-3.3200855E+1,3.8262471E+3,2.2613033E+1
10904003,28/9/2021,8:08:40 PM,2.2238224E+0,-3.2932022E+1,3.8253538E+3,2.2635124E+1
10904004,28/9/2021,8:08:40 PM,4.0775356E+0,-3.1426559E+1,3.8280327E+3,2.2701408E+1
10904005,28/9/2021,8:08:40 PM,4.9390092E+0,-3.0888893E+1,3.8244609E+3,2.2701408E+1
10904006,28/9/2021,8:08:41 PM,4.9176111E+0,-2.9464081E+1,3.8280327E+3,2.2679314E+1
10904007,28/9/2021,8:08:41 PM,6.1451683E+0,-2.7152117E+1,3.8262471E+3,2.2657219E+1
10904008,28/9/2021,8:08:41 PM,5.1252527E+0,-2.6023018E+1,3.8253538E+3,2.2657219E+1
10904009,28/9/2021,8:08:41 PM,5.1918244E+0,-2.3818590E+1,3.8280327E+3,2.2657219E+1
10904010,28/9/2021,8:08:41 PM,4.5078764E+0,-2.1990526E+1,3.8253538E+3,2.2635124E+1
10904011,28/9/2021,8:08:41 PM,2.5844207E+0,-1.9753471E+1,3.8262471E+3,2.2679314E+1
10904012,28/9/2021,8:08:41 PM,2.0161810E+0,-1.7006388E+1,3.8262471E+3,2.2723499E+1
10904013,28/9/2021,8:08:41 PM,5.5694336E-1,-1.4203459E+1,3.8280327E+3,2.2723499E+1
10904014,28/9/2021,8:08:41 PM,-5.1708627E-1,-1.1272882E+1,3.8280327E+3,2.2679314E+1
10904015,28/9/2021,8:08:41 PM,-1.1167903E+0,-9.3102999E+0,3.8289255E+3,2.2679314E+1
10904016,28/9/2021,8:08:42 PM,-2.8110826E+0,-7.3822880E+0,3.8280327E+3,2.2701408E+1
10904017,28/9/2021,8:08:42 PM,-4.4912333E+0,-4.9090505E+0,3.8298186E+3,2.2723499E+1
10904018,28/9/2021,8:08:42 PM,-6.3609729E+0,-2.8525348E+0,3.8298186E+3,2.2701408E+1
10904019,28/9/2021,8:08:42 PM,-7.6347466E+0,-2.1958590E+0,3.8298186E+3,2.2723499E+1
10904020,28/9/2021,8:08:42 PM,-7.6847506E+0,-2.5522256E+0,3.8298186E+3,2.2701408E+1
10904021,28/9/2021,8:08:42 PM,-7.9321361E+0,-1.8410941E+0,3.8298186E+3,2.2701408E+1
10904022,28/9/2021,8:08:42 PM,-1.0966560E+1,-1.9379938E+0,3.8298186E+3,2.2723499E+1
10904023,28/9/2021,8:08:42 PM,-1.3769389E+1,-3.0775664E+0,3.8298186E+3,2.2723499E+1
10904024,28/9/2021,8:08:42 PM,-1.7419645E+1,-4.2876110E+0,3.8280327E+3,2.2701408E+1
10904025,28/9/2021,8:08:42 PM,-2.1443356E+1,-6.1270862E+0,3.8262471E+3,2.2701408E+1
10904026,28/9/2021,8:08:43 PM,-2.5513868E+1,-7.6987481E+0,3.8280327E+3,2.2635124E+1
