TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,9/27/2021 12:39
9773619,27/9/2021,12:44:42 PM,4.40E+01,-2.42E+01,3.91E+03,2.27E+01,
9773620,27/9/2021,12:44:42 PM,3.73E+01,-2.47E+01,3.92E+03,2.28E+01,
9773621,27/9/2021,12:44:42 PM,3.07E+01,-2.77E+01,3.91E+03,2.28E+01,
9773622,27/9/2021,12:44:42 PM,2.09E+01,-2.92E+01,3.91E+03,2.28E+01,
9773623,27/9/2021,12:44:42 PM,1.08E+01,-2.83E+01,3.91E+03,2.29E+01,
9773624,27/9/2021,12:44:42 PM,1.21E+00,-2.34E+01,3.91E+03,2.29E+01,
9773625,27/9/2021,12:44:42 PM,-9.23E+00,-1.72E+01,3.91E+03,2.29E+01,
9773626,27/9/2021,12:44:43 PM,-1.81E+01,-1.47E+01,3.91E+03,2.30E+01,
9773627,27/9/2021,12:44:43 PM,-2.75E+01,-1.13E+01,3.91E+03,2.30E+01,
9773628,27/9/2021,12:44:43 PM,-3.55E+01,-5.81E+00,3.91E+03,2.30E+01,
9773629,27/9/2021,12:44:43 PM,-4.44E+01,1.01E+00,3.91E+03,2.30E+01,
9773630,27/9/2021,12:44:43 PM,-5.29E+01,6.78E+00,3.91E+03,2.30E+01,
9773631,27/9/2021,12:44:43 PM,-5.87E+01,1.02E+01,3.91E+03,2.30E+01,
9773632,27/9/2021,12:44:43 PM,-6.29E+01,1.37E+01,3.91E+03,2.30E+01,
9773633,27/9/2021,12:44:43 PM,-6.52E+01,1.84E+01,3.91E+03,2.30E+01,
9773634,27/9/2021,12:44:43 PM,-6.82E+01,2.38E+01,3.90E+03,2.30E+01,
9773635,27/9/2021,12:44:43 PM,-6.92E+01,2.92E+01,3.91E+03,2.29E+01,
9773636,27/9/2021,12:44:44 PM,-6.76E+01,3.21E+01,3.93E+03,2.28E+01,
9773637,27/9/2021,12:44:44 PM,-6.31E+01,3.38E+01,3.92E+03,2.28E+01,
9773638,27/9/2021,12:44:44 PM,-5.69E+01,3.63E+01,3.90E+03,2.28E+01,
9773639,27/9/2021,12:44:44 PM,-5.04E+01,3.56E+01,3.92E+03,2.28E+01,
9773640,27/9/2021,12:44:44 PM,-3.91E+01,3.42E+01,3.92E+03,2.27E+01,
9773641,27/9/2021,12:44:44 PM,-2.87E+01,3.26E+01,3.92E+03,2.27E+01,
9773642,27/9/2021,12:44:44 PM,-2.15E+01,3.35E+01,3.90E+03,2.27E+01,
9773643,27/9/2021,12:44:44 PM,-8.27E+00,2.92E+01,3.89E+03,2.27E+01,
9773644,27/9/2021,12:44:44 PM,2.10E+01,2.23E+01,3.92E+03,2.27E+01,
9773645,27/9/2021,12:44:44 PM,4.94E+01,1.43E+01,3.98E+03,2.27E+01,
9773646,27/9/2021,12:44:45 PM,6.54E+01,1.30E+01,3.96E+03,2.27E+01,
9773647,27/9/2021,12:44:45 PM,4.99E+01,2.35E+01,3.85E+03,2.27E+01,
9773648,27/9/2021,12:44:45 PM,5.32E+01,2.11E+01,3.91E+03,2.28E+01,
9773649,27/9/2021,12:44:45 PM,7.85E+01,1.42E+01,3.99E+03,2.28E+01,
9773650,27/9/2021,12:44:45 PM,8.12E+01,1.64E+01,3.91E+03,2.28E+01,
9773651,27/9/2021,12:44:45 PM,7.64E+01,1.70E+01,3.91E+03,2.27E+01,
9773652,27/9/2021,12:44:45 PM,8.39E+01,1.17E+01,3.94E+03,2.28E+01,
9773653,27/9/2021,12:44:45 PM,8.84E+01,9.64E+00,3.92E+03,2.28E+01,
9773654,27/9/2021,12:44:45 PM,9.25E+01,5.22E+00,3.94E+03,2.28E+01,
9773655,27/9/2021,12:44:45 PM,9.59E+01,8.99E-02,3.92E+03,2.28E+01,
9773656,27/9/2021,12:44:46 PM,9.39E+01,-4.41E+00,3.91E+03,2.27E+01,
9773657,27/9/2021,12:44:46 PM,9.67E+01,-1.12E+01,3.94E+03,2.27E+01,
9773658,27/9/2021,12:44:46 PM,9.81E+01,-1.70E+01,3.91E+03,2.27E+01,
9773659,27/9/2021,12:44:46 PM,9.48E+01,-2.19E+01,3.92E+03,2.27E+01,
9773660,27/9/2021,12:44:46 PM,9.18E+01,-2.38E+01,3.94E+03,2.28E+01,
9773661,27/9/2021,12:44:46 PM,7.61E+01,-2.29E+01,3.90E+03,2.28E+01,
9773662,27/9/2021,12:44:46 PM,5.95E+01,-2.34E+01,3.92E+03,2.28E+01,
9773663,27/9/2021,12:44:46 PM,5.08E+01,-2.22E+01,3.94E+03,2.27E+01,
9773664,27/9/2021,12:44:46 PM,2.27E+01,-1.07E+01,3.85E+03,2.27E+01,
9773665,27/9/2021,12:44:46 PM,8.30E+00,-9.55E+00,3.87E+03,2.27E+01,
9773666,27/9/2021,12:44:47 PM,1.68E+01,-1.57E+01,3.95E+03,2.27E+01,
9773667,27/9/2021,12:44:47 PM,1.67E+01,-1.58E+01,3.90E+03,2.27E+01,
9773668,27/9/2021,12:44:47 PM,1.91E+01,-1.62E+01,3.91E+03,2.27E+01,
9773669,27/9/2021,12:44:47 PM,3.07E+01,-2.10E+01,3.99E+03,2.27E+01,
9773670,27/9/2021,12:44:47 PM,1.86E+01,-1.54E+01,3.89E+03,2.27E+01,
9773671,27/9/2021,12:44:47 PM,-2.24E+00,-9.73E+00,3.86E+03,2.27E+01,
9773672,27/9/2021,12:44:47 PM,2.82E+00,-1.23E+01,3.94E+03,2.27E+01,
9773673,27/9/2021,12:44:47 PM,7.51E+00,-1.30E+01,3.94E+03,2.27E+01,
9773674,27/9/2021,12:44:47 PM,-1.05E+00,-9.69E+00,3.90E+03,2.27E+01,
9773675,27/9/2021,12:44:47 PM,-9.10E+00,-6.53E+00,3.91E+03,2.27E+01,
9773676,27/9/2021,12:44:48 PM,-9.57E+00,-3.63E+00,3.90E+03,2.27E+01,
9773677,27/9/2021,12:44:48 PM,-8.40E+00,-7.08E-01,3.92E+03,2.27E+01,
9773678,27/9/2021,12:44:48 PM,-1.01E+01,3.18E+00,3.92E+03,2.28E+01,
9773679,27/9/2021,12:44:48 PM,-1.24E+01,8.05E+00,3.91E+03,2.28E+01,
9773680,27/9/2021,12:44:48 PM,-1.15E+01,1.11E+01,3.92E+03,2.28E+01,
9773681,27/9/2021,12:44:48 PM,-8.65E+00,1.38E+01,3.92E+03,2.28E+01,
9773682,27/9/2021,12:44:48 PM,-5.56E+00,1.64E+01,3.91E+03,2.28E+01,
9773683,27/9/2021,12:44:48 PM,-5.05E-01,1.58E+01,3.92E+03,2.28E+01,
9773684,27/9/2021,12:44:48 PM,7.15E+00,1.49E+01,3.94E+03,2.28E+01,
9773685,27/9/2021,12:44:48 PM,7.77E+00,1.58E+01,3.91E+03,2.29E+01,
9773686,27/9/2021,12:44:49 PM,9.93E+00,1.51E+01,3.90E+03,2.29E+01,
9773687,27/9/2021,12:44:49 PM,1.97E+01,1.34E+01,3.93E+03,2.29E+01,
9773688,27/9/2021,12:44:49 PM,2.51E+01,1.17E+01,3.91E+03,2.29E+01,
9773689,27/9/2021,12:44:49 PM,3.00E+01,7.82E+00,3.85E+03,2.29E+01,
9773690,27/9/2021,12:44:49 PM,5.51E+01,-1.00E+01,3.72E+03,2.29E+01,
9773691,27/9/2021,12:44:49 PM,4.94E+01,2.14E+00,3.92E+03,2.29E+01,
9773692,27/9/2021,12:44:49 PM,4.30E+01,7.84E+00,3.96E+03,2.29E+01,
9773693,27/9/2021,12:44:49 PM,4.63E+01,6.08E+00,3.91E+03,2.29E+01,
9773694,27/9/2021,12:44:49 PM,4.78E+01,6.59E+00,3.92E+03,2.29E+01,
9773695,27/9/2021,12:44:49 PM,4.71E+01,6.12E+00,3.92E+03,2.29E+01,
9773696,27/9/2021,12:44:50 PM,5.63E+01,-5.90E+00,3.58E+03,2.29E+01,
9773697,27/9/2021,12:44:50 PM,9.48E+01,-3.64E+01,3.14E+03,2.29E+01,
9773698,27/9/2021,12:44:50 PM,7.43E+01,-1.06E+00,3.95E+03,2.29E+01,
9773699,27/9/2021,12:44:50 PM,4.84E+01,1.45E+01,4.09E+03,2.29E+01,
9773700,27/9/2021,12:44:50 PM,5.41E+01,3.14E+00,3.87E+03,2.29E+01,
9773701,27/9/2021,12:44:50 PM,6.51E+01,-1.10E+00,3.83E+03,2.28E+01,
9773702,27/9/2021,12:44:50 PM,7.62E+01,-2.97E-01,3.85E+03,2.28E+01,
9773703,27/9/2021,12:44:50 PM,6.15E+01,4.50E+00,3.94E+03,2.28E+01,
9773704,27/9/2021,12:44:50 PM,5.29E+01,5.02E+00,3.93E+03,2.28E+01,
9773705,27/9/2021,12:44:50 PM,5.11E+01,4.65E+00,3.90E+03,2.28E+01,
9773706,27/9/2021,12:44:51 PM,4.83E+01,5.59E+00,3.92E+03,2.27E+01,
9773707,27/9/2021,12:44:51 PM,4.27E+01,7.47E+00,3.92E+03,2.27E+01,
9773708,27/9/2021,12:44:51 PM,3.46E+01,9.40E+00,3.91E+03,2.27E+01,
9773709,27/9/2021,12:44:51 PM,2.96E+01,9.25E+00,3.92E+03,2.27E+01,
9773710,27/9/2021,12:44:51 PM,2.68E+01,6.26E+00,3.92E+03,2.27E+01,
9773711,27/9/2021,12:44:51 PM,6.10E+01,5.97E-01,3.96E+03,2.26E+01,
9773712,27/9/2021,12:44:51 PM,4.44E+01,2.36E+00,3.92E+03,2.26E+01,
9773713,27/9/2021,12:44:51 PM,8.28E+00,2.33E+00,3.90E+03,2.26E+01,
9773714,27/9/2021,12:44:51 PM,1.37E+01,-4.66E+00,3.89E+03,2.26E+01,
9773715,27/9/2021,12:44:51 PM,2.88E+01,-2.33E+01,3.90E+03,2.26E+01,
9773716,27/9/2021,12:44:52 PM,1.69E+01,-1.79E+01,3.92E+03,2.27E+01,
9773717,27/9/2021,12:44:52 PM,1.68E+01,-9.04E+00,3.96E+03,2.27E+01,
9773718,27/9/2021,12:44:52 PM,2.19E+01,-1.37E+01,3.93E+03,2.27E+01,
9773719,27/9/2021,12:44:52 PM,1.66E+01,-2.11E+01,3.91E+03,2.27E+01,
9773720,27/9/2021,12:44:52 PM,1.64E+01,-2.34E+01,3.91E+03,2.27E+01,
9773721,27/9/2021,12:44:52 PM,8.79E+00,-2.03E+01,3.91E+03,2.28E+01,
9773722,27/9/2021,12:44:52 PM,2.92E+00,-1.85E+01,3.90E+03,2.28E+01,
9773723,27/9/2021,12:44:52 PM,1.03E+01,-3.25E+01,3.90E+03,2.28E+01,
9773724,27/9/2021,12:44:52 PM,2.83E+01,-4.18E+01,3.83E+03,2.28E+01,
9773725,27/9/2021,12:44:52 PM,2.49E+01,-1.94E+01,3.82E+03,2.28E+01,
9773726,27/9/2021,12:44:53 PM,4.48E+00,-4.97E+00,3.91E+03,2.29E+01,
9773727,27/9/2021,12:44:53 PM,-6.05E+00,-3.19E+00,3.93E+03,2.29E+01,
9773728,27/9/2021,12:44:53 PM,-2.58E+00,-3.55E+00,3.91E+03,2.29E+01,
9773729,27/9/2021,12:44:53 PM,5.88E-01,-1.68E+00,3.90E+03,2.29E+01,
9773730,27/9/2021,12:44:53 PM,2.12E+00,1.00E+00,3.91E+03,2.29E+01,
9773731,27/9/2021,12:44:53 PM,3.05E+00,2.56E+00,3.91E+03,2.29E+01,
9773732,27/9/2021,12:44:53 PM,5.14E+00,3.56E+00,3.91E+03,2.29E+01,
9773733,27/9/2021,12:44:53 PM,9.10E+00,4.58E+00,3.89E+03,2.29E+01,
9773734,27/9/2021,12:44:53 PM,7.47E+00,9.70E+00,3.90E+03,2.29E+01,
9773735,27/9/2021,12:44:53 PM,5.67E+00,1.34E+01,3.92E+03,2.29E+01,
9773736,27/9/2021,12:44:54 PM,7.25E+00,1.54E+01,3.91E+03,2.29E+01,
9773737,27/9/2021,12:44:54 PM,9.23E+00,1.68E+01,3.92E+03,2.28E+01,
9773738,27/9/2021,12:44:54 PM,7.97E+00,1.88E+01,3.91E+03,2.28E+01,
9773739,27/9/2021,12:44:54 PM,9.92E+00,1.93E+01,3.92E+03,2.28E+01,
9773740,27/9/2021,12:44:54 PM,1.63E+01,2.11E+01,3.92E+03,2.28E+01,
9773741,27/9/2021,12:44:54 PM,2.05E+01,2.17E+01,3.91E+03,2.28E+01,
9773742,27/9/2021,12:44:54 PM,2.54E+01,2.02E+01,3.91E+03,2.28E+01,
9773743,27/9/2021,12:44:54 PM,3.29E+01,1.75E+01,3.92E+03,2.28E+01,
9773744,27/9/2021,12:44:54 PM,4.10E+01,1.58E+01,3.92E+03,2.27E+01,
9773745,27/9/2021,12:44:54 PM,4.75E+01,1.32E+01,3.91E+03,2.28E+01,
9773746,27/9/2021,12:44:55 PM,5.22E+01,1.04E+01,3.91E+03,2.28E+01,
9773747,27/9/2021,12:44:55 PM,5.63E+01,7.66E+00,3.92E+03,2.28E+01,
9773748,27/9/2021,12:44:55 PM,5.73E+01,4.64E+00,3.91E+03,2.28E+01,
9773749,27/9/2021,12:44:55 PM,5.73E+01,2.98E+00,3.91E+03,2.28E+01,
9773750,27/9/2021,12:44:55 PM,5.75E+01,2.82E-01,3.92E+03,2.28E+01,
9773751,27/9/2021,12:44:55 PM,5.80E+01,-2.98E+00,3.91E+03,2.27E+01,
9773752,27/9/2021,12:44:55 PM,5.78E+01,-6.29E+00,3.92E+03,2.27E+01,
9773753,27/9/2021,12:44:55 PM,5.62E+01,-8.32E+00,3.91E+03,2.28E+01,
9773754,27/9/2021,12:44:55 PM,6.49E+01,-1.64E+01,3.48E+03,2.28E+01,
9773755,27/9/2021,12:44:55 PM,8.68E+01,-3.13E+01,3.57E+03,2.27E+01,
9773756,27/9/2021,12:44:56 PM,6.15E+01,-2.30E+01,4.03E+03,2.27E+01,
9773757,27/9/2021,12:44:56 PM,3.80E+01,-9.98E+00,3.97E+03,2.27E+01,
9773758,27/9/2021,12:44:56 PM,3.59E+01,-1.23E+01,3.86E+03,2.28E+01,
9773759,27/9/2021,12:44:56 PM,3.57E+01,-1.43E+01,3.90E+03,2.28E+01,
9773760,27/9/2021,12:44:56 PM,3.00E+01,-1.10E+01,3.92E+03,2.28E+01,
9773761,27/9/2021,12:44:56 PM,2.38E+01,-7.36E+00,3.91E+03,2.28E+01,
9773762,27/9/2021,12:44:56 PM,1.73E+01,-4.56E+00,3.91E+03,2.28E+01,
9773763,27/9/2021,12:44:56 PM,1.34E+01,-2.49E+00,3.91E+03,2.28E+01,
9773764,27/9/2021,12:44:56 PM,7.23E+00,-1.75E+00,3.90E+03,2.28E+01,
9773765,27/9/2021,12:44:56 PM,3.76E+00,1.04E-02,3.91E+03,2.28E+01,
9773766,27/9/2021,12:44:57 PM,-4.30E+00,6.16E+00,3.90E+03,2.28E+01,
9773767,27/9/2021,12:44:57 PM,-8.92E+00,8.44E+00,3.90E+03,2.28E+01,
9773768,27/9/2021,12:44:57 PM,-9.52E+00,9.93E+00,3.92E+03,2.28E+01,
9773769,27/9/2021,12:44:57 PM,-8.76E+00,1.33E+01,3.92E+03,2.28E+01,
9773770,27/9/2021,12:44:57 PM,-8.04E+00,1.47E+01,3.90E+03,2.28E+01,
9773771,27/9/2021,12:44:57 PM,-7.69E+00,1.74E+01,3.88E+03,2.28E+01,
9773772,27/9/2021,12:44:57 PM,-1.47E+01,1.82E+01,3.91E+03,2.28E+01,
9773773,27/9/2021,12:44:57 PM,-1.58E+01,1.84E+01,3.91E+03,2.27E+01,
9773774,27/9/2021,12:44:57 PM,-3.96E+00,1.64E+01,3.92E+03,2.27E+01,
9773775,27/9/2021,12:44:57 PM,6.26E+00,1.50E+01,3.91E+03,2.27E+01,
9773776,27/9/2021,12:44:58 PM,2.69E+00,1.85E+01,3.91E+03,2.27E+01,
9773777,27/9/2021,12:44:58 PM,4.56E+00,1.68E+01,3.91E+03,2.27E+01,
9773778,27/9/2021,12:44:58 PM,1.24E+01,1.27E+01,3.90E+03,2.27E+01,
9773779,27/9/2021,12:44:58 PM,1.95E+01,9.76E+00,3.91E+03,2.27E+01,
9773780,27/9/2021,12:44:58 PM,2.92E+01,3.31E+00,3.91E+03,2.27E+01,
9773781,27/9/2021,12:44:58 PM,3.84E+01,-7.23E+00,3.90E+03,2.27E+01,
9773782,27/9/2021,12:44:58 PM,4.04E+01,-5.87E+00,3.91E+03,2.27E+01,
9773783,27/9/2021,12:44:58 PM,3.97E+01,3.19E+00,3.82E+03,2.27E+01,
9773784,27/9/2021,12:44:58 PM,3.69E+01,-1.86E+00,3.88E+03,2.27E+01,
9773785,27/9/2021,12:44:58 PM,4.82E+01,-1.22E+01,3.92E+03,2.28E+01,
9773786,27/9/2021,12:44:59 PM,5.36E+01,-2.63E+01,3.92E+03,2.28E+01,
9773787,27/9/2021,12:44:59 PM,4.15E+01,-2.71E+01,3.91E+03,2.28E+01,
9773788,27/9/2021,12:44:59 PM,3.33E+01,-1.34E+01,3.91E+03,2.28E+01,
9773789,27/9/2021,12:44:59 PM,3.26E+01,-1.61E+01,3.90E+03,2.29E+01,
9773790,27/9/2021,12:44:59 PM,3.46E+01,-2.22E+01,3.91E+03,2.28E+01,
9773791,27/9/2021,12:44:59 PM,4.26E+01,-2.78E+01,3.94E+03,2.28E+01,
9773792,27/9/2021,12:44:59 PM,4.35E+01,-2.80E+01,3.93E+03,2.28E+01,
9773793,27/9/2021,12:44:59 PM,3.68E+01,-1.92E+01,3.91E+03,2.28E+01,
9773794,27/9/2021,12:44:59 PM,3.49E+01,-2.06E+01,3.90E+03,2.28E+01,
9773795,27/9/2021,12:44:59 PM,3.59E+01,-2.29E+01,3.90E+03,2.28E+01,
9773796,27/9/2021,12:45:00 PM,4.48E+01,-2.80E+01,3.89E+03,2.28E+01,
9773797,27/9/2021,12:45:00 PM,7.13E+01,-4.90E+01,3.86E+03,2.28E+01,
9773798,27/9/2021,12:45:00 PM,5.75E+01,-3.29E+01,3.91E+03,2.28E+01,
9773799,27/9/2021,12:45:00 PM,3.03E+01,-2.44E+00,3.92E+03,2.27E+01,
9773800,27/9/2021,12:45:00 PM,2.64E+01,8.65E-01,3.90E+03,2.27E+01,
9773801,27/9/2021,12:45:00 PM,2.86E+01,1.08E+00,3.91E+03,2.27E+01,
9773802,27/9/2021,12:45:00 PM,2.97E+01,2.71E+00,3.91E+03,2.27E+01,
9773803,27/9/2021,12:45:00 PM,2.12E+01,9.95E+00,3.91E+03,2.27E+01,
9773804,27/9/2021,12:45:00 PM,1.44E+01,2.20E+01,3.91E+03,2.27E+01,
9773805,27/9/2021,12:45:00 PM,1.29E+01,2.59E+01,3.90E+03,2.27E+01,
9773806,27/9/2021,12:45:01 PM,1.40E+01,2.73E+01,3.92E+03,2.28E+01,
9773807,27/9/2021,12:45:01 PM,1.67E+01,2.70E+01,3.92E+03,2.28E+01,
9773808,27/9/2021,12:45:01 PM,1.70E+01,2.69E+01,3.92E+03,2.28E+01,
9773809,27/9/2021,12:45:01 PM,1.31E+01,3.17E+01,3.91E+03,2.29E+01,
9773810,27/9/2021,12:45:01 PM,1.50E+01,3.09E+01,3.91E+03,2.29E+01,
9773811,27/9/2021,12:45:01 PM,2.13E+01,2.95E+01,3.92E+03,2.29E+01,
9773812,27/9/2021,12:45:01 PM,2.23E+01,2.89E+01,3.91E+03,2.29E+01,
9773813,27/9/2021,12:45:01 PM,2.28E+01,2.64E+01,3.91E+03,2.29E+01,
9773814,27/9/2021,12:45:01 PM,2.46E+01,2.30E+01,3.91E+03,2.29E+01,
9773815,27/9/2021,12:45:01 PM,2.45E+01,2.11E+01,3.90E+03,2.29E+01,
9773816,27/9/2021,12:45:02 PM,2.46E+01,1.84E+01,3.91E+03,2.28E+01,
9773817,27/9/2021,12:45:02 PM,2.56E+01,1.38E+01,3.91E+03,2.28E+01,
9773818,27/9/2021,12:45:02 PM,3.40E+01,-8.26E+00,3.89E+03,2.29E+01,
9773819,27/9/2021,12:45:02 PM,2.83E+01,3.48E+00,3.91E+03,2.29E+01,
9773820,27/9/2021,12:45:02 PM,1.41E+01,1.92E+01,3.91E+03,2.29E+01,
9773821,27/9/2021,12:45:02 PM,1.32E+01,1.15E+01,3.89E+03,2.29E+01,
9773822,27/9/2021,12:45:02 PM,2.25E+01,-9.75E+00,3.88E+03,2.29E+01,
9773823,27/9/2021,12:45:02 PM,3.70E+01,-2.27E+01,3.93E+03,2.28E+01,
9773824,27/9/2021,12:45:02 PM,3.09E+01,-7.88E+00,3.92E+03,2.28E+01,
9773825,27/9/2021,12:45:02 PM,1.85E+01,-9.47E-01,3.91E+03,2.28E+01,
9773826,27/9/2021,12:45:03 PM,1.89E+01,-1.09E+01,3.90E+03,2.28E+01,
9773827,27/9/2021,12:45:03 PM,3.46E+01,-2.61E+01,3.85E+03,2.27E+01,
9773828,27/9/2021,12:45:03 PM,5.02E+01,-3.88E+01,3.85E+03,2.27E+01,
9773829,27/9/2021,12:45:03 PM,2.84E+01,-2.36E+01,3.93E+03,2.26E+01,
9773830,27/9/2021,12:45:03 PM,2.07E+01,-2.00E+01,3.92E+03,2.26E+01,
9773831,27/9/2021,12:45:03 PM,2.53E+01,-2.49E+01,3.89E+03,2.26E+01,
9773832,27/9/2021,12:45:03 PM,2.92E+01,-2.66E+01,3.92E+03,2.26E+01,
9773833,27/9/2021,12:45:03 PM,4.96E+01,-3.33E+01,3.86E+03,2.26E+01,
9773834,27/9/2021,12:45:03 PM,5.20E+01,-4.47E+01,3.83E+03,2.26E+01,
9773835,27/9/2021,12:45:03 PM,2.85E+01,-3.13E+01,3.91E+03,2.26E+01,
9773836,27/9/2021,12:45:04 PM,1.82E+01,-1.78E+01,3.92E+03,2.26E+01,
9773837,27/9/2021,12:45:04 PM,2.75E+01,-1.72E+01,3.93E+03,2.26E+01,
9773838,27/9/2021,12:45:04 PM,3.69E+01,-1.92E+01,3.89E+03,2.27E+01,
9773839,27/9/2021,12:45:04 PM,5.21E+01,-2.37E+01,3.85E+03,2.27E+01,
9773840,27/9/2021,12:45:04 PM,3.59E+01,-1.98E+01,3.90E+03,2.27E+01,
9773841,27/9/2021,12:45:04 PM,2.84E+01,-1.62E+01,3.92E+03,2.27E+01,
9773842,27/9/2021,12:45:04 PM,4.13E+01,-2.01E+01,3.89E+03,2.27E+01,
9773843,27/9/2021,12:45:04 PM,5.38E+01,-2.13E+01,3.90E+03,2.27E+01,
9773844,27/9/2021,12:45:04 PM,3.92E+01,-8.97E+00,3.92E+03,2.27E+01,
9773845,27/9/2021,12:45:04 PM,3.03E+01,-1.01E+01,3.91E+03,2.27E+01,
9773846,27/9/2021,12:45:05 PM,3.26E+01,-7.86E+00,3.91E+03,2.28E+01,
9773847,27/9/2021,12:45:05 PM,3.18E+01,-1.78E-01,3.93E+03,2.28E+01,
9773848,27/9/2021,12:45:05 PM,2.46E+01,1.39E+00,3.91E+03,2.29E+01,
9773849,27/9/2021,12:45:05 PM,1.27E+01,1.24E+01,3.91E+03,2.29E+01,
9773850,27/9/2021,12:45:05 PM,8.26E+00,1.86E+01,3.90E+03,2.29E+01,
9773851,27/9/2021,12:45:05 PM,7.53E+00,2.01E+01,3.90E+03,2.29E+01,
9773852,27/9/2021,12:45:05 PM,4.44E+00,2.37E+01,3.91E+03,2.29E+01,
9773853,27/9/2021,12:45:05 PM,5.12E+00,2.76E+01,3.91E+03,2.29E+01,
9773854,27/9/2021,12:45:05 PM,3.58E+00,2.97E+01,3.90E+03,2.29E+01,
9773855,27/9/2021,12:45:05 PM,3.84E+00,3.22E+01,3.91E+03,2.29E+01,
9773856,27/9/2021,12:45:06 PM,4.42E+00,3.51E+01,3.91E+03,2.29E+01,
9773857,27/9/2021,12:45:06 PM,8.56E+00,3.80E+01,3.91E+03,2.29E+01,
9773858,27/9/2021,12:45:06 PM,7.82E+00,4.02E+01,3.91E+03,2.29E+01,
9773859,27/9/2021,12:45:06 PM,4.54E+00,3.86E+01,3.92E+03,2.28E+01,
9773860,27/9/2021,12:45:06 PM,3.25E+00,3.63E+01,3.91E+03,2.28E+01,
9773861,27/9/2021,12:45:06 PM,3.44E+00,3.44E+01,3.91E+03,2.29E+01,
9773862,27/9/2021,12:45:06 PM,6.15E+00,3.17E+01,3.91E+03,2.29E+01,
9773863,27/9/2021,12:45:06 PM,8.51E+00,2.99E+01,3.91E+03,2.28E+01,
9773864,27/9/2021,12:45:06 PM,1.22E+01,2.49E+01,3.91E+03,2.27E+01,
9773865,27/9/2021,12:45:06 PM,1.58E+01,1.85E+01,3.90E+03,2.27E+01,
9773866,27/9/2021,12:45:07 PM,2.15E+01,1.25E+01,3.90E+03,2.27E+01,
9773867,27/9/2021,12:45:07 PM,2.81E+01,6.34E+00,3.90E+03,2.27E+01,
9773868,27/9/2021,12:45:07 PM,3.53E+01,1.64E+00,3.91E+03,2.27E+01,
9773869,27/9/2021,12:45:07 PM,4.60E+01,-8.79E+00,3.87E+03,2.27E+01,
9773870,27/9/2021,12:45:07 PM,5.27E+01,-1.47E+01,3.88E+03,2.27E+01,
9773871,27/9/2021,12:45:07 PM,5.66E+01,-1.24E+01,3.93E+03,2.27E+01,
9773872,27/9/2021,12:45:07 PM,5.74E+01,-1.63E+01,3.91E+03,2.27E+01,
9773873,27/9/2021,12:45:07 PM,5.48E+01,-1.93E+01,3.89E+03,2.27E+01,
9773874,27/9/2021,12:45:07 PM,5.61E+01,-2.12E+01,3.91E+03,2.27E+01,
9773875,27/9/2021,12:45:07 PM,5.69E+01,-2.29E+01,3.91E+03,2.27E+01,
9773876,27/9/2021,12:45:08 PM,5.52E+01,-2.58E+01,3.90E+03,2.27E+01,
9773877,27/9/2021,12:45:08 PM,5.39E+01,-2.81E+01,3.90E+03,2.27E+01,
9773878,27/9/2021,12:45:08 PM,5.17E+01,-2.76E+01,3.90E+03,2.27E+01,
9773879,27/9/2021,12:45:08 PM,4.84E+01,-2.76E+01,3.89E+03,2.28E+01,
9773880,27/9/2021,12:45:08 PM,4.51E+01,-2.98E+01,3.90E+03,2.28E+01,
9773881,27/9/2021,12:45:08 PM,4.34E+01,-3.17E+01,3.90E+03,2.28E+01,
9773882,27/9/2021,12:45:08 PM,4.03E+01,-2.95E+01,3.89E+03,2.28E+01,
9773883,27/9/2021,12:45:08 PM,3.73E+01,-2.49E+01,3.90E+03,2.28E+01,
9773884,27/9/2021,12:45:08 PM,3.78E+01,-2.27E+01,3.92E+03,2.28E+01,
9773885,27/9/2021,12:45:08 PM,3.32E+01,-1.83E+01,3.91E+03,2.28E+01,
9773886,27/9/2021,12:45:09 PM,2.48E+01,-1.36E+01,3.89E+03,2.29E+01,
9773887,27/9/2021,12:45:09 PM,2.06E+01,-9.57E+00,3.91E+03,2.29E+01,
9773888,27/9/2021,12:45:09 PM,1.92E+01,-4.09E+00,3.91E+03,2.29E+01,
9773889,27/9/2021,12:45:09 PM,1.36E+01,1.83E+00,3.90E+03,2.29E+01,
9773890,27/9/2021,12:45:09 PM,9.15E+00,5.70E+00,3.91E+03,2.29E+01,
9773891,27/9/2021,12:45:09 PM,5.33E+00,7.13E+00,3.91E+03,2.29E+01,
9773892,27/9/2021,12:45:09 PM,-6.36E-01,1.03E+01,3.89E+03,2.28E+01,
9773893,27/9/2021,12:45:09 PM,-2.49E+00,1.03E+01,3.89E+03,2.28E+01,
9773894,27/9/2021,12:45:09 PM,1.02E+01,5.16E+00,3.97E+03,2.28E+01,
9773895,27/9/2021,12:45:09 PM,4.95E+00,1.28E+01,3.92E+03,2.27E+01,
9773896,27/9/2021,12:45:10 PM,-1.82E+01,1.92E+01,3.85E+03,2.27E+01,
9773897,27/9/2021,12:45:10 PM,-2.02E+01,1.59E+01,3.89E+03,2.27E+01,
9773898,27/9/2021,12:45:10 PM,-9.24E+00,1.17E+01,3.94E+03,2.27E+01,
