TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,2021-10-06 23:39:08,


Scan Number,Date,Time,X_Accel,Y_Accel,Z_Accel,Wave_Radar
,,,mm/s^2,mm/s^2,mm/s^2,Meters
17941960,6/10/2021,11:38:36 PM,-5.8182899E+1,-3.3361301E+1,3.8303230E+3,2.2414177E+1
17941961,6/10/2021,11:38:36 PM,-5.9672722E+1,-2.2769558E+1,3.8294302E+3,2.2458363E+1
17941962,6/10/2021,11:38:36 PM,-6.2200100E+1,-1.1160515E+1,3.8294302E+3,2.2480457E+1
17941963,6/10/2021,11:38:36 PM,-6.2811993E+1,3.0909657E-1,3.8330017E+3,2.2568832E+1
17941964,6/10/2021,11:38:36 PM,-6.2200100E+1,1.3458034E+1,3.8383586E+3,2.2657207E+1
17941965,6/10/2021,11:38:36 PM,-6.5632011E+1,2.6506239E+1,3.8365730E+3,2.2657207E+1
17941966,6/10/2021,11:38:37 PM,-7.0128090E+1,3.8979763E+1,3.8401448E+3,2.2701397E+1
17941967,6/10/2021,11:38:37 PM,-7.1644508E+1,4.9463978E+1,3.8401448E+3,2.2723488E+1
17941968,6/10/2021,11:38:37 PM,-6.9862045E+1,5.7931992E+1,3.8419304E+3,2.2789772E+1
17941969,6/10/2021,11:38:37 PM,-6.5286163E+1,6.5593529E+1,3.8428232E+3,2.2833958E+1
17941970,6/10/2021,11:38:37 PM,-5.8821396E+1,7.0808762E+1,3.8499661E+3,2.2833958E+1
17941971,6/10/2021,11:38:37 PM,-5.1026432E+1,7.2341064E+1,3.8463945E+3,2.2878147E+1
17941972,6/10/2021,11:38:37 PM,-4.1262772E+1,7.0943169E+1,3.8472874E+3,2.2900238E+1
17941973,6/10/2021,11:38:37 PM,-2.6790207E+1,6.5002113E+1,3.8455017E+3,2.2900238E+1
17941974,6/10/2021,11:38:37 PM,-1.1600114E+1,5.6722275E+1,3.8455017E+3,2.2922333E+1
17941975,6/10/2021,11:38:37 PM,5.6335578E+0,4.8872559E+1,3.8490732E+3,2.2856052E+1
17941976,6/10/2021,11:38:38 PM,1.9044924E+1,4.0861546E+1,3.8455017E+3,2.2723488E+1
17941977,6/10/2021,11:38:38 PM,3.2190811E+1,3.0941870E+1,3.8472874E+3,2.2701397E+1
17941978,6/10/2021,11:38:38 PM,4.3896564E+1,2.0302725E+1,3.8419304E+3,2.2657207E+1
17941979,6/10/2021,11:38:38 PM,5.4032681E+1,1.2242795E+1,3.8472874E+3,2.2613022E+1
17941980,6/10/2021,11:38:38 PM,5.9406685E+1,4.0221848E+0,3.8455017E+3,2.2590927E+1
17941981,6/10/2021,11:38:38 PM,6.1721230E+1,-6.5282502E+0,3.8401448E+3,2.2458363E+1
17941982,6/10/2021,11:38:38 PM,6.2811993E+1,-1.7845655E+1,3.8401448E+3,2.2414177E+1
17941983,6/10/2021,11:38:38 PM,6.6137489E+1,-2.7635309E+1,3.8383586E+3,2.2502552E+1
17941984,6/10/2021,11:38:38 PM,6.4541252E+1,-3.5108669E+1,3.8383586E+3,2.2546738E+1
17941985,6/10/2021,11:38:38 PM,6.2040474E+1,-4.3307861E+1,3.8365730E+3,2.2524647E+1
17941986,6/10/2021,11:38:39 PM,5.9140640E+1,-5.2797421E+1,3.8330017E+3,2.2524647E+1
17941987,6/10/2021,11:38:39 PM,5.7757233E+1,-6.1803089E+1,3.8312158E+3,2.2546738E+1
17941988,6/10/2021,11:38:39 PM,5.5096840E+1,-6.9088272E+1,3.8285374E+3,2.2613022E+1
17941989,6/10/2021,11:38:39 PM,5.2941917E+1,-7.5405678E+1,3.8276445E+3,2.2657207E+1
17941990,6/10/2021,11:38:39 PM,4.7328476E+1,-7.8766006E+1,3.8276445E+3,2.2657207E+1
17941991,6/10/2021,11:38:39 PM,4.0730690E+1,-8.0809082E+1,3.8258589E+3,2.2679302E+1
17941992,6/10/2021,11:38:39 PM,3.2350437E+1,-8.1212318E+1,3.8222876E+3,2.2679302E+1
17941993,6/10/2021,11:38:39 PM,2.3411501E+1,-7.7986412E+1,3.8231804E+3,2.2723488E+1
17941994,6/10/2021,11:38:39 PM,1.0973791E+1,-6.9814102E+1,3.8249661E+3,2.2767677E+1
17941995,6/10/2021,11:38:39 PM,-2.8631375E+0,-5.8980412E+1,3.8294302E+3,2.2745583E+1
17941996,6/10/2021,11:38:40 PM,-1.6773849E+1,-4.9195152E+1,3.8249661E+3,2.2745583E+1
17941997,6/10/2021,11:38:40 PM,-3.1286278E+1,-3.8280815E+1,3.8276445E+3,2.2767677E+1
17941998,6/10/2021,11:38:40 PM,-4.5599216E+1,-2.6156767E+1,3.8330017E+3,2.2723488E+1
17941999,6/10/2021,11:38:40 PM,-5.8315922E+1,-1.6018808E+1,3.8321089E+3,2.2701397E+1
17942000,6/10/2021,11:38:40 PM,-7.3559998E+1,-7.3073850E+0,3.8330017E+3,2.2723488E+1
17942001,6/10/2021,11:38:40 PM,-8.6037270E+1,-5.9099054E-1,3.8330017E+3,2.2723488E+1
17942002,6/10/2021,11:38:40 PM,-9.2076370E+1,1.5166272E+0,3.8312158E+3,2.2723488E+1
17942003,6/10/2021,11:38:40 PM,-9.5933945E+1,2.1956661E+0,3.8312158E+3,2.2723488E+1
17942004,6/10/2021,11:38:40 PM,-9.8940193E+1,3.3359389E+0,3.8312158E+3,2.2745583E+1
17942005,6/10/2021,11:38:40 PM,-1.0213267E+2,4.9542623E+0,3.8312158E+3,2.2745583E+1
17942006,6/10/2021,11:38:41 PM,-1.0176022E+2,4.7885060E+0,3.8303230E+3,2.2789772E+1
17942007,6/10/2021,11:38:41 PM,-9.7689804E+1,2.6649077E+0,3.8276445E+3,2.2789772E+1
17942008,6/10/2021,11:38:41 PM,-8.8591240E+1,-1.4310719E+0,3.8294302E+3,2.2811863E+1
17942009,6/10/2021,11:38:41 PM,-7.9572502E+1,-6.6851406E+0,3.8240732E+3,2.2856052E+1
17942010,6/10/2021,11:38:41 PM,-7.1218849E+1,-8.2407522E+0,3.8294302E+3,2.2856052E+1
17942011,6/10/2021,11:38:41 PM,-6.3796337E+1,-8.1423626E+0,3.8294302E+3,2.2900238E+1
17942012,6/10/2021,11:38:41 PM,-5.4085888E+1,-1.1346657E+1,3.8312158E+3,2.2900238E+1
17942013,6/10/2021,11:38:41 PM,-4.3311275E+1,-1.4808888E+1,3.8294302E+3,2.2833958E+1
