TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,2021-10-04 05:09:10,


Scan Number,Date,Time,X_Accel,Y_Accel,Z_Accel,Wave_Radar
,,,mm/s^2,mm/s^2,mm/s^2,Meters
15547960,4/10/2021,5:08:36 AM,-1.6577677E+1,-1.7783309E+0,3.8330039E+3,2.1773468E+1
15547961,4/10/2021,5:08:36 AM,-1.6725033E+1,-5.8868818E+0,3.8365752E+3,2.1751373E+1
15547962,4/10/2021,5:08:36 AM,-1.5940882E+1,-1.1465327E+1,3.8347896E+3,2.1751373E+1
15547963,4/10/2021,5:08:36 AM,-1.5269881E+1,-1.7620762E+1,3.8312183E+3,2.1729279E+1
15547964,4/10/2021,5:08:36 AM,-1.3764733E+1,-2.6504227E+1,3.8294324E+3,2.1707188E+1
15547965,4/10/2021,5:08:36 AM,-1.5333034E+1,-3.2149143E+1,3.8267539E+3,2.1662998E+1
15547966,4/10/2021,5:08:37 AM,-1.7269728E+1,-3.6584438E+1,3.8312183E+3,2.1662998E+1
15547967,4/10/2021,5:08:37 AM,-1.9551132E+1,-4.1476696E+1,3.8285396E+3,2.1618809E+1
15547968,4/10/2021,5:08:37 AM,-2.5192055E+1,-4.6772167E+1,3.8285396E+3,2.1574623E+1
15547969,4/10/2021,5:08:37 AM,-3.0326233E+1,-5.3115982E+1,3.8222898E+3,2.1574623E+1
15547970,4/10/2021,5:08:37 AM,-3.3997303E+1,-5.8895298E+1,3.8222898E+3,2.1552528E+1
15547971,4/10/2021,5:08:37 AM,-3.6923519E+1,-6.1287666E+1,3.8196108E+3,2.1552528E+1
15547972,4/10/2021,5:08:37 AM,-3.9051678E+1,-6.2551052E+1,3.8240754E+3,2.1552528E+1
15547973,4/10/2021,5:08:37 AM,-4.0993618E+1,-6.2120964E+1,3.8222898E+3,2.1530434E+1
15547974,4/10/2021,5:08:37 AM,-3.9477306E+1,-6.4567093E+1,3.8222898E+3,2.1530434E+1
15547975,4/10/2021,5:08:37 AM,-3.9450706E+1,-6.6717545E+1,3.8169324E+3,2.1530434E+1
15547976,4/10/2021,5:08:38 AM,-3.5114586E+1,-6.7443314E+1,3.8205042E+3,2.1530434E+1
15547977,4/10/2021,5:08:38 AM,-2.8224680E+1,-6.5319756E+1,3.8240754E+3,2.1552528E+1
15547978,4/10/2021,5:08:38 AM,-2.5059046E+1,-6.0991978E+1,3.8258611E+3,2.1596718E+1
15547979,4/10/2021,5:08:38 AM,-2.4473801E+1,-5.8357689E+1,3.8249683E+3,2.1596718E+1
15547980,4/10/2021,5:08:38 AM,-2.1361374E+1,-5.7766312E+1,3.8205042E+3,2.1618809E+1
15547981,4/10/2021,5:08:38 AM,-1.9001175E+1,-5.2282677E+1,3.8294324E+3,2.1640903E+1
15547982,4/10/2021,5:08:38 AM,-1.7653908E+1,-4.8169956E+1,3.8294324E+3,2.1640903E+1
15547983,4/10/2021,5:08:38 AM,-2.0589916E+1,-4.3976589E+1,3.8267539E+3,2.1662998E+1
15547984,4/10/2021,5:08:38 AM,-2.4872831E+1,-3.9756340E+1,3.8249683E+3,2.1640903E+1
15547985,4/10/2021,5:08:38 AM,-2.8809921E+1,-3.3331886E+1,3.8258611E+3,2.1618809E+1
15547986,4/10/2021,5:08:39 AM,-3.1283903E+1,-2.5321484E+1,3.8294324E+3,2.1596718E+1
15547987,4/10/2021,5:08:39 AM,-3.4023907E+1,-1.6121122E+1,3.8330039E+3,2.1596718E+1
15547988,4/10/2021,5:08:39 AM,-3.8147209E+1,-9.5322819E+0,3.8294324E+3,2.1596718E+1
15547989,4/10/2021,5:08:39 AM,-3.9264488E+1,-4.0939245E+0,3.8312183E+3,2.1574623E+1
15547990,4/10/2021,5:08:39 AM,-3.7428955E+1,2.0933864E-1,3.8285396E+3,2.1552528E+1
15547991,4/10/2021,5:08:39 AM,-3.4236721E+1,5.7831836E+0,3.8321111E+3,2.1530434E+1
15547992,4/10/2021,5:08:39 AM,-2.8251280E+1,1.1670066E+1,3.8365752E+3,2.1530434E+1
15547993,4/10/2021,5:08:39 AM,-2.4899273E+1,1.6695366E+1,3.8365251E+3,2.1530434E+1
15547994,4/10/2021,5:08:39 AM,-2.0749393E+1,2.0375313E+1,3.8365251E+3,2.1552528E+1
15547995,4/10/2021,5:08:39 AM,-1.6501280E+1,2.3170889E+1,3.8365251E+3,2.1574623E+1
15547996,4/10/2021,5:08:40 AM,-1.0159695E+1,2.5375080E+1,3.8400964E+3,2.1574623E+1
15547997,4/10/2021,5:08:40 AM,-4.1323514E+0,2.8358801E+1,3.8418823E+3,2.1574623E+1
15547998,4/10/2021,5:08:40 AM,-1.4066241E+0,3.0052269E+1,3.8427751E+3,2.1596718E+1
15547999,4/10/2021,5:08:40 AM,1.5570509E-1,3.0374832E+1,3.8436680E+3,2.1596718E+1
15548000,4/10/2021,5:08:40 AM,6.1463928E-1,2.9218975E+1,3.8400964E+3,2.1618809E+1
15548001,4/10/2021,5:08:40 AM,1.5840020E+0,2.5321321E+1,3.8418823E+3,2.1640903E+1
15548002,4/10/2021,5:08:40 AM,1.5887563E+0,2.1343023E+1,3.8392036E+3,2.1640903E+1
15548003,4/10/2021,5:08:40 AM,3.1536880E-1,1.6357683E+1,3.8365251E+3,2.1618809E+1
15548004,4/10/2021,5:08:40 AM,-1.8811508E+0,1.1720525E+1,3.8365251E+3,2.1640903E+1
15548005,4/10/2021,5:08:40 AM,-3.3233135E+0,6.9052181E+0,3.8311685E+3,2.1640903E+1
15548006,4/10/2021,5:08:41 AM,-4.2821140E+0,2.6855335E+0,3.8329541E+3,2.1640903E+1
15548007,4/10/2021,5:08:41 AM,-4.2836990E+0,3.4667205E-2,3.8347397E+3,2.1618809E+1
15548008,4/10/2021,5:08:41 AM,-3.3066730E+0,-4.8386045E+0,3.8320613E+3,2.1596718E+1
15548009,4/10/2021,5:08:41 AM,-2.1481886E+0,-9.4365120E+0,3.8293826E+3,2.1596718E+1
15548010,4/10/2021,5:08:41 AM,9.1760445E-1,-1.2659124E+1,3.8329541E+3,2.1618809E+1
15548011,4/10/2021,5:08:41 AM,5.0578709E+0,-1.5328681E+1,3.8329541E+3,2.1618809E+1
15548012,4/10/2021,5:08:41 AM,9.8044605E+0,-1.8960768E+1,3.8347397E+3,2.1640903E+1
