TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,2021-10-02 21:39:08,


Scan Number,Date,Time,X_Accel,Y_Accel,Z_Accel,Wave_Radar
,,,mm/s^2,mm/s^2,mm/s^2,Meters
14413960,2/10/2021,9:38:36 PM,-7.0215141E+1,-6.6946075E+1,3.8166853E+3,2.3585148E+1
14413961,2/10/2021,9:38:36 PM,-6.6385216E+1,-6.9982971E+1,3.8184709E+3,2.3717712E+1
14413962,2/10/2021,9:38:36 PM,-5.6118916E+1,-6.9956100E+1,3.8273987E+3,2.3717712E+1
14413963,2/10/2021,9:38:36 PM,-4.4948322E+1,-6.9982971E+1,3.8273987E+3,2.3673523E+1
14413964,2/10/2021,9:38:36 PM,-3.4921391E+1,-7.1622368E+1,3.8211492E+3,2.3673523E+1
14413965,2/10/2021,9:38:36 PM,-2.0612396E+1,-7.8260536E+1,3.8211492E+3,2.3629333E+1
14413966,2/10/2021,9:38:37 PM,-7.4956150E+0,-7.6433022E+1,3.8291846E+3,2.3540958E+1
14413967,2/10/2021,9:38:37 PM,3.8624887E+0,-7.4793633E+1,3.8256133E+3,2.3540958E+1
14413968,2/10/2021,9:38:37 PM,1.8474625E+1,-7.1756737E+1,3.8309702E+3,2.3540958E+1
14413969,2/10/2021,9:38:37 PM,3.4815006E+1,-6.7429832E+1,3.8398979E+3,2.3518867E+1
14413970,2/10/2021,9:38:37 PM,4.7342022E+1,-6.6220451E+1,3.8336484E+3,2.3474678E+1
14413971,2/10/2021,9:38:37 PM,5.6517864E+1,-6.5064819E+1,3.8309702E+3,2.3320023E+1
14413972,2/10/2021,9:38:37 PM,6.3246811E+1,-5.9125401E+1,3.8363269E+3,2.3297928E+1
14413973,2/10/2021,9:38:37 PM,7.0693878E+1,-5.2944107E+1,3.8398979E+3,2.3209553E+1
14413974,2/10/2021,9:38:37 PM,7.6146187E+1,-4.4989056E+1,3.8452546E+3,2.3143272E+1
14413975,2/10/2021,9:38:37 PM,7.6784508E+1,-3.9103390E+1,3.8390051E+3,2.3121178E+1
14413976,2/10/2021,9:38:38 PM,7.3193962E+1,-3.2088970E+1,3.8390051E+3,2.3010708E+1
14413977,2/10/2021,9:38:38 PM,6.9337448E+1,-2.3757662E+1,3.8407908E+3,2.2988613E+1
14413978,2/10/2021,9:38:38 PM,6.5507530E+1,-1.3499949E+1,3.8434690E+3,2.2966522E+1
14413979,2/10/2021,9:38:38 PM,5.7794506E+1,-2.0383353E+0,3.8434690E+3,2.2944427E+1
14413980,2/10/2021,9:38:38 PM,4.9017612E+1,5.7317624E+0,3.8434690E+3,2.2878147E+1
14413981,2/10/2021,9:38:38 PM,4.4575974E+1,1.3109147E+1,3.8425762E+3,2.2789772E+1
14413982,2/10/2021,9:38:38 PM,3.8804501E+1,2.2440777E+1,3.8425762E+3,2.2789772E+1
14413983,2/10/2021,9:38:38 PM,3.2501095E+1,3.1658964E+1,3.8461475E+3,2.2723488E+1
14413984,2/10/2021,9:38:38 PM,2.7261557E+1,4.0232147E+1,3.8470403E+3,2.2657207E+1
14413985,2/10/2021,9:38:38 PM,2.1463490E+1,4.9799713E+1,3.8515044E+3,2.2657207E+1
14413986,2/10/2021,9:38:39 PM,1.1113189E+1,5.9071655E+1,3.8497185E+3,2.2590927E+1
14413987,2/10/2021,9:38:39 PM,3.4021592E+0,6.6516083E+1,3.8541826E+3,2.2590927E+1
14413988,2/10/2021,9:38:39 PM,-4.3331180E+0,7.1407364E+1,3.8497185E+3,2.2502552E+1
14413989,2/10/2021,9:38:39 PM,-1.3631021E+1,7.7561775E+1,3.8559683E+3,2.2436268E+1
14413990,2/10/2021,9:38:39 PM,-2.2660339E+1,8.0141800E+1,3.8568611E+3,2.2458363E+1
14413991,2/10/2021,9:38:39 PM,-3.1171265E+1,7.6486771E+1,3.8506116E+3,2.2458363E+1
14413992,2/10/2021,9:38:39 PM,-4.1410969E+1,7.1837364E+1,3.8523972E+3,2.2458363E+1
14413993,2/10/2021,9:38:39 PM,-5.1118748E+1,6.5817322E+1,3.8488257E+3,2.2524647E+1
14413994,2/10/2021,9:38:39 PM,-6.4071312E+1,5.5604752E+1,3.8381123E+3,2.2546738E+1
14413995,2/10/2021,9:38:39 PM,-7.0374718E+1,4.4827808E+1,3.8434690E+3,2.2590927E+1
14413996,2/10/2021,9:38:40 PM,-7.2901398E+1,3.2330845E+1,3.8470403E+3,2.2723488E+1
14413997,2/10/2021,9:38:40 PM,-7.5906815E+1,1.0998284E+1,3.8291846E+3,2.2723488E+1
14413998,2/10/2021,9:38:40 PM,-7.9550552E+1,-8.1456957E+0,3.8238276E+3,2.2745583E+1
14413999,2/10/2021,9:38:40 PM,-7.6784508E+1,-2.6660183E+1,3.8247205E+3,2.2789772E+1
14414000,2/10/2021,9:38:40 PM,-7.5002533E+1,-3.9157143E+1,3.8327556E+3,2.2811863E+1
14414001,2/10/2021,9:38:40 PM,-7.3539711E+1,-5.2433483E+1,3.8273987E+3,2.2900238E+1
14414002,2/10/2021,9:38:40 PM,-7.2582237E+1,-6.9284225E+1,3.8193638E+3,2.2900238E+1
14414003,2/10/2021,9:38:40 PM,-7.5002533E+1,-8.3447441E+1,3.8131143E+3,2.2944427E+1
14414004,2/10/2021,9:38:40 PM,-7.6092995E+1,-9.0784370E+1,3.8148999E+3,2.2988613E+1
14414005,2/10/2021,9:38:40 PM,-7.5082321E+1,-9.5944405E+1,3.8184709E+3,2.2988613E+1
14414006,2/10/2021,9:38:41 PM,-7.5561058E+1,-9.9330681E+1,3.8184709E+3,2.3032803E+1
14414007,2/10/2021,9:38:41 PM,-7.4284424E+1,-1.0521635E+2,3.8122214E+3,2.3032803E+1
14414008,2/10/2021,9:38:41 PM,-7.1864128E+1,-1.1005387E+2,3.8131143E+3,2.3054897E+1
14414009,2/10/2021,9:38:41 PM,-6.7395897E+1,-1.1069888E+2,3.8122214E+3,2.3099083E+1
14414010,2/10/2021,9:38:41 PM,-6.2422318E+1,-1.0811886E+2,3.8131143E+3,2.3099083E+1
14414011,2/10/2021,9:38:41 PM,-5.5347614E+1,-1.0360383E+2,3.8220420E+3,2.3099083E+1
14414012,2/10/2021,9:38:41 PM,-4.6890808E+1,-9.7773857E+1,3.8238276E+3,2.3096405E+1
14414013,2/10/2021,9:38:41 PM,-3.9709572E+1,-9.4683151E+1,3.8184709E+3,2.3096405E+1
14414014,2/10/2021,9:38:41 PM,-3.2129383E+1,-9.0544289E+1,3.8166853E+3,2.3096405E+1
14414015,2/10/2021,9:38:41 PM,-2.3432106E+1,-8.2454697E+1,3.8256133E+3,2.3096405E+1
14414016,2/10/2021,9:38:42 PM,-1.3062624E+1,-7.2295677E+1,3.8291846E+3,2.3074314E+1
14414017,2/10/2021,9:38:42 PM,-2.8919077E+0,-6.3802948E+1,3.8309702E+3,2.3074314E+1
14414018,2/10/2021,9:38:42 PM,3.5709119E+0,-5.5310223E+1,3.8291846E+3,2.3074314E+1
14414019,2/10/2021,9:38:42 PM,7.4008379E+0,-4.5581215E+1,3.8291846E+3,2.3074314E+1
14414020,2/10/2021,9:38:42 PM,1.4507010E+1,-3.3003380E+1,3.8327556E+3,2.3074314E+1
14414021,2/10/2021,9:38:42 PM,2.1437319E+1,-1.6676737E+1,3.8416836E+3,2.3052223E+1
14414022,2/10/2021,9:38:42 PM,2.6676962E+1,-1.1236200E+0,3.8461475E+3,2.3052223E+1
14414023,2/10/2021,9:38:42 PM,2.9735636E+1,1.1888788E+1,3.8452546E+3,2.3074314E+1
14414024,2/10/2021,9:38:42 PM,3.1517645E+1,2.3865635E+1,3.8470403E+3,2.3074314E+1
14414025,2/10/2021,9:38:42 PM,3.4230556E+1,3.4051533E+1,3.8497185E+3,2.3052223E+1
14414026,2/10/2021,9:38:43 PM,3.8432907E+1,4.2248627E+1,3.8523972E+3,2.2963852E+1
14414027,2/10/2021,9:38:43 PM,4.4257690E+1,4.9478191E+1,3.8577539E+3,2.2941761E+1
14414028,2/10/2021,9:38:43 PM,5.0561218E+1,5.3213921E+1,3.8559683E+3,2.2941761E+1
