TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,2021-10-08 15:09:10,


Scan Number,Date,Time,X_Accel,Y_Accel,Z_Accel,Wave_Radar
,,,mm/s^2,mm/s^2,mm/s^2,Meters
19363960,8/10/2021,3:08:36 PM,-3.6620251E+1,-9.4633904E+1,3.8785024E+3,2.2616116E+1
19363961,8/10/2021,3:08:36 PM,-3.5875072E+1,-7.6185806E+1,3.9008335E+3,2.2748688E+1
19363962,8/10/2021,3:08:36 PM,-4.2288937E+1,-5.5236725E+1,3.9070862E+3,2.2748688E+1
19363963,8/10/2021,3:08:36 PM,-4.9155235E+1,-4.6658092E+1,3.8945811E+3,2.2837074E+1
19363964,8/10/2021,3:08:36 PM,-4.8383438E+1,-4.1683022E+1,3.8865415E+3,2.2881264E+1
19363965,8/10/2021,3:08:36 PM,-4.3193798E+1,-3.0011776E+1,3.9061931E+3,2.3013836E+1
19363966,8/10/2021,3:08:37 PM,-3.8057384E+1,-1.9092199E+1,3.9133391E+3,2.3080124E+1
19363967,8/10/2021,3:08:37 PM,-2.9700726E+1,-1.7384117E+1,3.9052998E+3,2.3080124E+1
19363968,8/10/2021,3:08:37 PM,-2.8955547E+1,-2.2374371E+1,3.8945811E+3,2.3124317E+1
19363969,8/10/2021,3:08:37 PM,-2.2967497E+1,-2.6193073E+1,3.8883281E+3,2.3124317E+1
19363970,8/10/2021,3:08:37 PM,-1.3254461E+1,-2.6354427E+1,3.8927942E+3,2.3058025E+1
19363971,8/10/2021,3:08:37 PM,-6.6456618E+0,-1.7982744E+1,3.9008335E+3,2.3035934E+1
19363972,8/10/2021,3:08:37 PM,-7.4223938E+0,-8.8729763E+0,3.9017271E+3,2.3080124E+1
19363973,8/10/2021,3:08:37 PM,-7.9226613E+0,-3.6020811E+0,3.8936875E+3,2.3124317E+1
19363974,8/10/2021,3:08:37 PM,-1.0937432E+1,4.0677705E+0,3.8901145E+3,2.3102219E+1
19363975,8/10/2021,3:08:37 PM,-8.4071312E+0,2.1137325E+1,3.9044067E+3,2.3035934E+1
19363976,8/10/2021,3:08:38 PM,-6.0137448E+0,4.0688007E+1,3.9133391E+3,2.3013836E+1
19363977,8/10/2021,3:08:38 PM,-9.0364151E+0,6.0561394E+1,3.9115527E+3,2.3058025E+1
19363978,8/10/2021,3:08:38 PM,-2.5309488E+1,8.8233543E+1,3.9240581E+3,2.3080124E+1
19363979,8/10/2021,3:08:38 PM,-3.0791882E+1,9.7995438E+1,3.9097661E+3,2.3080124E+1
19363980,8/10/2021,3:08:38 PM,-3.1457220E+1,1.1501825E+2,3.9258447E+3,2.3146408E+1
19363981,8/10/2021,3:08:38 PM,-3.6939613E+1,1.3120740E+2,3.9249514E+3,2.3168507E+1
19363982,8/10/2021,3:08:38 PM,-4.3140572E+1,1.3889857E+2,3.9169121E+3,2.3146408E+1
19363983,8/10/2021,3:08:38 PM,-4.9314915E+1,1.5011266E+2,3.9294177E+3,2.3124317E+1
19363984,8/10/2021,3:08:38 PM,-5.4664238E+1,1.5532976E+2,3.9312043E+3,2.3124317E+1
19363985,8/10/2021,3:08:38 PM,-5.3227108E+1,1.5791142E+2,3.9204851E+3,2.3102219E+1
19363986,8/10/2021,3:08:39 PM,-5.2881134E+1,1.5831480E+2,3.9276311E+3,2.3080124E+1
19363987,8/10/2021,3:08:39 PM,-4.8942326E+1,1.5253296E+2,3.9213784E+3,2.3080124E+1
19363988,8/10/2021,3:08:39 PM,-3.8429970E+1,1.4667044E+2,3.9276311E+3,2.3035934E+1
19363989,8/10/2021,3:08:39 PM,-2.5229649E+1,1.3462271E+2,3.9267378E+3,2.3035934E+1
19363990,8/10/2021,3:08:39 PM,-8.2017584E+0,1.1560988E+2,3.9133391E+3,2.3013836E+1
19363991,8/10/2021,3:08:39 PM,5.8557653E+0,9.9071129E+1,3.9204851E+3,2.2991741E+1
19363992,8/10/2021,3:08:39 PM,2.3153791E+1,7.9009491E+1,3.9088728E+3,2.2991741E+1
19363993,8/10/2021,3:08:39 PM,4.0931648E+1,6.5751602E+1,3.9258447E+3,2.2969646E+1
19363994,8/10/2021,3:08:39 PM,5.1071411E+1,4.8943935E+1,3.9052998E+3,2.2969646E+1
19363995,8/10/2021,3:08:39 PM,6.2142651E+1,3.4825493E+1,3.9133391E+3,2.2903358E+1
19363996,8/10/2021,3:08:40 PM,7.6434120E+1,1.9919634E+1,3.9115527E+3,2.2859165E+1
19363997,8/10/2021,3:08:40 PM,7.9095482E+1,9.5354576E+0,3.9079797E+3,2.2859165E+1
19363998,8/10/2021,3:08:40 PM,7.7844643E+1,4.8364387E+0,3.9142322E+3,2.2837074E+1
19363999,8/10/2021,3:08:40 PM,7.5742172E+1,-4.6609035E+0,3.9088728E+3,2.2837074E+1
19364000,8/10/2021,3:08:40 PM,7.4411499E+1,-1.4774105E+1,3.9088728E+3,2.2814976E+1
19364001,8/10/2021,3:08:40 PM,7.5236511E+1,-2.5144276E+1,3.9061931E+3,2.2792881E+1
