TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,9/27/2021 13:39
,,,,,,,
,,,,,,,
Scan Number,Date,Time,X_Accel,Y_Accel,Z_Accel,Wave_Radar,
,,,mm/s^2,mm/s^2,mm/s^2,Meters,
9809912,27/9/2021,1:45:11 PM,-1.40E+01,2.04E+01,3.91E+03,0.00E+00,
9809913,27/9/2021,1:45:11 PM,-1.54E+01,2.35E+01,3.91E+03,0.00E+00,
9809914,27/9/2021,1:45:11 PM,-1.47E+01,2.61E+01,3.91E+03,0.00E+00,
9809915,27/9/2021,1:45:11 PM,-1.12E+01,2.79E+01,3.91E+03,0.00E+00,
9809916,27/9/2021,1:45:12 PM,-9.45E+00,2.95E+01,3.91E+03,0.00E+00,
9809917,27/9/2021,1:45:12 PM,-1.03E+01,3.24E+01,3.91E+03,0.00E+00,
9809918,27/9/2021,1:45:12 PM,-9.90E+00,3.61E+01,3.92E+03,0.00E+00,
9809919,27/9/2021,1:45:12 PM,-8.86E+00,3.91E+01,3.92E+03,0.00E+00,
9809920,27/9/2021,1:45:12 PM,-5.32E+00,4.22E+01,3.92E+03,0.00E+00,
9809921,27/9/2021,1:45:12 PM,-3.29E+00,4.36E+01,3.92E+03,0.00E+00,
9809922,27/9/2021,1:45:12 PM,-3.81E+00,4.36E+01,3.92E+03,0.00E+00,
9809923,27/9/2021,1:45:12 PM,-8.86E-01,4.38E+01,3.92E+03,0.00E+00,
9809924,27/9/2021,1:45:12 PM,2.39E+00,4.44E+01,3.92E+03,0.00E+00,
9809925,27/9/2021,1:45:12 PM,7.10E+00,4.20E+01,3.92E+03,0.00E+00,
9809926,27/9/2021,1:45:13 PM,1.42E+01,3.89E+01,3.92E+03,0.00E+00,
9809927,27/9/2021,1:45:13 PM,1.88E+01,3.70E+01,3.92E+03,0.00E+00,
9809928,27/9/2021,1:45:13 PM,2.27E+01,3.34E+01,3.92E+03,0.00E+00,
9809929,27/9/2021,1:45:13 PM,2.75E+01,2.86E+01,3.92E+03,0.00E+00,
9809930,27/9/2021,1:45:13 PM,3.32E+01,2.32E+01,3.92E+03,0.00E+00,
9809931,27/9/2021,1:45:13 PM,3.74E+01,1.97E+01,3.92E+03,0.00E+00,
9809932,27/9/2021,1:45:13 PM,3.78E+01,1.68E+01,3.92E+03,0.00E+00,
9809933,27/9/2021,1:45:13 PM,3.84E+01,1.32E+01,3.91E+03,0.00E+00,
9809934,27/9/2021,1:45:13 PM,3.93E+01,1.19E+01,3.92E+03,0.00E+00,
9809935,27/9/2021,1:45:13 PM,4.02E+01,1.06E+01,3.92E+03,0.00E+00,
9809936,27/9/2021,1:45:14 PM,3.93E+01,8.03E+00,3.92E+03,0.00E+00,
9809937,27/9/2021,1:45:14 PM,3.89E+01,4.37E+00,3.91E+03,0.00E+00,
9809938,27/9/2021,1:45:14 PM,3.67E+01,3.08E+00,3.91E+03,0.00E+00,
9809939,27/9/2021,1:45:14 PM,3.45E+01,1.75E+00,3.92E+03,0.00E+00,
9809940,27/9/2021,1:45:14 PM,3.33E+01,-1.69E+00,3.91E+03,0.00E+00,
9809941,27/9/2021,1:45:14 PM,3.04E+01,-3.73E+00,3.91E+03,0.00E+00,
9809942,27/9/2021,1:45:14 PM,2.80E+01,-6.60E+00,3.91E+03,0.00E+00,
9809943,27/9/2021,1:45:14 PM,2.39E+01,-8.82E+00,3.91E+03,0.00E+00,
9809944,27/9/2021,1:45:14 PM,1.83E+01,-9.50E+00,3.91E+03,0.00E+00,
9809945,27/9/2021,1:45:14 PM,1.18E+01,-8.55E+00,3.91E+03,0.00E+00,
9809946,27/9/2021,1:45:15 PM,5.94E+00,-6.06E+00,3.91E+03,0.00E+00,
9809947,27/9/2021,1:45:15 PM,-3.69E-01,-3.58E+00,3.91E+03,0.00E+00,
9809948,27/9/2021,1:45:15 PM,-1.01E+01,6.06E-01,3.91E+03,0.00E+00,
9809949,27/9/2021,1:45:15 PM,-1.88E+01,5.12E+00,3.91E+03,0.00E+00,
9809950,27/9/2021,1:45:15 PM,-2.83E+01,1.16E+01,3.91E+03,0.00E+00,
9809951,27/9/2021,1:45:15 PM,-3.65E+01,1.76E+01,3.91E+03,0.00E+00,
9809952,27/9/2021,1:45:15 PM,-4.17E+01,2.23E+01,3.91E+03,0.00E+00,
9809953,27/9/2021,1:45:15 PM,-4.77E+01,2.63E+01,3.91E+03,0.00E+00,
9809954,27/9/2021,1:45:15 PM,-5.28E+01,3.03E+01,3.91E+03,0.00E+00,
9809955,27/9/2021,1:45:15 PM,-5.65E+01,3.46E+01,3.91E+03,0.00E+00,
9809956,27/9/2021,1:45:16 PM,-5.69E+01,3.80E+01,3.91E+03,0.00E+00,
9809957,27/9/2021,1:45:16 PM,-5.42E+01,3.96E+01,3.91E+03,0.00E+00,
9809958,27/9/2021,1:45:16 PM,-5.09E+01,3.86E+01,3.91E+03,0.00E+00,
9809959,27/9/2021,1:45:16 PM,-4.63E+01,3.64E+01,3.91E+03,0.00E+00,
9809960,27/9/2021,1:45:16 PM,-3.90E+01,3.46E+01,3.91E+03,0.00E+00,
9809961,27/9/2021,1:45:16 PM,-2.84E+01,3.34E+01,3.92E+03,0.00E+00,
9809962,27/9/2021,1:45:16 PM,-1.88E+01,2.99E+01,3.91E+03,0.00E+00,
9809963,27/9/2021,1:45:16 PM,-1.19E+01,2.45E+01,3.91E+03,0.00E+00,
9809964,27/9/2021,1:45:16 PM,-5.14E+00,2.13E+01,3.91E+03,0.00E+00,
9809965,27/9/2021,1:45:16 PM,2.01E+00,2.06E+01,3.92E+03,0.00E+00,
9809966,27/9/2021,1:45:17 PM,1.00E+01,1.80E+01,3.92E+03,0.00E+00,
9809967,27/9/2021,1:45:17 PM,1.92E+01,1.37E+01,3.92E+03,0.00E+00,
9809968,27/9/2021,1:45:17 PM,2.50E+01,9.56E+00,3.91E+03,0.00E+00,
9809969,27/9/2021,1:45:17 PM,2.86E+01,5.33E+00,3.91E+03,0.00E+00,
9809970,27/9/2021,1:45:17 PM,3.29E+01,2.56E+00,3.91E+03,0.00E+00,
9809971,27/9/2021,1:45:17 PM,3.77E+01,9.29E-01,3.92E+03,0.00E+00,
9809972,27/9/2021,1:45:17 PM,4.25E+01,-2.62E+00,3.92E+03,0.00E+00,
9809973,27/9/2021,1:45:17 PM,4.55E+01,-7.51E+00,3.91E+03,0.00E+00,
9809974,27/9/2021,1:45:17 PM,4.71E+01,-1.20E+01,3.91E+03,0.00E+00,
9809975,27/9/2021,1:45:17 PM,4.88E+01,-1.43E+01,3.91E+03,0.00E+00,
9809976,27/9/2021,1:45:18 PM,4.79E+01,-1.41E+01,3.91E+03,0.00E+00,
9809977,27/9/2021,1:45:18 PM,4.58E+01,-1.27E+01,3.91E+03,0.00E+00,
9809978,27/9/2021,1:45:18 PM,4.27E+01,-1.11E+01,3.91E+03,0.00E+00,
9809979,27/9/2021,1:45:18 PM,3.76E+01,-8.32E+00,3.91E+03,0.00E+00,
9809980,27/9/2021,1:45:18 PM,2.97E+01,-1.44E+00,3.91E+03,0.00E+00,
9809981,27/9/2021,1:45:18 PM,2.22E+01,6.50E+00,3.91E+03,0.00E+00,
9809982,27/9/2021,1:45:18 PM,1.49E+01,1.38E+01,3.91E+03,0.00E+00,
9809983,27/9/2021,1:45:18 PM,9.85E+00,1.99E+01,3.91E+03,0.00E+00,
9809984,27/9/2021,1:45:18 PM,4.19E+00,2.67E+01,3.91E+03,0.00E+00,
9809985,27/9/2021,1:45:18 PM,-2.27E+00,3.49E+01,3.92E+03,0.00E+00,
9809986,27/9/2021,1:45:19 PM,-7.77E+00,4.26E+01,3.92E+03,0.00E+00,
9809987,27/9/2021,1:45:19 PM,-1.16E+01,4.80E+01,3.92E+03,0.00E+00,
9809988,27/9/2021,1:45:19 PM,-1.46E+01,5.22E+01,3.92E+03,0.00E+00,
9809989,27/9/2021,1:45:19 PM,-1.70E+01,5.57E+01,3.92E+03,0.00E+00,
9809990,27/9/2021,1:45:19 PM,-1.94E+01,5.85E+01,3.92E+03,0.00E+00,
9809991,27/9/2021,1:45:19 PM,-2.09E+01,6.00E+01,3.92E+03,0.00E+00,
9809992,27/9/2021,1:45:19 PM,-2.23E+01,6.13E+01,3.92E+03,0.00E+00,
9809993,27/9/2021,1:45:19 PM,-2.32E+01,6.08E+01,3.92E+03,0.00E+00,
9809994,27/9/2021,1:45:19 PM,-2.24E+01,5.58E+01,3.91E+03,0.00E+00,
9809995,27/9/2021,1:45:19 PM,-1.98E+01,5.18E+01,3.92E+03,0.00E+00,
9809996,27/9/2021,1:45:20 PM,-1.66E+01,4.72E+01,3.92E+03,0.00E+00,
9809997,27/9/2021,1:45:20 PM,-1.35E+01,4.10E+01,3.92E+03,0.00E+00,
9809998,27/9/2021,1:45:20 PM,-9.75E+00,3.38E+01,3.92E+03,0.00E+00,
9809999,27/9/2021,1:45:20 PM,-5.80E+00,2.49E+01,3.91E+03,0.00E+00,
9810000,27/9/2021,1:45:20 PM,-1.16E+00,1.79E+01,3.91E+03,0.00E+00,
9810001,27/9/2021,1:45:20 PM,3.34E+00,1.14E+01,3.91E+03,0.00E+00,
9810002,27/9/2021,1:45:20 PM,7.66E+00,4.71E+00,3.91E+03,0.00E+00,
9810003,27/9/2021,1:45:20 PM,1.33E+01,-2.58E+00,3.91E+03,0.00E+00,
9810004,27/9/2021,1:45:20 PM,1.70E+01,-9.45E+00,3.91E+03,0.00E+00,
9810005,27/9/2021,1:45:20 PM,1.80E+01,-1.46E+01,3.91E+03,0.00E+00,
9810006,27/9/2021,1:45:21 PM,2.05E+01,-1.82E+01,3.91E+03,0.00E+00,
9810007,27/9/2021,1:45:21 PM,2.03E+01,-2.05E+01,3.91E+03,0.00E+00,
9810008,27/9/2021,1:45:21 PM,1.92E+01,-2.25E+01,3.91E+03,0.00E+00,
9810009,27/9/2021,1:45:21 PM,1.74E+01,-2.45E+01,3.91E+03,0.00E+00,
9810010,27/9/2021,1:45:21 PM,1.51E+01,-2.54E+01,3.90E+03,0.00E+00,
9810011,27/9/2021,1:45:21 PM,1.33E+01,-2.38E+01,3.91E+03,0.00E+00,
9810012,27/9/2021,1:45:21 PM,1.06E+01,-1.99E+01,3.91E+03,0.00E+00,
9810013,27/9/2021,1:45:21 PM,8.19E+00,-1.67E+01,3.91E+03,0.00E+00,
9810014,27/9/2021,1:45:21 PM,8.33E+00,-1.50E+01,3.91E+03,0.00E+00,
9810015,27/9/2021,1:45:21 PM,7.50E+00,-1.20E+01,3.91E+03,0.00E+00,
9810016,27/9/2021,1:45:22 PM,6.06E+00,-7.30E+00,3.91E+03,0.00E+00,
9810017,27/9/2021,1:45:22 PM,3.72E+00,-1.94E+00,3.91E+03,0.00E+00,
9810018,27/9/2021,1:45:22 PM,1.60E+00,4.08E+00,3.91E+03,0.00E+00,
9810019,27/9/2021,1:45:22 PM,-4.49E-01,1.03E+01,3.91E+03,0.00E+00,
9810020,27/9/2021,1:45:22 PM,-3.03E+00,1.56E+01,3.91E+03,0.00E+00,
9810021,27/9/2021,1:45:22 PM,-5.98E+00,2.26E+01,3.91E+03,0.00E+00,
9810022,27/9/2021,1:45:22 PM,-8.96E+00,3.07E+01,3.92E+03,0.00E+00,
9810023,27/9/2021,1:45:22 PM,-1.20E+01,3.85E+01,3.92E+03,0.00E+00,
9810024,27/9/2021,1:45:22 PM,-1.42E+01,4.48E+01,3.92E+03,0.00E+00,
9810025,27/9/2021,1:45:22 PM,-1.51E+01,4.83E+01,3.92E+03,0.00E+00,
9810026,27/9/2021,1:45:23 PM,-1.47E+01,5.10E+01,3.92E+03,0.00E+00,
9810027,27/9/2021,1:45:23 PM,-1.26E+01,5.28E+01,3.92E+03,0.00E+00,
9810028,27/9/2021,1:45:23 PM,-9.72E+00,5.37E+01,3.92E+03,0.00E+00,
9810029,27/9/2021,1:45:23 PM,-5.94E+00,5.20E+01,3.92E+03,0.00E+00,
9810030,27/9/2021,1:45:23 PM,-1.84E+00,4.84E+01,3.92E+03,0.00E+00,
9810031,27/9/2021,1:45:23 PM,2.72E+00,4.36E+01,3.92E+03,0.00E+00,
9810032,27/9/2021,1:45:23 PM,7.37E+00,3.93E+01,3.91E+03,0.00E+00,
9810033,27/9/2021,1:45:23 PM,1.15E+01,3.58E+01,3.92E+03,0.00E+00,
9810034,27/9/2021,1:45:23 PM,1.52E+01,3.27E+01,3.92E+03,0.00E+00,
9810035,27/9/2021,1:45:23 PM,1.79E+01,2.97E+01,3.92E+03,0.00E+00,
9810036,27/9/2021,1:45:24 PM,2.00E+01,2.55E+01,3.91E+03,0.00E+00,
9810037,27/9/2021,1:45:24 PM,2.02E+01,2.31E+01,3.91E+03,0.00E+00,
9810038,27/9/2021,1:45:24 PM,2.05E+01,2.20E+01,3.92E+03,0.00E+00,
9810039,27/9/2021,1:45:24 PM,2.09E+01,1.99E+01,3.91E+03,0.00E+00,
9810040,27/9/2021,1:45:24 PM,2.05E+01,1.82E+01,3.92E+03,0.00E+00,
9810041,27/9/2021,1:45:24 PM,1.99E+01,1.69E+01,3.91E+03,0.00E+00,
9810042,27/9/2021,1:45:24 PM,1.84E+01,1.62E+01,3.92E+03,0.00E+00,
9810043,27/9/2021,1:45:24 PM,1.61E+01,1.50E+01,3.92E+03,0.00E+00,
9810044,27/9/2021,1:45:24 PM,1.46E+01,1.17E+01,3.91E+03,0.00E+00,
9810045,27/9/2021,1:45:24 PM,1.28E+01,7.78E+00,3.91E+03,0.00E+00,
9810046,27/9/2021,1:45:25 PM,1.21E+01,4.92E+00,3.91E+03,0.00E+00,
9810047,27/9/2021,1:45:25 PM,9.57E+00,2.36E+00,3.91E+03,0.00E+00,
9810048,27/9/2021,1:45:25 PM,5.49E+00,-1.09E+00,3.91E+03,0.00E+00,
9810049,27/9/2021,1:45:25 PM,1.99E+00,-3.53E+00,3.91E+03,0.00E+00,
9810050,27/9/2021,1:45:25 PM,-1.78E+00,-5.08E+00,3.91E+03,0.00E+00,
9810051,27/9/2021,1:45:25 PM,-4.95E+00,-5.59E+00,3.91E+03,0.00E+00,
9810052,27/9/2021,1:45:25 PM,-5.95E+00,-5.84E+00,3.91E+03,0.00E+00,
9810053,27/9/2021,1:45:25 PM,-9.27E+00,-5.00E+00,3.91E+03,0.00E+00,
9810054,27/9/2021,1:45:25 PM,-1.25E+01,-4.74E+00,3.91E+03,0.00E+00,
9810055,27/9/2021,1:45:25 PM,-1.40E+01,-4.79E+00,3.91E+03,0.00E+00,
9810056,27/9/2021,1:45:26 PM,-1.52E+01,-2.39E+00,3.91E+03,0.00E+00,
9810057,27/9/2021,1:45:26 PM,-1.51E+01,1.55E+00,3.91E+03,0.00E+00,
9810058,27/9/2021,1:45:26 PM,-1.50E+01,4.70E+00,3.91E+03,0.00E+00,
9810059,27/9/2021,1:45:26 PM,-1.43E+01,6.57E+00,3.91E+03,0.00E+00,
9810060,27/9/2021,1:45:26 PM,-1.40E+01,8.26E+00,3.91E+03,0.00E+00,
9810061,27/9/2021,1:45:26 PM,-1.34E+01,1.08E+01,3.91E+03,0.00E+00,
9810062,27/9/2021,1:45:26 PM,-1.09E+01,1.41E+01,3.91E+03,0.00E+00,
9810063,27/9/2021,1:45:26 PM,-8.27E+00,1.50E+01,3.91E+03,0.00E+00,
9810064,27/9/2021,1:45:26 PM,-5.85E+00,1.49E+01,3.91E+03,0.00E+00,
9810065,27/9/2021,1:45:26 PM,-5.71E+00,1.57E+01,3.91E+03,0.00E+00,
9810066,27/9/2021,1:45:27 PM,-5.20E+00,1.68E+01,3.91E+03,0.00E+00,
9810067,27/9/2021,1:45:27 PM,-2.26E+00,1.96E+01,3.91E+03,0.00E+00,
9810068,27/9/2021,1:45:27 PM,1.94E-01,2.22E+01,3.91E+03,0.00E+00,
9810069,27/9/2021,1:45:27 PM,2.03E+00,2.30E+01,3.91E+03,0.00E+00,
9810070,27/9/2021,1:45:27 PM,3.43E+00,2.30E+01,3.91E+03,0.00E+00,
9810071,27/9/2021,1:45:27 PM,4.50E+00,2.43E+01,3.91E+03,0.00E+00,
9810072,27/9/2021,1:45:27 PM,6.48E+00,2.73E+01,3.91E+03,0.00E+00,
9810073,27/9/2021,1:45:27 PM,8.76E+00,2.97E+01,3.92E+03,0.00E+00,
9810074,27/9/2021,1:45:27 PM,1.14E+01,3.14E+01,3.92E+03,0.00E+00,
9810075,27/9/2021,1:45:27 PM,1.24E+01,3.28E+01,3.92E+03,0.00E+00,
9810076,27/9/2021,1:45:28 PM,1.20E+01,3.45E+01,3.91E+03,0.00E+00,
9810077,27/9/2021,1:45:28 PM,1.31E+01,3.77E+01,3.92E+03,0.00E+00,
9810078,27/9/2021,1:45:28 PM,1.54E+01,3.93E+01,3.92E+03,0.00E+00,
9810079,27/9/2021,1:45:28 PM,1.78E+01,3.94E+01,3.92E+03,0.00E+00,
9810080,27/9/2021,1:45:28 PM,2.04E+01,3.81E+01,3.92E+03,0.00E+00,
9810081,27/9/2021,1:45:28 PM,2.18E+01,3.57E+01,3.91E+03,0.00E+00,
9810082,27/9/2021,1:45:28 PM,2.12E+01,3.61E+01,3.92E+03,0.00E+00,
9810083,27/9/2021,1:45:28 PM,2.10E+01,3.65E+01,3.92E+03,0.00E+00,
9810084,27/9/2021,1:45:28 PM,2.13E+01,3.53E+01,3.92E+03,0.00E+00,
9810085,27/9/2021,1:45:28 PM,2.16E+01,3.20E+01,3.92E+03,0.00E+00,
9810086,27/9/2021,1:45:29 PM,2.00E+01,2.96E+01,3.91E+03,0.00E+00,
9810087,27/9/2021,1:45:29 PM,1.89E+01,2.81E+01,3.92E+03,0.00E+00,
9810088,27/9/2021,1:45:29 PM,1.97E+01,2.62E+01,3.92E+03,0.00E+00,
9810089,27/9/2021,1:45:29 PM,2.13E+01,2.27E+01,3.92E+03,0.00E+00,
9810090,27/9/2021,1:45:29 PM,2.26E+01,1.82E+01,3.92E+03,0.00E+00,
9810091,27/9/2021,1:45:29 PM,2.39E+01,1.26E+01,3.91E+03,0.00E+00,
9810092,27/9/2021,1:45:29 PM,2.28E+01,9.03E+00,3.91E+03,0.00E+00,
9810093,27/9/2021,1:45:29 PM,2.18E+01,6.95E+00,3.91E+03,0.00E+00,
9810094,27/9/2021,1:45:29 PM,2.09E+01,5.64E+00,3.92E+03,0.00E+00,
9810095,27/9/2021,1:45:29 PM,1.85E+01,1.63E+00,3.91E+03,0.00E+00,
9810096,27/9/2021,1:45:30 PM,1.43E+01,-1.25E+00,3.91E+03,0.00E+00,
9810097,27/9/2021,1:45:30 PM,8.96E+00,-2.44E+00,3.91E+03,0.00E+00,
9810098,27/9/2021,1:45:30 PM,2.46E+00,-2.33E+00,3.91E+03,0.00E+00,
9810099,27/9/2021,1:45:30 PM,-2.81E+00,-3.69E+00,3.91E+03,0.00E+00,
9810100,27/9/2021,1:45:30 PM,-6.80E+00,-6.52E+00,3.91E+03,0.00E+00,
9810101,27/9/2021,1:45:30 PM,-1.12E+01,-8.78E+00,3.91E+03,0.00E+00,
9810102,27/9/2021,1:45:30 PM,-1.57E+01,-1.08E+01,3.90E+03,0.00E+00,
9810103,27/9/2021,1:45:30 PM,-2.02E+01,-1.07E+01,3.91E+03,0.00E+00,
9810104,27/9/2021,1:45:30 PM,-2.28E+01,-9.40E+00,3.90E+03,0.00E+00,
9810105,27/9/2021,1:45:30 PM,-2.41E+01,-6.98E+00,3.91E+03,0.00E+00,
9810106,27/9/2021,1:45:31 PM,-2.50E+01,-3.36E+00,3.91E+03,0.00E+00,
9810107,27/9/2021,1:45:31 PM,-2.59E+01,-8.82E-01,3.90E+03,0.00E+00,
9810108,27/9/2021,1:45:31 PM,-2.60E+01,4.54E+00,3.91E+03,0.00E+00,
9810109,27/9/2021,1:45:31 PM,-2.68E+01,1.17E+01,3.91E+03,0.00E+00,
9810110,27/9/2021,1:45:31 PM,-2.82E+01,1.63E+01,3.91E+03,0.00E+00,
9810111,27/9/2021,1:45:31 PM,-2.86E+01,1.89E+01,3.91E+03,0.00E+00,
9810112,27/9/2021,1:45:31 PM,-2.89E+01,2.29E+01,3.91E+03,0.00E+00,
9810113,27/9/2021,1:45:31 PM,-2.92E+01,2.78E+01,3.92E+03,0.00E+00,
9810114,27/9/2021,1:45:31 PM,-2.82E+01,3.05E+01,3.91E+03,0.00E+00,
9810115,27/9/2021,1:45:31 PM,-2.71E+01,3.23E+01,3.91E+03,0.00E+00,
9810116,27/9/2021,1:45:32 PM,-2.49E+01,3.37E+01,3.91E+03,0.00E+00,
9810117,27/9/2021,1:45:32 PM,-2.08E+01,3.42E+01,3.91E+03,0.00E+00,
9810118,27/9/2021,1:45:32 PM,-1.71E+01,3.42E+01,3.91E+03,0.00E+00,
9810119,27/9/2021,1:45:32 PM,-1.21E+01,3.22E+01,3.91E+03,0.00E+00,
9810120,27/9/2021,1:45:32 PM,-5.50E+00,3.02E+01,3.92E+03,0.00E+00,
9810121,27/9/2021,1:45:32 PM,5.54E-01,2.67E+01,3.91E+03,0.00E+00,
9810122,27/9/2021,1:45:32 PM,6.69E+00,2.26E+01,3.91E+03,0.00E+00,
9810123,27/9/2021,1:45:32 PM,1.33E+01,2.03E+01,3.91E+03,0.00E+00,
9810124,27/9/2021,1:45:32 PM,1.88E+01,1.89E+01,3.92E+03,0.00E+00,
9810125,27/9/2021,1:45:32 PM,2.48E+01,1.60E+01,3.91E+03,0.00E+00,
9810126,27/9/2021,1:45:33 PM,3.10E+01,1.29E+01,3.91E+03,0.00E+00,
9810127,27/9/2021,1:45:33 PM,3.55E+01,1.10E+01,3.91E+03,0.00E+00,
9810128,27/9/2021,1:45:33 PM,3.87E+01,1.13E+01,3.92E+03,0.00E+00,
9810129,27/9/2021,1:45:33 PM,4.17E+01,1.24E+01,3.92E+03,0.00E+00,
9810130,27/9/2021,1:45:33 PM,4.25E+01,1.15E+01,3.91E+03,0.00E+00,
9810131,27/9/2021,1:45:33 PM,4.37E+01,9.39E+00,3.92E+03,0.00E+00,
9810132,27/9/2021,1:45:33 PM,4.57E+01,8.92E+00,3.91E+03,0.00E+00,
9810133,27/9/2021,1:45:33 PM,4.43E+01,1.02E+01,3.91E+03,0.00E+00,
9810134,27/9/2021,1:45:33 PM,4.25E+01,1.15E+01,3.92E+03,0.00E+00,
9810135,27/9/2021,1:45:33 PM,3.98E+01,1.31E+01,3.91E+03,0.00E+00,
9810136,27/9/2021,1:45:34 PM,3.62E+01,1.46E+01,3.91E+03,0.00E+00,
9810137,27/9/2021,1:45:34 PM,3.27E+01,1.74E+01,3.91E+03,0.00E+00,
9810138,27/9/2021,1:45:34 PM,2.93E+01,2.12E+01,3.92E+03,0.00E+00,
9810139,27/9/2021,1:45:34 PM,2.44E+01,2.66E+01,3.92E+03,0.00E+00,
9810140,27/9/2021,1:45:34 PM,1.82E+01,3.14E+01,3.92E+03,0.00E+00,
9810141,27/9/2021,1:45:34 PM,1.36E+01,3.45E+01,3.92E+03,0.00E+00,
9810142,27/9/2021,1:45:34 PM,1.01E+01,3.79E+01,3.92E+03,0.00E+00,
9810143,27/9/2021,1:45:34 PM,5.53E+00,4.20E+01,3.92E+03,0.00E+00,
9810144,27/9/2021,1:45:34 PM,4.85E-01,4.52E+01,3.92E+03,0.00E+00,
9810145,27/9/2021,1:45:34 PM,-3.91E+00,4.54E+01,3.92E+03,0.00E+00,
9810146,27/9/2021,1:45:35 PM,-7.76E+00,4.40E+01,3.92E+03,0.00E+00,
9810147,27/9/2021,1:45:35 PM,-9.83E+00,4.08E+01,3.92E+03,0.00E+00,
9810148,27/9/2021,1:45:35 PM,-1.09E+01,3.77E+01,3.92E+03,0.00E+00,
9810149,27/9/2021,1:45:35 PM,-1.49E+01,3.48E+01,3.92E+03,0.00E+00,
9810150,27/9/2021,1:45:35 PM,-1.89E+01,2.98E+01,3.91E+03,0.00E+00,
9810151,27/9/2021,1:45:35 PM,-2.29E+01,2.49E+01,3.91E+03,0.00E+00,
9810152,27/9/2021,1:45:35 PM,-2.61E+01,1.90E+01,3.91E+03,0.00E+00,
9810153,27/9/2021,1:45:35 PM,-2.78E+01,1.41E+01,3.91E+03,0.00E+00,
9810154,27/9/2021,1:45:35 PM,-3.05E+01,9.62E+00,3.91E+03,0.00E+00,
9810155,27/9/2021,1:45:35 PM,-3.27E+01,3.28E+00,3.90E+03,0.00E+00,
9810156,27/9/2021,1:45:36 PM,-3.21E+01,-1.89E+00,3.91E+03,0.00E+00,
9810157,27/9/2021,1:45:36 PM,-3.05E+01,-5.61E+00,3.91E+03,0.00E+00,
9810158,27/9/2021,1:45:36 PM,-2.62E+01,-1.10E+01,3.90E+03,0.00E+00,
9810159,27/9/2021,1:45:36 PM,-1.95E+01,-1.65E+01,3.91E+03,0.00E+00,
9810160,27/9/2021,1:45:36 PM,-1.49E+01,-1.92E+01,3.90E+03,0.00E+00,
9810161,27/9/2021,1:45:36 PM,-1.01E+01,-2.10E+01,3.91E+03,0.00E+00,
9810162,27/9/2021,1:45:36 PM,-3.65E+00,-2.26E+01,3.91E+03,0.00E+00,
9810163,27/9/2021,1:45:36 PM,9.46E-01,-2.22E+01,3.91E+03,0.00E+00,
9810164,27/9/2021,1:45:36 PM,3.95E+00,-2.05E+01,3.91E+03,0.00E+00,
9810165,27/9/2021,1:45:36 PM,7.70E+00,-1.72E+01,3.91E+03,0.00E+00,
9810166,27/9/2021,1:45:37 PM,9.68E+00,-1.44E+01,3.91E+03,0.00E+00,
9810167,27/9/2021,1:45:37 PM,9.27E+00,-1.16E+01,3.91E+03,0.00E+00,
9810168,27/9/2021,1:45:37 PM,9.20E+00,-6.84E+00,3.91E+03,0.00E+00,
9810169,27/9/2021,1:45:37 PM,9.63E+00,-2.01E+00,3.91E+03,0.00E+00,
9810170,27/9/2021,1:45:37 PM,8.96E+00,3.46E+00,3.91E+03,0.00E+00,
9810171,27/9/2021,1:45:37 PM,9.22E+00,8.69E+00,3.91E+03,0.00E+00,
9810172,27/9/2021,1:45:37 PM,9.63E+00,1.26E+01,3.91E+03,0.00E+00,
9810173,27/9/2021,1:45:37 PM,7.02E+00,1.94E+01,3.91E+03,0.00E+00,
9810174,27/9/2021,1:45:37 PM,7.94E+00,2.56E+01,3.91E+03,0.00E+00,
9810175,27/9/2021,1:45:37 PM,1.15E+01,3.07E+01,3.92E+03,0.00E+00,
9810176,27/9/2021,1:45:38 PM,1.47E+01,3.37E+01,3.92E+03,0.00E+00,
9810177,27/9/2021,1:45:38 PM,1.74E+01,3.66E+01,3.92E+03,0.00E+00,
9810178,27/9/2021,1:45:38 PM,1.77E+01,4.12E+01,3.92E+03,0.00E+00,
9810179,27/9/2021,1:45:38 PM,1.79E+01,4.51E+01,3.92E+03,0.00E+00,
9810180,27/9/2021,1:45:38 PM,1.80E+01,4.83E+01,3.92E+03,0.00E+00,
9810181,27/9/2021,1:45:38 PM,2.00E+01,4.86E+01,3.92E+03,0.00E+00,
9810182,27/9/2021,1:45:38 PM,2.15E+01,4.88E+01,3.92E+03,0.00E+00,
9810183,27/9/2021,1:45:38 PM,1.95E+01,5.08E+01,3.92E+03,0.00E+00,
9810184,27/9/2021,1:45:38 PM,1.48E+01,5.32E+01,3.92E+03,0.00E+00,
9810185,27/9/2021,1:45:38 PM,1.27E+01,5.24E+01,3.92E+03,0.00E+00,
9810186,27/9/2021,1:45:39 PM,1.16E+01,4.64E+01,3.92E+03,0.00E+00,
9810187,27/9/2021,1:45:39 PM,1.13E+01,4.18E+01,3.92E+03,0.00E+00,
9810188,27/9/2021,1:45:39 PM,8.66E+00,3.89E+01,3.92E+03,0.00E+00,
9810189,27/9/2021,1:45:39 PM,5.52E+00,3.48E+01,3.91E+03,0.00E+00,
9810190,27/9/2021,1:45:39 PM,4.00E+00,3.08E+01,3.91E+03,0.00E+00,
