TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,9/27/2021 13:39
,,,,,,,
,,,,,,,
Scan Number,Date,Time,X_Accel,Y_Accel,Z_Accel,Wave_Radar,
,,,mm/s^2,mm/s^2,mm/s^2,Meters,
9815714,27/9/2021,1:54:51 PM,-2.01E+01,1.93E+01,3.91E+03,0.00E+00,
9815715,27/9/2021,1:54:51 PM,-2.11E+01,1.60E+01,3.90E+03,0.00E+00,
9815716,27/9/2021,1:54:52 PM,-2.13E+01,1.42E+01,3.91E+03,0.00E+00,
9815717,27/9/2021,1:54:52 PM,-2.39E+01,1.30E+01,3.90E+03,0.00E+00,
9815718,27/9/2021,1:54:52 PM,-2.59E+01,1.14E+01,3.90E+03,0.00E+00,
9815719,27/9/2021,1:54:52 PM,-2.90E+01,1.05E+01,3.90E+03,0.00E+00,
9815720,27/9/2021,1:54:52 PM,-2.92E+01,9.75E+00,3.90E+03,0.00E+00,
9815721,27/9/2021,1:54:52 PM,-2.76E+01,8.95E+00,3.90E+03,0.00E+00,
9815722,27/9/2021,1:54:52 PM,-2.55E+01,7.95E+00,3.90E+03,0.00E+00,
9815723,27/9/2021,1:54:52 PM,-2.27E+01,9.10E+00,3.90E+03,0.00E+00,
9815724,27/9/2021,1:54:52 PM,-2.09E+01,1.06E+01,3.90E+03,0.00E+00,
9815725,27/9/2021,1:54:52 PM,-1.70E+01,1.02E+01,3.90E+03,0.00E+00,
9815726,27/9/2021,1:54:53 PM,-9.97E+00,9.57E+00,3.91E+03,0.00E+00,
9815727,27/9/2021,1:54:53 PM,-3.45E+00,7.90E+00,3.91E+03,0.00E+00,
9815728,27/9/2021,1:54:53 PM,9.88E-01,5.71E+00,3.91E+03,0.00E+00,
9815729,27/9/2021,1:54:53 PM,4.39E+00,4.59E+00,3.91E+03,0.00E+00,
9815730,27/9/2021,1:54:53 PM,6.53E+00,4.84E+00,3.91E+03,0.00E+00,
9815731,27/9/2021,1:54:53 PM,1.03E+01,5.29E+00,3.91E+03,0.00E+00,
9815732,27/9/2021,1:54:53 PM,1.41E+01,5.56E+00,3.91E+03,0.00E+00,
9815733,27/9/2021,1:54:53 PM,1.48E+01,7.27E+00,3.91E+03,0.00E+00,
9815734,27/9/2021,1:54:53 PM,1.41E+01,1.03E+01,3.91E+03,0.00E+00,
9815735,27/9/2021,1:54:53 PM,1.56E+01,1.19E+01,3.91E+03,0.00E+00,
9815736,27/9/2021,1:54:54 PM,1.98E+01,1.33E+01,3.91E+03,0.00E+00,
9815737,27/9/2021,1:54:54 PM,2.37E+01,1.47E+01,3.91E+03,0.00E+00,
9815738,27/9/2021,1:54:54 PM,2.72E+01,1.32E+01,3.91E+03,0.00E+00,
9815739,27/9/2021,1:54:54 PM,3.21E+01,1.07E+01,3.91E+03,0.00E+00,
9815740,27/9/2021,1:54:54 PM,3.58E+01,8.89E+00,3.91E+03,0.00E+00,
9815741,27/9/2021,1:54:54 PM,3.96E+01,7.81E+00,3.91E+03,0.00E+00,
9815742,27/9/2021,1:54:54 PM,4.18E+01,7.03E+00,3.91E+03,0.00E+00,
9815743,27/9/2021,1:54:54 PM,4.14E+01,7.60E+00,3.91E+03,0.00E+00,
9815744,27/9/2021,1:54:54 PM,3.74E+01,9.22E+00,3.91E+03,0.00E+00,
9815745,27/9/2021,1:54:54 PM,3.29E+01,1.14E+01,3.91E+03,0.00E+00,
9815746,27/9/2021,1:54:55 PM,2.66E+01,1.47E+01,3.91E+03,0.00E+00,
9815747,27/9/2021,1:54:55 PM,2.04E+01,1.79E+01,3.91E+03,0.00E+00,
9815748,27/9/2021,1:54:55 PM,1.26E+01,2.01E+01,3.91E+03,0.00E+00,
9815749,27/9/2021,1:54:55 PM,4.02E+00,2.25E+01,3.91E+03,0.00E+00,
9815750,27/9/2021,1:54:55 PM,-3.84E+00,2.48E+01,3.91E+03,0.00E+00,
9815751,27/9/2021,1:54:55 PM,-7.79E+00,2.56E+01,3.91E+03,0.00E+00,
9815752,27/9/2021,1:54:55 PM,-1.02E+01,2.58E+01,3.91E+03,0.00E+00,
9815753,27/9/2021,1:54:55 PM,-1.23E+01,2.45E+01,3.91E+03,0.00E+00,
9815754,27/9/2021,1:54:55 PM,-1.32E+01,2.30E+01,3.91E+03,0.00E+00,
9815755,27/9/2021,1:54:55 PM,-1.43E+01,2.10E+01,3.91E+03,0.00E+00,
9815756,27/9/2021,1:54:56 PM,-1.49E+01,1.83E+01,3.90E+03,0.00E+00,
9815757,27/9/2021,1:54:56 PM,-1.39E+01,1.69E+01,3.91E+03,0.00E+00,
9815758,27/9/2021,1:54:56 PM,-1.46E+01,1.62E+01,3.91E+03,0.00E+00,
9815759,27/9/2021,1:54:56 PM,-1.57E+01,1.43E+01,3.91E+03,0.00E+00,
9815760,27/9/2021,1:54:56 PM,-1.74E+01,1.32E+01,3.91E+03,0.00E+00,
9815761,27/9/2021,1:54:56 PM,-2.04E+01,1.29E+01,3.90E+03,0.00E+00,
9815762,27/9/2021,1:54:56 PM,-2.16E+01,1.26E+01,3.91E+03,0.00E+00,
9815763,27/9/2021,1:54:56 PM,-2.15E+01,1.14E+01,3.91E+03,0.00E+00,
9815764,27/9/2021,1:54:56 PM,-2.14E+01,9.65E+00,3.90E+03,0.00E+00,
9815765,27/9/2021,1:54:56 PM,-2.05E+01,7.92E+00,3.90E+03,0.00E+00,
9815766,27/9/2021,1:54:57 PM,-1.87E+01,5.51E+00,3.90E+03,0.00E+00,
9815767,27/9/2021,1:54:57 PM,-1.36E+01,2.65E+00,3.91E+03,0.00E+00,
9815768,27/9/2021,1:54:57 PM,-7.24E+00,3.04E-01,3.90E+03,0.00E+00,
9815769,27/9/2021,1:54:57 PM,-1.66E+00,-2.73E+00,3.91E+03,0.00E+00,
9815770,27/9/2021,1:54:57 PM,5.17E+00,-7.49E+00,3.90E+03,0.00E+00,
9815771,27/9/2021,1:54:57 PM,1.08E+01,-1.14E+01,3.90E+03,0.00E+00,
9815772,27/9/2021,1:54:57 PM,1.45E+01,-1.24E+01,3.90E+03,0.00E+00,
9815773,27/9/2021,1:54:57 PM,1.90E+01,-1.21E+01,3.91E+03,0.00E+00,
9815774,27/9/2021,1:54:57 PM,2.08E+01,-1.21E+01,3.90E+03,0.00E+00,
9815775,27/9/2021,1:54:57 PM,2.11E+01,-1.10E+01,3.90E+03,0.00E+00,
9815776,27/9/2021,1:54:58 PM,1.98E+01,-7.94E+00,3.91E+03,0.00E+00,
9815777,27/9/2021,1:54:58 PM,1.67E+01,-4.73E+00,3.91E+03,0.00E+00,
9815778,27/9/2021,1:54:58 PM,1.28E+01,-1.22E+00,3.91E+03,0.00E+00,
9815779,27/9/2021,1:54:58 PM,1.00E+01,2.97E+00,3.91E+03,0.00E+00,
9815780,27/9/2021,1:54:58 PM,7.45E+00,6.23E+00,3.91E+03,0.00E+00,
9815781,27/9/2021,1:54:58 PM,6.09E+00,9.72E+00,3.91E+03,0.00E+00,
9815782,27/9/2021,1:54:58 PM,5.22E+00,1.31E+01,3.91E+03,0.00E+00,
9815783,27/9/2021,1:54:58 PM,4.72E+00,1.63E+01,3.91E+03,0.00E+00,
9815784,27/9/2021,1:54:58 PM,4.86E+00,1.94E+01,3.91E+03,0.00E+00,
9815785,27/9/2021,1:54:58 PM,4.60E+00,2.24E+01,3.91E+03,0.00E+00,
9815786,27/9/2021,1:54:59 PM,4.19E+00,2.33E+01,3.91E+03,0.00E+00,
9815787,27/9/2021,1:54:59 PM,3.61E+00,2.45E+01,3.91E+03,0.00E+00,
9815788,27/9/2021,1:54:59 PM,3.39E+00,2.75E+01,3.91E+03,0.00E+00,
9815789,27/9/2021,1:54:59 PM,2.17E+00,3.19E+01,3.91E+03,0.00E+00,
9815790,27/9/2021,1:54:59 PM,1.39E+00,3.42E+01,3.91E+03,0.00E+00,
9815791,27/9/2021,1:54:59 PM,7.34E-01,3.59E+01,3.91E+03,0.00E+00,
9815792,27/9/2021,1:54:59 PM,-1.72E+00,3.74E+01,3.91E+03,0.00E+00,
9815793,27/9/2021,1:54:59 PM,-2.76E+00,3.67E+01,3.91E+03,0.00E+00,
9815794,27/9/2021,1:54:59 PM,-2.64E+00,3.51E+01,3.91E+03,0.00E+00,
9815795,27/9/2021,1:54:59 PM,-2.51E+00,3.22E+01,3.91E+03,0.00E+00,
9815796,27/9/2021,1:55:00 PM,-2.78E+00,2.94E+01,3.91E+03,0.00E+00,
9815797,27/9/2021,1:55:00 PM,-2.35E+00,2.81E+01,3.91E+03,0.00E+00,
9815798,27/9/2021,1:55:00 PM,-6.56E-01,2.49E+01,3.91E+03,0.00E+00,
9815799,27/9/2021,1:55:00 PM,1.15E+00,2.16E+01,3.91E+03,0.00E+00,
9815800,27/9/2021,1:55:00 PM,2.33E+00,1.87E+01,3.91E+03,0.00E+00,
9815801,27/9/2021,1:55:00 PM,3.70E+00,1.79E+01,3.91E+03,0.00E+00,
9815802,27/9/2021,1:55:00 PM,5.25E+00,1.74E+01,3.91E+03,0.00E+00,
9815803,27/9/2021,1:55:00 PM,3.96E+00,1.68E+01,3.91E+03,0.00E+00,
9815804,27/9/2021,1:55:00 PM,3.48E+00,1.52E+01,3.91E+03,0.00E+00,
9815805,27/9/2021,1:55:00 PM,3.84E+00,1.34E+01,3.91E+03,0.00E+00,
9815806,27/9/2021,1:55:01 PM,4.51E+00,1.02E+01,3.91E+03,0.00E+00,
9815807,27/9/2021,1:55:01 PM,5.10E+00,6.07E+00,3.91E+03,0.00E+00,
9815808,27/9/2021,1:55:01 PM,4.25E+00,1.94E+00,3.91E+03,0.00E+00,
9815809,27/9/2021,1:55:01 PM,4.43E+00,-1.16E+00,3.91E+03,0.00E+00,
9815810,27/9/2021,1:55:01 PM,4.67E+00,-4.82E+00,3.91E+03,0.00E+00,
9815811,27/9/2021,1:55:01 PM,2.53E+00,-8.87E+00,3.90E+03,0.00E+00,
9815812,27/9/2021,1:55:01 PM,2.06E+00,-1.28E+01,3.90E+03,0.00E+00,
9815813,27/9/2021,1:55:01 PM,2.05E+00,-1.55E+01,3.90E+03,0.00E+00,
9815814,27/9/2021,1:55:01 PM,7.18E-01,-1.72E+01,3.90E+03,0.00E+00,
9815815,27/9/2021,1:55:01 PM,5.24E-01,-1.76E+01,3.90E+03,0.00E+00,
9815816,27/9/2021,1:55:02 PM,4.89E-02,-1.74E+01,3.90E+03,0.00E+00,
9815817,27/9/2021,1:55:02 PM,3.86E-01,-1.75E+01,3.90E+03,0.00E+00,
9815818,27/9/2021,1:55:02 PM,6.93E-01,-1.74E+01,3.90E+03,0.00E+00,
9815819,27/9/2021,1:55:02 PM,1.90E+00,-1.60E+01,3.90E+03,0.00E+00,
9815820,27/9/2021,1:55:02 PM,3.22E+00,-1.40E+01,3.90E+03,0.00E+00,
9815821,27/9/2021,1:55:02 PM,3.09E+00,-1.16E+01,3.90E+03,0.00E+00,
9815822,27/9/2021,1:55:02 PM,2.39E+00,-9.73E+00,3.90E+03,0.00E+00,
9815823,27/9/2021,1:55:02 PM,4.78E+00,-8.51E+00,3.90E+03,0.00E+00,
9815824,27/9/2021,1:55:02 PM,7.77E+00,-7.13E+00,3.90E+03,0.00E+00,
9815825,27/9/2021,1:55:02 PM,8.29E+00,-3.17E+00,3.90E+03,0.00E+00,
9815826,27/9/2021,1:55:03 PM,7.14E+00,2.49E+00,3.91E+03,0.00E+00,
9815827,27/9/2021,1:55:03 PM,7.81E+00,7.01E+00,3.91E+03,0.00E+00,
9815828,27/9/2021,1:55:03 PM,6.31E+00,1.07E+01,3.91E+03,0.00E+00,
9815829,27/9/2021,1:55:03 PM,5.05E+00,1.34E+01,3.90E+03,0.00E+00,
9815830,27/9/2021,1:55:03 PM,4.29E+00,1.78E+01,3.91E+03,0.00E+00,
9815831,27/9/2021,1:55:03 PM,2.26E+00,2.35E+01,3.91E+03,0.00E+00,
9815832,27/9/2021,1:55:03 PM,-1.73E-01,3.06E+01,3.91E+03,0.00E+00,
9815833,27/9/2021,1:55:03 PM,-4.23E+00,3.71E+01,3.91E+03,0.00E+00,
9815834,27/9/2021,1:55:03 PM,-4.16E+00,3.98E+01,3.91E+03,0.00E+00,
9815835,27/9/2021,1:55:03 PM,-2.92E+00,4.34E+01,3.91E+03,0.00E+00,
9815836,27/9/2021,1:55:04 PM,-3.39E+00,4.74E+01,3.91E+03,0.00E+00,
9815837,27/9/2021,1:55:04 PM,-3.24E+00,5.16E+01,3.91E+03,0.00E+00,
9815838,27/9/2021,1:55:04 PM,-3.39E+00,5.51E+01,3.92E+03,0.00E+00,
9815839,27/9/2021,1:55:04 PM,-3.15E+00,5.44E+01,3.91E+03,0.00E+00,
9815840,27/9/2021,1:55:04 PM,-1.52E+00,5.13E+01,3.91E+03,0.00E+00,
9815841,27/9/2021,1:55:04 PM,-1.01E+00,4.66E+01,3.91E+03,0.00E+00,
9815842,27/9/2021,1:55:04 PM,-6.90E-01,4.32E+01,3.91E+03,0.00E+00,
9815843,27/9/2021,1:55:04 PM,-1.16E+00,4.12E+01,3.91E+03,0.00E+00,
9815844,27/9/2021,1:55:04 PM,-2.75E+00,3.80E+01,3.91E+03,0.00E+00,
9815845,27/9/2021,1:55:04 PM,-2.51E+00,3.34E+01,3.91E+03,0.00E+00,
9815846,27/9/2021,1:55:05 PM,-5.37E-01,2.72E+01,3.90E+03,0.00E+00,
9815847,27/9/2021,1:55:05 PM,5.58E-01,2.52E+01,3.91E+03,0.00E+00,
9815848,27/9/2021,1:55:05 PM,3.20E+00,2.49E+01,3.91E+03,0.00E+00,
9815849,27/9/2021,1:55:05 PM,2.66E+00,2.37E+01,3.91E+03,0.00E+00,
9815850,27/9/2021,1:55:05 PM,1.16E+00,2.07E+01,3.91E+03,0.00E+00,
9815851,27/9/2021,1:55:05 PM,3.39E+00,1.59E+01,3.91E+03,0.00E+00,
9815852,27/9/2021,1:55:05 PM,6.46E+00,1.37E+01,3.91E+03,0.00E+00,
9815853,27/9/2021,1:55:05 PM,8.86E+00,1.14E+01,3.91E+03,0.00E+00,
9815854,27/9/2021,1:55:05 PM,9.22E+00,8.39E+00,3.91E+03,0.00E+00,
9815855,27/9/2021,1:55:05 PM,9.26E+00,5.14E+00,3.91E+03,0.00E+00,
9815856,27/9/2021,1:55:06 PM,1.12E+01,-8.29E-01,3.91E+03,0.00E+00,
9815857,27/9/2021,1:55:06 PM,1.41E+01,-7.81E+00,3.90E+03,0.00E+00,
9815858,27/9/2021,1:55:06 PM,1.84E+01,-1.43E+01,3.90E+03,0.00E+00,
9815859,27/9/2021,1:55:06 PM,1.98E+01,-1.90E+01,3.91E+03,0.00E+00,
9815860,27/9/2021,1:55:06 PM,1.74E+01,-2.36E+01,3.90E+03,0.00E+00,
9815861,27/9/2021,1:55:06 PM,1.81E+01,-3.08E+01,3.90E+03,0.00E+00,
9815862,27/9/2021,1:55:06 PM,1.98E+01,-3.75E+01,3.90E+03,0.00E+00,
9815863,27/9/2021,1:55:06 PM,2.10E+01,-4.21E+01,3.90E+03,0.00E+00,
9815864,27/9/2021,1:55:06 PM,2.09E+01,-4.42E+01,3.90E+03,0.00E+00,
9815865,27/9/2021,1:55:06 PM,1.70E+01,-4.42E+01,3.90E+03,0.00E+00,
9815866,27/9/2021,1:55:07 PM,1.31E+01,-4.23E+01,3.90E+03,0.00E+00,
9815867,27/9/2021,1:55:07 PM,1.23E+01,-3.97E+01,3.90E+03,0.00E+00,
9815868,27/9/2021,1:55:07 PM,1.21E+01,-3.77E+01,3.90E+03,0.00E+00,
9815869,27/9/2021,1:55:07 PM,1.20E+01,-3.26E+01,3.90E+03,0.00E+00,
9815870,27/9/2021,1:55:07 PM,8.42E+00,-2.44E+01,3.90E+03,0.00E+00,
9815871,27/9/2021,1:55:07 PM,3.04E+00,-1.66E+01,3.90E+03,0.00E+00,
9815872,27/9/2021,1:55:07 PM,1.41E+00,-1.03E+01,3.90E+03,0.00E+00,
9815873,27/9/2021,1:55:07 PM,8.24E-01,-4.43E+00,3.90E+03,0.00E+00,
9815874,27/9/2021,1:55:07 PM,-4.64E-01,1.26E+00,3.90E+03,0.00E+00,
9815875,27/9/2021,1:55:07 PM,-4.65E+00,9.49E+00,3.91E+03,0.00E+00,
9815876,27/9/2021,1:55:08 PM,-1.22E+01,2.07E+01,3.91E+03,0.00E+00,
9815877,27/9/2021,1:55:08 PM,-1.68E+01,3.04E+01,3.91E+03,0.00E+00,
9815878,27/9/2021,1:55:08 PM,-1.83E+01,3.73E+01,3.91E+03,0.00E+00,
9815879,27/9/2021,1:55:08 PM,-2.23E+01,4.47E+01,3.91E+03,0.00E+00,
9815880,27/9/2021,1:55:08 PM,-2.87E+01,5.44E+01,3.91E+03,0.00E+00,
9815881,27/9/2021,1:55:08 PM,-3.60E+01,6.52E+01,3.92E+03,0.00E+00,
9815882,27/9/2021,1:55:08 PM,-4.21E+01,7.38E+01,3.92E+03,0.00E+00,
9815883,27/9/2021,1:55:08 PM,-4.46E+01,7.89E+01,3.92E+03,0.00E+00,
9815884,27/9/2021,1:55:08 PM,-4.49E+01,7.95E+01,3.91E+03,0.00E+00,
9815885,27/9/2021,1:55:08 PM,-4.22E+01,7.84E+01,3.91E+03,0.00E+00,
9815886,27/9/2021,1:55:09 PM,-3.78E+01,7.73E+01,3.92E+03,0.00E+00,
9815887,27/9/2021,1:55:09 PM,-3.25E+01,7.43E+01,3.92E+03,0.00E+00,
9815888,27/9/2021,1:55:09 PM,-2.38E+01,6.56E+01,3.92E+03,0.00E+00,
9815889,27/9/2021,1:55:09 PM,-1.37E+01,5.25E+01,3.91E+03,0.00E+00,
9815890,27/9/2021,1:55:09 PM,-5.82E+00,4.15E+01,3.91E+03,0.00E+00,
9815891,27/9/2021,1:55:09 PM,2.68E+00,3.23E+01,3.91E+03,0.00E+00,
9815892,27/9/2021,1:55:09 PM,1.02E+01,2.51E+01,3.91E+03,0.00E+00,
9815893,27/9/2021,1:55:09 PM,1.78E+01,1.95E+01,3.92E+03,0.00E+00,
9815894,27/9/2021,1:55:09 PM,2.36E+01,1.12E+01,3.91E+03,0.00E+00,
9815895,27/9/2021,1:55:09 PM,2.81E+01,1.50E+00,3.90E+03,0.00E+00,
9815896,27/9/2021,1:55:10 PM,3.12E+01,-5.24E+00,3.90E+03,0.00E+00,
9815897,27/9/2021,1:55:10 PM,3.38E+01,-8.10E+00,3.91E+03,0.00E+00,
9815898,27/9/2021,1:55:10 PM,3.64E+01,-1.07E+01,3.91E+03,0.00E+00,
9815899,27/9/2021,1:55:10 PM,3.91E+01,-1.61E+01,3.91E+03,0.00E+00,
9815900,27/9/2021,1:55:10 PM,4.22E+01,-2.34E+01,3.90E+03,0.00E+00,
9815901,27/9/2021,1:55:10 PM,4.44E+01,-2.99E+01,3.90E+03,0.00E+00,
9815902,27/9/2021,1:55:10 PM,4.70E+01,-3.31E+01,3.91E+03,0.00E+00,
9815903,27/9/2021,1:55:10 PM,4.82E+01,-3.46E+01,3.90E+03,0.00E+00,
9815904,27/9/2021,1:55:10 PM,4.85E+01,-3.79E+01,3.90E+03,0.00E+00,
9815905,27/9/2021,1:55:10 PM,4.90E+01,-4.13E+01,3.90E+03,0.00E+00,
9815906,27/9/2021,1:55:11 PM,4.79E+01,-4.06E+01,3.90E+03,0.00E+00,
9815907,27/9/2021,1:55:11 PM,4.35E+01,-3.42E+01,3.90E+03,0.00E+00,
9815908,27/9/2021,1:55:11 PM,3.72E+01,-2.58E+01,3.91E+03,0.00E+00,
9815909,27/9/2021,1:55:11 PM,2.92E+01,-1.74E+01,3.90E+03,0.00E+00,
9815910,27/9/2021,1:55:11 PM,2.04E+01,-1.10E+01,3.90E+03,0.00E+00,
9815911,27/9/2021,1:55:11 PM,1.20E+01,-3.22E+00,3.90E+03,0.00E+00,
9815912,27/9/2021,1:55:11 PM,4.08E+00,7.58E+00,3.91E+03,0.00E+00,
9815913,27/9/2021,1:55:11 PM,-6.09E+00,1.83E+01,3.91E+03,0.00E+00,
9815914,27/9/2021,1:55:11 PM,-1.72E+01,2.70E+01,3.91E+03,0.00E+00,
9815915,27/9/2021,1:55:11 PM,-2.51E+01,3.08E+01,3.91E+03,0.00E+00,
9815916,27/9/2021,1:55:12 PM,-2.96E+01,3.42E+01,3.91E+03,0.00E+00,
9815917,27/9/2021,1:55:12 PM,-3.37E+01,3.85E+01,3.91E+03,0.00E+00,
9815918,27/9/2021,1:55:12 PM,-3.63E+01,4.13E+01,3.91E+03,0.00E+00,
9815919,27/9/2021,1:55:12 PM,-3.89E+01,4.15E+01,3.91E+03,0.00E+00,
9815920,27/9/2021,1:55:12 PM,-4.22E+01,3.99E+01,3.91E+03,0.00E+00,
9815921,27/9/2021,1:55:12 PM,-4.39E+01,3.58E+01,3.91E+03,0.00E+00,
9815922,27/9/2021,1:55:12 PM,-4.05E+01,3.16E+01,3.91E+03,0.00E+00,
9815923,27/9/2021,1:55:12 PM,-3.79E+01,2.84E+01,3.91E+03,0.00E+00,
9815924,27/9/2021,1:55:12 PM,-3.66E+01,2.49E+01,3.91E+03,0.00E+00,
9815925,27/9/2021,1:55:12 PM,-3.50E+01,1.98E+01,3.90E+03,0.00E+00,
9815926,27/9/2021,1:55:13 PM,-3.27E+01,1.56E+01,3.90E+03,0.00E+00,
9815927,27/9/2021,1:55:13 PM,-2.90E+01,1.46E+01,3.90E+03,0.00E+00,
9815928,27/9/2021,1:55:13 PM,-2.43E+01,1.29E+01,3.90E+03,0.00E+00,
9815929,27/9/2021,1:55:13 PM,-1.96E+01,1.17E+01,3.91E+03,0.00E+00,
9815930,27/9/2021,1:55:13 PM,-1.44E+01,8.88E+00,3.91E+03,0.00E+00,
9815931,27/9/2021,1:55:13 PM,-7.32E+00,3.92E+00,3.91E+03,0.00E+00,
9815932,27/9/2021,1:55:13 PM,-7.92E-04,-3.42E-01,3.90E+03,0.00E+00,
9815933,27/9/2021,1:55:13 PM,5.07E+00,-2.81E+00,3.90E+03,0.00E+00,
9815934,27/9/2021,1:55:13 PM,9.15E+00,-4.25E+00,3.91E+03,0.00E+00,
9815935,27/9/2021,1:55:13 PM,1.50E+01,-6.69E+00,3.90E+03,0.00E+00,
9815936,27/9/2021,1:55:14 PM,1.91E+01,-7.21E+00,3.91E+03,0.00E+00,
9815937,27/9/2021,1:55:14 PM,2.31E+01,-7.34E+00,3.91E+03,0.00E+00,
9815938,27/9/2021,1:55:14 PM,2.75E+01,-7.70E+00,3.90E+03,0.00E+00,
9815939,27/9/2021,1:55:14 PM,3.14E+01,-6.16E+00,3.91E+03,0.00E+00,
9815940,27/9/2021,1:55:14 PM,3.40E+01,-3.34E+00,3.91E+03,0.00E+00,
9815941,27/9/2021,1:55:14 PM,3.52E+01,-8.76E-01,3.91E+03,0.00E+00,
9815942,27/9/2021,1:55:14 PM,3.73E+01,-4.98E-01,3.91E+03,0.00E+00,
9815943,27/9/2021,1:55:14 PM,4.04E+01,2.79E+00,3.91E+03,0.00E+00,
9815944,27/9/2021,1:55:14 PM,4.05E+01,7.43E+00,3.91E+03,0.00E+00,
9815945,27/9/2021,1:55:14 PM,3.97E+01,1.29E+01,3.91E+03,0.00E+00,
9815946,27/9/2021,1:55:15 PM,3.73E+01,1.93E+01,3.91E+03,0.00E+00,
9815947,27/9/2021,1:55:15 PM,3.23E+01,2.46E+01,3.91E+03,0.00E+00,
9815948,27/9/2021,1:55:15 PM,2.77E+01,2.74E+01,3.91E+03,0.00E+00,
9815949,27/9/2021,1:55:15 PM,2.44E+01,2.98E+01,3.91E+03,0.00E+00,
9815950,27/9/2021,1:55:15 PM,1.88E+01,3.55E+01,3.91E+03,0.00E+00,
9815951,27/9/2021,1:55:15 PM,1.30E+01,4.04E+01,3.92E+03,0.00E+00,
9815952,27/9/2021,1:55:15 PM,9.49E+00,4.08E+01,3.91E+03,0.00E+00,
9815953,27/9/2021,1:55:15 PM,6.50E+00,4.06E+01,3.91E+03,0.00E+00,
9815954,27/9/2021,1:55:15 PM,1.62E+00,3.89E+01,3.91E+03,0.00E+00,
9815955,27/9/2021,1:55:15 PM,-2.26E+00,3.87E+01,3.91E+03,0.00E+00,
9815956,27/9/2021,1:55:16 PM,-8.04E+00,3.94E+01,3.91E+03,0.00E+00,
9815957,27/9/2021,1:55:16 PM,-1.33E+01,3.62E+01,3.91E+03,0.00E+00,
9815958,27/9/2021,1:55:16 PM,-1.66E+01,3.25E+01,3.91E+03,0.00E+00,
9815959,27/9/2021,1:55:16 PM,-1.82E+01,2.67E+01,3.90E+03,0.00E+00,
9815960,27/9/2021,1:55:16 PM,-2.04E+01,2.29E+01,3.91E+03,0.00E+00,
9815961,27/9/2021,1:55:16 PM,-2.21E+01,2.05E+01,3.91E+03,0.00E+00,
9815962,27/9/2021,1:55:16 PM,-2.25E+01,1.54E+01,3.90E+03,0.00E+00,
9815963,27/9/2021,1:55:16 PM,-2.13E+01,9.64E+00,3.90E+03,0.00E+00,
9815964,27/9/2021,1:55:16 PM,-1.83E+01,4.48E+00,3.90E+03,0.00E+00,
9815965,27/9/2021,1:55:16 PM,-1.59E+01,1.42E+00,3.90E+03,0.00E+00,
9815966,27/9/2021,1:55:17 PM,-1.36E+01,-8.55E-01,3.90E+03,0.00E+00,
9815967,27/9/2021,1:55:17 PM,-1.34E+01,-1.11E+00,3.90E+03,0.00E+00,
9815968,27/9/2021,1:55:17 PM,-1.01E+01,-2.55E+00,3.90E+03,0.00E+00,
9815969,27/9/2021,1:55:17 PM,-6.70E+00,-5.66E+00,3.90E+03,0.00E+00,
9815970,27/9/2021,1:55:17 PM,-4.38E+00,-6.07E+00,3.91E+03,0.00E+00,
9815971,27/9/2021,1:55:17 PM,-2.56E+00,-6.51E+00,3.91E+03,0.00E+00,
9815972,27/9/2021,1:55:17 PM,-2.62E+00,-6.77E+00,3.91E+03,0.00E+00,
9815973,27/9/2021,1:55:17 PM,-2.39E+00,-8.02E+00,3.91E+03,0.00E+00,
9815974,27/9/2021,1:55:17 PM,-1.96E-01,-1.10E+01,3.90E+03,0.00E+00,
9815975,27/9/2021,1:55:17 PM,3.16E+00,-1.48E+01,3.90E+03,0.00E+00,
9815976,27/9/2021,1:55:18 PM,5.38E+00,-1.64E+01,3.90E+03,0.00E+00,
9815977,27/9/2021,1:55:18 PM,6.29E+00,-1.65E+01,3.90E+03,0.00E+00,
9815978,27/9/2021,1:55:18 PM,7.84E+00,-1.64E+01,3.90E+03,0.00E+00,
9815979,27/9/2021,1:55:18 PM,7.85E+00,-1.64E+01,3.90E+03,0.00E+00,
9815980,27/9/2021,1:55:18 PM,9.80E+00,-1.69E+01,3.90E+03,0.00E+00,
9815981,27/9/2021,1:55:18 PM,1.08E+01,-1.55E+01,3.90E+03,0.00E+00,
9815982,27/9/2021,1:55:18 PM,9.19E+00,-1.22E+01,3.90E+03,0.00E+00,
9815983,27/9/2021,1:55:18 PM,6.21E+00,-7.98E+00,3.90E+03,0.00E+00,
9815984,27/9/2021,1:55:18 PM,5.51E+00,-4.33E+00,3.91E+03,0.00E+00,
9815985,27/9/2021,1:55:18 PM,5.13E+00,-1.66E+00,3.91E+03,0.00E+00,
9815986,27/9/2021,1:55:19 PM,3.16E+00,1.45E+00,3.90E+03,0.00E+00,
9815987,27/9/2021,1:55:19 PM,2.08E+00,5.65E+00,3.91E+03,0.00E+00,
9815988,27/9/2021,1:55:19 PM,2.02E+00,1.07E+01,3.91E+03,0.00E+00,
9815989,27/9/2021,1:55:19 PM,2.77E+00,1.53E+01,3.91E+03,0.00E+00,
9815990,27/9/2021,1:55:19 PM,4.00E+00,2.02E+01,3.91E+03,0.00E+00,
9815991,27/9/2021,1:55:19 PM,3.04E+00,2.41E+01,3.91E+03,0.00E+00,
