TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,2021-10-03 01:39:08,


Scan Number,Date,Time,X_Accel,Y_Accel,Z_Accel,Wave_Radar
,,,mm/s^2,mm/s^2,mm/s^2,Meters
14557960,3/10/2021,1:38:36 AM,1.8196659E+1,9.1231699E+0,3.8443618E+3,2.2435890E+1
14557961,3/10/2021,1:38:36 AM,2.1728302E+1,9.1896267E+0,3.8461475E+3,2.2413795E+1
14557962,3/10/2021,1:38:36 AM,2.5292065E+1,6.2017355E+0,3.8434690E+3,2.2391701E+1
14557963,3/10/2021,1:38:36 AM,2.6276087E+1,1.4264729E+0,3.8425762E+3,2.2369606E+1
14557964,3/10/2021,1:38:36 AM,2.8483490E+1,-3.4829316E+0,3.8452546E+3,2.2325420E+1
14557965,3/10/2021,1:38:36 AM,3.0983442E+1,-8.8360767E+0,3.8452546E+3,2.2303326E+1
14557966,3/10/2021,1:38:37 AM,2.9786657E+1,-1.5457819E+1,3.8434690E+3,2.2237045E+1
14557967,3/10/2021,1:38:37 AM,2.6249493E+1,-2.4428244E+1,3.8363269E+3,2.2214951E+1
14557968,3/10/2021,1:38:37 AM,2.2871897E+1,-3.4398407E+1,3.8345413E+3,2.2148674E+1
14557969,3/10/2021,1:38:37 AM,1.7836250E+1,-4.2460537E+1,3.8327556E+3,2.2104485E+1
14557970,3/10/2021,1:38:37 AM,1.2979950E+1,-4.8990856E+1,3.8291846E+3,2.2060299E+1
14557971,3/10/2021,1:38:37 AM,7.0713625E+0,-5.3505646E+1,3.8291846E+3,2.1927734E+1
14557972,3/10/2021,1:38:37 AM,-2.8680494E-1,-5.7912941E+1,3.8256133E+3,2.1905640E+1
14557973,3/10/2021,1:38:37 AM,-8.7786970E+0,-6.0788437E+1,3.8220420E+3,2.1927734E+1
14557974,3/10/2021,1:38:37 AM,-1.4071696E+1,-6.2105251E+1,3.8220420E+3,2.1883549E+1
14557975,3/10/2021,1:38:37 AM,-1.9298927E+1,-5.9552242E+1,3.8238276E+3,2.1883549E+1
14557976,3/10/2021,1:38:38 AM,-2.4414421E+1,-5.4714966E+1,3.8265059E+3,2.1883549E+1
14557977,3/10/2021,1:38:38 AM,-3.0318560E+1,-4.8453384E+1,3.8282915E+3,2.1883549E+1
14557978,3/10/2021,1:38:38 AM,-3.4919537E+1,-4.2245544E+1,3.8291846E+3,2.1927734E+1
14557979,3/10/2021,1:38:38 AM,-4.0132202E+1,-3.5768967E+1,3.8300774E+3,2.1949829E+1
14557980,3/10/2021,1:38:38 AM,-4.4414032E+1,-2.9373013E+1,3.8336484E+3,2.1971924E+1
14557981,3/10/2021,1:38:38 AM,-4.7791630E+1,-2.3810146E+1,3.8354341E+3,2.2082394E+1
14557982,3/10/2021,1:38:38 AM,-5.1647934E+1,-1.9745604E+1,3.8363269E+3,2.2104485E+1
14557983,3/10/2021,1:38:38 AM,-5.5344669E+1,-1.8419127E+1,3.8345413E+3,2.2104485E+1
14557984,3/10/2021,1:38:38 AM,-5.7232933E+1,-1.9110277E+1,3.8327556E+3,2.2126579E+1
14557985,3/10/2021,1:38:38 AM,-5.6461674E+1,-2.1015278E+1,3.8309702E+3,2.2148674E+1
14557986,3/10/2021,1:38:39 AM,-5.5238289E+1,-2.1902111E+1,3.8327556E+3,2.2192860E+1
14557987,3/10/2021,1:38:39 AM,-5.3695770E+1,-2.4723856E+1,3.8309702E+3,2.2192860E+1
14557988,3/10/2021,1:38:39 AM,-5.3296837E+1,-2.6793135E+1,3.8273987E+3,2.2237045E+1
14557989,3/10/2021,1:38:39 AM,-5.0105412E+1,-2.8566801E+1,3.8282915E+3,2.2281231E+1
14557990,3/10/2021,1:38:39 AM,-4.7525677E+1,-2.8728045E+1,3.8265059E+3,2.2303326E+1
14557991,3/10/2021,1:38:39 AM,-4.3695961E+1,-2.8889288E+1,3.8282915E+3,2.2347515E+1
14557992,3/10/2021,1:38:39 AM,-4.0371559E+1,-2.6900631E+1,3.8291846E+3,2.2369606E+1
14557993,3/10/2021,1:38:39 AM,-3.6595036E+1,-2.4723856E+1,3.8291846E+3,2.2391701E+1
14557994,3/10/2021,1:38:39 AM,-3.3270634E+1,-2.0907782E+1,3.8309702E+3,2.2413795E+1
14557995,3/10/2021,1:38:39 AM,-2.9387728E+1,-1.7672153E+1,3.8318628E+3,2.2435890E+1
14557996,3/10/2021,1:38:40 AM,-2.6116516E+1,-1.3429561E+1,3.8345413E+3,2.2480076E+1
14557997,3/10/2021,1:38:40 AM,-2.2020849E+1,-9.0726633E+0,3.8381123E+3,2.2502171E+1
14557998,3/10/2021,1:38:40 AM,-2.0022375E+1,-5.5329862E+0,3.8381123E+3,2.2524265E+1
14557999,3/10/2021,1:38:40 AM,-1.7289062E+1,-2.9426007E+0,3.8390051E+3,2.2568451E+1
14558000,3/10/2021,1:38:40 AM,-1.5802708E+1,4.5324255E-2,3.8416836E+3,2.2546356E+1
14558001,3/10/2021,1:38:40 AM,-1.3892809E+1,1.4136652E+0,3.8416836E+3,2.2546356E+1
14558002,3/10/2021,1:38:40 AM,-1.4274262E+1,2.7152617E+0,3.8416836E+3,2.2546356E+1
14558003,3/10/2021,1:38:40 AM,-1.4450520E+1,1.2143432E+0,3.8381123E+3,2.2546356E+1
14558004,3/10/2021,1:38:40 AM,-1.5710632E+1,-1.7329862E-2,3.8398979E+3,2.2546356E+1
14558005,3/10/2021,1:38:40 AM,-1.5697479E+1,-3.2283754E+0,3.8345413E+3,2.2546356E+1
14558006,3/10/2021,1:38:41 AM,-1.6270973E+1,-6.4835119E+0,3.8354341E+3,2.2568451E+1
14558007,3/10/2021,1:38:41 AM,-1.4621516E+1,-1.0096095E+1,3.8327556E+3,2.2568451E+1
14558008,3/10/2021,1:38:41 AM,-1.4571533E+1,-1.2517776E+1,3.8327556E+3,2.2568451E+1
14558009,3/10/2021,1:38:41 AM,-1.4032236E+1,-1.3913366E+1,3.8300774E+3,2.2568451E+1
14558010,3/10/2021,1:38:41 AM,-1.4529442E+1,-1.2892592E+1,3.8291846E+3,2.2546356E+1
14558011,3/10/2021,1:38:41 AM,-1.1977648E+1,-9.6734304E+0,3.8345413E+3,2.2480076E+1
14558012,3/10/2021,1:38:41 AM,-9.5836964E+0,-4.5715976E+0,3.8363269E+3,2.2457981E+1
14558013,3/10/2021,1:38:41 AM,-7.1739612E+0,-1.0765843E+0,3.8381123E+3,2.2435890E+1
14558014,3/10/2021,1:38:41 AM,-5.2007499E+0,2.0764706E+0,3.8381123E+3,2.2391701E+1
14558015,3/10/2021,1:38:41 AM,-1.9234455E+0,4.5363760E+0,3.8416836E+3,2.2369606E+1
14558016,3/10/2021,1:38:42 AM,1.0472797E+0,6.6031337E+0,3.8416836E+3,2.2369606E+1
14558017,3/10/2021,1:38:42 AM,5.2403593E+0,6.4994612E+0,3.8416836E+3,2.2347515E+1
14558018,3/10/2021,1:38:42 AM,1.0236114E+1,6.7200971E+0,3.8452546E+3,2.2347515E+1
14558019,3/10/2021,1:38:42 AM,1.4053281E+1,4.9086041E+0,3.8434690E+3,2.2347515E+1
14558020,3/10/2021,1:38:42 AM,1.7283800E+1,5.9934658E-1,3.8407908E+3,2.2347515E+1
14558021,3/10/2021,1:38:42 AM,1.9504124E+1,-3.4613183E+0,3.8416836E+3,2.2303326E+1
14558022,3/10/2021,1:38:42 AM,2.1542137E+1,-7.4670706E+0,3.8425762E+3,2.2303326E+1
14558023,3/10/2021,1:38:42 AM,2.1595327E+1,-1.1720296E+1,3.8407908E+3,2.2281231E+1
14558024,3/10/2021,1:38:42 AM,1.8728064E+1,-1.6058586E+1,3.8398979E+3,2.2237045E+1
14558025,3/10/2021,1:38:42 AM,1.5042431E+1,-2.3057682E+1,3.8327556E+3,2.2237045E+1
14558026,3/10/2021,1:38:43 AM,1.2146013E+1,-2.8271189E+1,3.8363269E+3,2.2214951E+1
14558027,3/10/2021,1:38:43 AM,8.5761318E+0,-3.4452152E+1,3.8327556E+3,2.2192860E+1
14558028,3/10/2021,1:38:43 AM,6.6162491E+0,-4.0955605E+1,3.8309702E+3,2.2148674E+1
14558029,3/10/2021,1:38:43 AM,5.0225062E+0,-4.7163441E+1,3.8309702E+3,2.2104485E+1
14558030,3/10/2021,1:38:43 AM,4.5780854E+0,-5.3263786E+1,3.8282915E+3,2.2082394E+1
14558031,3/10/2021,1:38:43 AM,4.7539525E+0,-5.9283504E+1,3.8291846E+3,2.2038204E+1
14558032,3/10/2021,1:38:43 AM,5.3008914E+0,-6.4147659E+1,3.8273987E+3,2.1994015E+1
14558033,3/10/2021,1:38:43 AM,4.8989239E+0,-6.7560623E+1,3.8256133E+3,2.1994015E+1
14558034,3/10/2021,1:38:43 AM,5.1975808E+0,-6.8716194E+1,3.8291846E+3,2.1971924E+1
14558035,3/10/2021,1:38:43 AM,4.1978331E+0,-7.0086754E+1,3.8265059E+3,2.1971924E+1
14558036,3/10/2021,1:38:44 AM,4.0813804E+0,-6.9522400E+1,3.8291846E+3,2.1971924E+1
14558037,3/10/2021,1:38:44 AM,1.0195528E+0,-6.8017471E+1,3.8282915E+3,2.1994015E+1
14558038,3/10/2021,1:38:44 AM,-4.5574884E+0,-6.5356972E+1,3.8300774E+3,2.1971924E+1
14558039,3/10/2021,1:38:44 AM,-1.1314707E+1,-6.2266487E+1,3.8265059E+3,2.1949829E+1
14558040,3/10/2021,1:38:44 AM,-1.8446577E+1,-5.6703621E+1,3.8318628E+3,2.1949829E+1
14558041,3/10/2021,1:38:44 AM,-2.4919729E+1,-5.2430698E+1,3.8282915E+3,2.2016109E+1
14558042,3/10/2021,1:38:44 AM,-3.2658939E+1,-4.8399635E+1,3.8265059E+3,2.2038204E+1
14558043,3/10/2021,1:38:44 AM,-4.1967274E+1,-4.3078629E+1,3.8247205E+3,2.2060299E+1
14558044,3/10/2021,1:38:44 AM,-5.0690510E+1,-3.5580853E+1,3.8273987E+3,2.2104485E+1
14558045,3/10/2021,1:38:44 AM,-5.7073364E+1,-2.8190569E+1,3.8282915E+3,2.2104485E+1
14558046,3/10/2021,1:38:45 AM,-6.0158409E+1,-2.1499004E+1,3.8282915E+3,2.2126579E+1
14558047,3/10/2021,1:38:45 AM,-6.4254074E+1,-1.4237675E+1,3.8300774E+3,2.2170769E+1
14558048,3/10/2021,1:38:45 AM,-7.0823097E+1,-6.4569287E+0,3.8238276E+3,2.2237045E+1
14558049,3/10/2021,1:38:45 AM,-7.3668785E+1,3.1171076E+0,3.8309702E+3,2.2347515E+1
14558050,3/10/2021,1:38:45 AM,-7.4386856E+1,1.6279222E+1,3.8416836E+3,2.2369606E+1
14558051,3/10/2021,1:38:45 AM,-7.4386856E+1,2.3433914E+1,3.8372195E+3,2.2413795E+1
14558052,3/10/2021,1:38:45 AM,-7.2232643E+1,2.7491852E+1,3.8345413E+3,2.2457981E+1
