Resample,Target,N_rows,Train_rows,Test_rows,Best_Model,Best_RMSE,Best_MAE,Best_MAPE_%,Best_R2,Best_Accuracy_%,Best_CV_R2_Mean,Best_CV_R2_Std
30MinuteV2_Chronological,X Frequency (Hz),528,422,106,Random Forest (Tuned),0.010479039248555531,0.007320474586157938,3.4353529383094497,0.2573818512885899,96.56464706169054,0.1435389905580723,0.5210227970071167
30MinuteV2_Chronological,Y Frequency (Hz),528,422,106,Random Forest (Tuned),0.013026524785063916,0.00955664872201805,4.726995762009642,0.3165172484269988,95.27300423799035,0.12309361910864416,0.4514832597871729
