Resample,Target,N_rows,Train_rows,Test_rows,Best_Model,Best_RMSE,Best_MAE,Best_MAPE_%,Best_R2,Best_Accuracy_%,Best_CV_R2_Mean,Best_CV_R2_Std
30MinuteV2_Chronological,X Frequency (Hz),528,422,106,XGBoost (Tuned),0.01224268728473082,0.010077631253116535,4.785165391196214,-0.013622255628288782,95.2148346088038,-2.2813732276486913,2.391844172688623
30MinuteV2_Chronological,Y Frequency (Hz),528,422,106,Random Forest (Tuned),0.014187135419465416,0.011483224454473903,5.745778145866678,0.18930060804303916,94.25422185413332,-2.136156877128896,1.7915857557942212
